Row,hsa-miR-425-3p,hsa-miR-146a,hsa-miR-622,hsa-miR-544,hsa-miR-145,hsa-miR-801,hsa-miR-604,hsa-miR-548d,hsa-miR-639,hsa-miR-575,hsa-miR-20a,ebv-miR-BHRF1-2*,hsa-miR-519e,hsa-miR-377,hsa-miR-19a,hsa-miR-487a,hsa-miR-453,hsa-miR-621,hsa-miR-577,hsa-miR-132,kshv-miR-K12-6-5p,hsa-miR-142-5p,hsa-miR-568,hsa-miR-545,ebv-miR-BART13,hsa-miR-18a,hsa-miR-206,hsa-miR-198,hsa-miR-26b,ebv-miR-BART8-3p,hsa-miR-127,kshv-miR-K12-8,hsa-miR-671,hsa-miR-342,hsa-miR-412,hsa-miR-661,hsa-miR-646,hsa-miR-559,hsa-miR-374,ebv-miR-BART11-3p,hsa-miR-648,hsa-miR-193b,hsa-miR-507,hsa-miR-524*,hsa-miR-34b,ebv-miR-BART6-5p,kshv-miR-K12-2,hsa-miR-499,hsa-miR-142-3p,hsa-miR-579,hsa-miR-17-5p,hsa-miR-607,kshv-miR-K12-10a,hsa-miR-556,kshv-miR-K12-10b,hsa-miR-34a,hsa-miR-129,ebv-miR-BART20-5p,hsa-miR-205,hsa-miR-195,hsa-miR-192,hsa-miR-194,hcmv-miR-US5-1,hsa-miR-214,hsa-miR-133a,ebv-miR-BART3-3p,hsa-let-7e,kshv-miR-K12-9,hsa-miR-203,hsa-miR-215,hsa-miR-518d,hsa-miR-487b,ebv-miR-BART14-3p,hsa-miR-183,hsa-miR-187,hsa-miR-379,hsa-miR-496,hsa-miR-520g,ebv-miR-BART4,hcmv-miR-UL112,hsa-miR-136,hsa-miR-566,hsa-miR-19b,hsv1-miR-H1,hsa-miR-122a,hsa-miR-765,hsa-miR-22,hsa-miR-550,hsa-miR-148a,hsa-miR-572,hsa-miR-193a,hsa-miR-223,hsa-miR-199a*,hsa-miR-128a,hsa-miR-542-5p,hsa-miR-598,hsa-miR-199a,hsa-miR-551b,hsa-miR-361,hsa-miR-146b,hsa-miR-369-3p,hsa-miR-580,hsa-miR-182*,hsa-miR-504,hcmv-miR-UL148D,hsa-miR-339,hsa-miR-324-5p,hsa-miR-200b,hsa-miR-525*,hsa-miR-558,hsa-miR-107,hsa-miR-505,hsa-miR-34c,hsa-miR-433,hsa-miR-151,hsa-miR-588,hsa-miR-626,hsa-miR-212,hsa-miR-514,hsa-miR-591,hsa-miR-619,hsa-miR-647,kshv-miR-K12-9*,ebv-miR-BART10,hsa-miR-211,hsa-miR-769-3p,hsa-miR-9*,hsa-miR-555,kshv-miR-K12-5,hsa-miR-137,hsa-miR-595,hsa-miR-196b,hsa-miR-299-3p,hsa-miR-493-3p,hsa-miR-189,hsa-miR-522,hsa-miR-623,hsa-miR-641,hsa-miR-30c,hsa-miR-181a,hsa-miR-181c,hsa-miR-633,hsa-miR-616,hsa-miR-767-3p,hsa-miR-200a*,hsa-miR-31,hsa-miR-570,hsa-miR-15b,hsa-miR-216,hsa-miR-612,hsa-miR-551a,hsa-miR-448,hsa-miR-24,hsa-miR-634,hsa-miR-21,hsa-miR-325,hsa-miR-605,hsa-miR-668,hsa-miR-135a,hsa-miR-640,kshv-miR-K12-7,hsa-let-7g,hsa-miR-99b,hsa-miR-222,hsa-miR-509,hsa-miR-221,hsa-miR-93,hsa-miR-584,hsa-miR-140,hsa-miR-30e-3p,hsa-miR-368,hsa-miR-592,hsa-miR-635,hsa-miR-106a,hsa-miR-491,hsa-miR-526b*,hsa-miR-548c,hsa-miR-601,hsa-miR-101,hsa-miR-130a,hsa-miR-454-3p,hsa-miR-614,hsa-miR-632,hsa-miR-510,hsa-miR-653,hsa-miR-372,hsa-miR-147,hsa-miR-517*,hsa-miR-552,hsa-miR-599,hcmv-miR-US25-2-3p,hsa-miR-411,hsa-miR-548b,hsa-miR-660,hcmv-miR-UL22A*,hsa-miR-422a,hsa-miR-520d,hsa-miR-593,hsa-miR-105,hsa-miR-155,hsa-miR-424,hsa-let-7d,hsa-miR-526c,hsa-miR-302b,hsa-miR-506,hsa-miR-375,hsa-miR-610,hsa-miR-331,hsa-miR-337,hsa-miR-523,hsa-miR-553,hsa-miR-563,hsa-miR-340,hsa-miR-488,hsa-miR-490,hsa-miR-511,hsa-miR-219,hsa-miR-549,ebv-miR-BART17-5p,hsa-miR-758,hsa-miR-520e,hsa-miR-567,hsa-miR-649,hsa-miR-103,hsa-miR-150,hsa-miR-497,hsa-miR-637,kshv-miR-K12-4-3p,hsa-miR-301,hsa-miR-135b,hsa-miR-139,hsa-miR-144,hsa-miR-574,hsa-miR-20b,hsa-miR-10b,ebv-miR-BART3-5p,hsa-miR-642,hsa-miR-369-5p,hsa-miR-373,hsa-miR-501,hsa-miR-519b,kshv-miR-K12-12,kshv-miR-K12-3,hsa-miR-133b,hsa-miR-502,ebv-miR-BHRF1-2,hsa-miR-26a,hsa-miR-516-5p,hsa-miR-181d,hsa-miR-452*,hsa-miR-512-3p,hsa-miR-597,hsa-miR-652,hsa-miR-197,hsa-miR-367,hsa-miR-524,hsa-miR-143,hsa-miR-30e-5p,hsa-miR-452,hsa-miR-494,hcmv-miR-US25-2-5p,hsa-let-7c,hsa-miR-28,hsa-miR-425-5p,hsa-miR-302c*,hsa-miR-346,hsa-miR-421,hsa-miR-485-3p,hsa-miR-519c,ebv-miR-BART1-5p,hsa-miR-454-5p,hsa-miR-498,kshv-miR-K12-4-5p,hsa-miR-519a,hsa-miR-302b*,hsa-miR-565,hsa-miR-493-5p,hsa-miR-513,hsa-miR-539,ebv-miR-BHRF1-1,hsa-miR-141,ebv-miR-BART5,hsa-miR-15a,hsa-miR-33b,hsa-miR-363*,hsa-miR-217,hsa-miR-583,ebv-miR-BART12,hsa-miR-596,hsa-miR-602,hsa-miR-658,kshv-miR-K12-6-3p,hsa-miR-208,hsa-miR-562,hsa-miR-581,hsa-miR-631,hsa-miR-125a,hsa-miR-17-3p,hsa-miR-362,hsa-miR-527,hcmv-miR-US4,hsa-miR-608,hsa-miR-138,hsa-miR-224,hsa-miR-23b,hsa-miR-429,ebv-miR-BART11-5p,hsa-miR-373*,hsa-miR-518a,hsa-miR-643,hcmv-miR-UL70-5p,hsa-miR-503,hsa-miR-554,hsa-miR-582,hsa-miR-99a,ebv-miR-BHRF1-3,hsa-miR-188,hsa-miR-199b,hsa-miR-302d,hsa-miR-409-3p,hsa-miR-520d*,hsa-miR-532,hsa-miR-675,ebv-miR-BART19,hsa-miR-363,hsa-miR-656,hcmv-miR-UL36,hsa-miR-134,hsa-miR-16,hsa-miR-520a*,hsa-miR-196a,hsa-miR-518b,hsa-miR-210,hsa-miR-606,hsa-miR-30d,hsa-miR-561,hsa-miR-620,hsa-miR-18b,hsa-miR-320,ebv-miR-BART1-3p,hsa-miR-335,hsa-miR-384,hsa-miR-617,hsa-miR-636,hsa-miR-525,hsa-miR-569,hsa-miR-512-5p,hsa-miR-485-5p,hsa-miR-431,hsa-miR-520h,hsa-let-7a,hsa-miR-518e,hsa-miR-630,hsa-miR-802,hsa-miR-92,hsa-miR-92b,hsa-miR-153,hsa-miR-128b,hsa-miR-627,hsa-miR-515-5p,hsa-miR-548a,hsa-miR-95,ebv-miR-BART17-3p,hsa-miR-152,hsa-miR-449,hsa-miR-600,hsa-miR-557,hsa-miR-27a,hsa-miR-624,hsa-miR-518c,hsa-miR-328,hsa-miR-500,hsa-miR-18a*,hsa-miR-324-3p,hsa-miR-519d,hsa-miR-542-3p,ebv-miR-BART6-3p,hsa-miR-130b,hsa-miR-410,hsa-miR-518c*,hsa-miR-191*,hsa-miR-625,hcmv-miR-UL70-3p,hsa-miR-618,hsa-miR-29b,hsa-miR-323,hsa-miR-370,hsa-miR-516-3p,hsa-miR-645,hsa-miR-154,hsa-miR-154*,hsa-miR-182,hsa-miR-345,hsa-miR-378,hsa-miR-515-3p,hsa-miR-517b,hsa-miR-449b,ebv-miR-BART18,hsa-miR-181b,hsa-miR-299-5p,hsa-miR-302a,hsa-miR-381,hsa-miR-520a,hsa-let-7f,hsa-miR-30b,ebv-miR-BART14-5p,hcmv-miR-US25-1,hsa-miR-184,hsa-miR-190,hsa-miR-590,hsa-miR-486,hsa-miR-657,hsa-miR-663,hsa-miR-768-5p,hsa-miR-33,ebv-miR-BART8-5p,hsa-miR-609,hsa-miR-655,hsa-miR-432,hsa-miR-98,hsa-miR-376a,hsa-miR-576,hsa-miR-451,hsa-miR-330,hsa-miR-302c,hsa-miR-106b,hsa-miR-124a,hsa-miR-149,hsa-miR-30a-3p,hsa-miR-517a,hsa-miR-518f,hsa-miR-654,ebv-miR-BART7,hsa-miR-25,hsa-miR-100,hsa-miR-383,hsa-miR-589,hsa-miR-23a,hsa-miR-376a*,hsa-miR-422b,hsa-miR-768-3p,hsa-miR-125b,hsa-miR-191,hsa-miR-29a,hsa-miR-329,hsa-miR-585,hsa-miR-603,hsa-miR-770-5p,hsa-miR-521,hsa-miR-409-5p,hsa-miR-492,hsa-miR-767-5p,ebv-miR-BART16,hsa-miR-520c,hsa-miR-613,kshv-miR-K12-1,hsa-miR-662,hsa-miR-769-5p,hsa-miR-9,hsa-miR-200a,hsa-miR-450,hsa-miR-611,kshv-miR-K12-11,ebv-miR-BART15,hcmv-miR-US5-2,hsa-miR-202,hsa-miR-766,hsa-miR-1,hsa-miR-185,hsa-miR-526b,hsa-miR-644,hsa-miR-29c,hsa-miR-7,hcmv-miR-UL22A,hsa-miR-181a*,hsa-miR-518f*,hsa-miR-519e*,hsa-miR-560,hsa-miR-571,hsa-miR-32,hsa-miR-615,hsa-miR-10a,hsa-miR-326,hsa-miR-376b,hsa-miR-520f,hsa-miR-587,ebv-miR-BART9,hsa-miR-455,hsa-let-7b,hsa-miR-220,hsa-miR-432*,hsa-miR-629,hsa-miR-380-3p,hsa-miR-495,hsa-miR-526a,hsa-miR-628,hsa-miR-126*,hsa-miR-302a*,hsa-miR-483,hsa-miR-564
TCGA.12.0657.01A,-0.090968,0.828448,-0.59521,-0.026084,0.43327,0.098649,-0.36428,-0.596947,-0.669851,-0.720436,-0.160215,0.046568,-0.026863,0.983204,-0.325872,0.606237,-0.052299,-0.991049,-0.414919,-0.198276,-0.85482,-0.200036,-0.243717,0.081544,-0.573207,-1.251126,-0.235833,-0.354853,1.321231,-0.64059,0.762965,0.115454,-0.224089,-0.592986,-0.937995,-1.215127,-0.54909,-0.437002,0.09362,1.697247,0.041776,-0.360483,-0.730581,0.441939,1.293348,-0.996815,-0.65489,0.594798,-0.137008,-0.577173,-0.407571,-0.782761,-0.502235,-0.596708,-0.585201,1.047971,-0.198408,1.496122,0.054188,0.932258,0.06212,-0.359861,-0.460212,-0.756757,-0.587892,-0.705583,-0.123597,-0.996211,-0.462337,-0.283633,-0.499301,0.058144,-0.415438,-0.301648,0.304022,0.623538,-0.554174,-0.093574,-0.187791,-0.210302,1.059092,0.303038,-0.271018,-0.610852,-0.592377,-0.559265,-0.840281,-0.44384,-0.135248,0.125337,-0.985673,-0.487932,-0.54044,1.197571,-0.326,0.015259,-0.5963,0.49998,-0.222027,0.81229,-0.088537,-0.090732,-0.102423,-0.435247,0.326711,-0.249576,-0.189181,-0.289536,-0.232458,-0.656417,-1.418306,-0.027177,-0.563253,0.005613,-0.131089,-0.819667,-1.235307,0.709895,-0.524584,0.061506,-0.337301,0.06614,-0.160002,-0.512098,0.102853,-0.212178,0.597844,-0.460246,-1.2505,-0.155421,-0.217265,-1.279996,0.318157,-0.785245,0.812001,-0.104612,-0.130868,-0.79511,0.745117,0.097967,2.107511,-0.438212,-0.528574,-0.39546,1.080926,-0.590355,-1.070899,-0.400749,-0.550675,-0.629798,-0.078744,-0.224265,0.378437,-0.403176,-0.782087,-0.791153,0.739637,-0.069569,0.556158,0.072359,-0.88407,0.217074,-0.287188,0.449896,-0.400055,0.69821,-1.018616,-0.329658,0.757456,1.149892,1.157906,-0.252106,0.158898,-0.316732,-0.596875,-0.810939,0.187912,-0.108338,0.979721,0.220729,-0.56745,0.507135,0.038724,-0.206852,-0.601477,-0.234024,-0.545427,0.106383,-0.954729,-0.416243,-0.271371,0.745532,-0.555787,0.3725,-0.789553,-0.289904,-0.179599,-0.384615,-0.971306,-0.264522,-0.026349,0.078804,-0.015853,-0.463889,-0.444784,-0.494434,1.285621,-1.028108,0.649574,-0.469294,-0.68707,-0.119333,-0.404971,1.345304,-0.308182,0.288667,-0.813926,-0.662878,-0.326875,-0.003568,-0.365423,0.294568,-0.413918,-1.169747,0.834954,0.798145,-0.348381,-0.800441,0.279594,-0.696004,-0.313316,-1.49798,-0.181927,-0.007452,-0.233595,-0.439579,-0.741615,0.610123,0.235701,-0.413524,-0.156636,0.575645,-0.934627,-0.658358,0.418426,-0.7462,4.363696,-0.562567,1.188689,2.273149,0.642603,-0.602728,0.341987,-0.157047,0.374285,-0.241312,0.513336,1.180343,-0.349572,-1.112789,-0.289573,0.810946,0.918773,-0.661597,-0.403856,-0.093992,0.910066,-3.9e-05,-0.059608,-0.337282,0.00755,0.32603,-0.806468,-0.08272,-0.340375,1.409872,-0.635079,-0.663353,-0.075561,-0.266212,-0.135917,-0.827896,0.745682,-0.180021,-0.427157,-0.557616,-0.299037,-0.276535,-0.697518,-0.279437,-0.312385,-0.449594,0.2948,-0.350338,-0.629148,-0.185707,0.37892,0.525843,-0.388988,0.592757,-0.077681,-0.415969,-0.518921,0.434555,0.626934,-0.284271,-0.205954,0.10073,0.036071,-1.168257,-1.282191,-0.615164,-0.603725,0.625542,0.863793,-0.821751,-0.54592,-0.168704,-0.635024,-0.410498,0.38587,-0.010016,-0.411802,-0.337943,0.74151,-0.064072,-0.423987,0.073202,-0.236146,0.162579,-0.973299,-0.034216,-0.874229,-0.11402,0.443882,0.09068,-0.445363,-0.707851,0.393984,-0.306622,0.029575,-0.336072,0.09649,-0.072887,0.117131,-0.735333,-0.677187,0.856537,-0.571914,-0.141438,-0.364719,-0.259528,-0.939453,-0.234889,0.114629,0.176609,0.308479,1.289413,0.376566,-0.716534,-0.260202,-0.209,-0.149125,-0.173237,0.070011,-0.84583,0.315145,0.839238,0.201696,-0.44474,0.049531,-0.340678,-0.450903,-0.541603,-0.080323,-0.162841,-0.211971,-0.979084,0.104648,0.315814,0.514916,0.078903,-0.265233,0.105751,0.117744,-0.419823,-1.266955,-0.365067,-0.556866,0.933669,0.681139,-0.237911,0.009265,-0.226536,-0.622765,-0.242472,0.62132,-1.021248,0.04327,0.362568,-0.291818,0.338858,-0.003311,-0.094896,0.880113,-0.176531,-0.553942,-0.377237,0.093426,-0.179952,-0.867102,-0.509461,0.396356,1.694431,0.917907,-0.626892,0.04278,-0.760699,0.182797,0.302995,0.843386,-0.660976,-1.331043,-1.125985,0.054637,-0.526325,-0.705987,-0.099059,1.594919,-0.256247,-0.215403,-0.314017,-0.162656,-0.652904,0.863158,-0.595241,-1.808397,0.786821,0.663966,-0.681238,1.180708,1.465546,0.015362,0.216415,-0.377427,-0.547396,0.05041,0.688787,-0.260691,0.284594,-0.785625,-0.336756,-0.177073,0.001403,-0.138203,-0.471997,-0.579786,-0.364882,0.086315,-0.145288,-0.552292,0.831485,-1.152249,-0.000295,-0.947427,-0.478627,-0.237533,-1.181932,-1.22728,0.459344,-0.863921,0.242497,-0.721072,-0.595649,-0.040751,0.290356,0.314218,-0.801905,-0.137777,0.372939,-0.192734,-0.601975,-0.332692,0.841853,-0.200293,-0.876035,-0.703437,-0.724504,0.034835,-0.734147,0.115186,-0.829488,0.313019,1.647517,0.259319,0.254208,1.209174,-0.515163,-0.044475,-0.317293
TCGA.06.0402.01A,0.250985,-0.017501,-0.237924,-0.756939,-0.502294,-1.244416,-0.173481,0.085251,0.252873,0.140609,0.939969,0.611679,-0.271915,-1.671395,0.924993,-0.418033,-0.076358,0.169886,-2.179628,-0.205834,-0.471165,-0.216902,-0.232154,0.230475,-0.730095,0.724823,-0.160352,-0.220355,0.950294,-0.285162,-1.972211,-0.06058,-0.57903,-1.062761,-0.064042,0.047407,0.135464,-0.421927,1.319652,-0.391764,-0.659443,0.191751,1.164114,-0.135914,-0.21595,2.268973,-0.317154,0.063572,-0.26458,-0.413929,0.808824,-1.696884,-0.051913,-1.113168,-0.096056,-0.073031,-1.063564,-0.175892,-0.247722,1.195818,0.388398,0.331939,-0.130007,0.278238,-0.387996,-0.574389,0.801427,0.001924,-0.735048,0.00189,1.956371,-0.570563,0.031852,3.430566,0.771901,-1.09043,-1.023206,0.036634,-0.065745,-0.651028,-1.831983,-0.576118,0.52937,-0.48194,-0.758256,-0.737932,-1.125993,1.691065,0.49072,-0.819929,-0.155401,-0.707793,0.426527,-0.084009,-0.35312,0.883336,0.502664,0.502231,-0.30129,0.277717,-1.883685,-0.64949,2.726113,-0.421639,0.178818,0.722143,0.117573,-0.113264,0.408749,-0.061603,0.352575,0.280856,-0.713097,-0.95383,0.173431,0.726583,-0.534322,-0.252195,-0.705672,-0.3462,-0.741928,0.060209,-0.108096,0.15973,1.436796,-0.368432,0.187445,-0.557855,-0.057642,-0.894173,0.245752,0.59522,0.346416,-0.394369,0.349193,-0.263576,-0.406667,0.660352,0.161049,-0.532502,-0.050044,-0.61783,1.524114,0.194618,-0.804039,2.757438,-0.522926,0.901166,1.329868,0.366617,-0.23208,-0.288635,-0.350279,-0.148674,0.199149,-0.727542,-0.516052,-0.262497,1.328117,0.019213,-0.169136,0.814022,0.414005,0.444427,1.341042,1.033134,0.533465,-0.499222,-0.284927,0.257959,-1.375599,-0.235254,-0.421998,0.873312,0.472595,-0.259702,-0.67927,-0.444911,0.384352,-0.267845,0.156045,0.503235,0.796174,-0.466062,-0.634219,-0.105056,-0.665387,0.008679,0.906758,-0.796032,-0.119598,-1.560631,0.56469,0.173576,-0.671895,-0.351297,-0.13114,-0.322622,-0.217113,1.346402,0.206907,0.558129,-0.497481,-1.213828,3.559726,-0.035108,-0.824402,-0.540997,-0.812644,0.18585,-0.983849,0.000231,0.410366,-0.108969,-0.802202,0.629414,-1.566095,1.110326,0.082714,-1.121301,0.102241,-0.729705,0.365272,0.361001,0.438296,0.839087,-0.306804,0.281621,-0.111489,3.363363,-0.742538,0.747638,0.694687,0.803903,0.466615,-0.538801,-0.29785,-1.288493,-0.757724,1.586021,-0.667309,0.207099,-0.569955,-0.173207,0.425796,-0.56686,2.789133,-0.487285,-0.515839,2.624828,0.254772,0.244051,-0.526893,0.358987,-0.151332,0.021764,-0.116016,0.426731,-0.072512,-0.925255,1.630265,-0.097363,0.572308,0.05826,-0.45306,0.044966,-0.617396,-0.08137,-0.630187,-0.431216,0.122239,-0.337086,1.53216,-0.401047,-0.531105,1.120173,0.502087,-0.374685,-0.474577,-0.124524,-0.37821,0.054215,-0.019408,-0.074042,-0.22003,1.926638,-0.097091,-0.129162,1.505288,-0.327986,-0.52256,0.156818,-0.865509,-0.341263,-1.229479,-0.200334,0.787503,0.40654,0.002328,-1.531197,-0.289304,0.126975,-1.408299,3.893294,0.014863,-0.228974,0.048149,0.184605,-0.079399,-0.562761,0.675872,-0.130972,0.182533,1.983226,0.861224,-0.680436,-0.507703,-0.210113,-0.484504,-1.729668,-1.638177,-0.006601,0.107093,-0.67095,0.333295,-1.379641,0.647843,-1.118075,0.151702,-0.601424,-0.225363,-0.012339,-0.28867,-0.917595,-1.067558,-1.266338,-1.157359,1.144628,-0.751173,-0.539432,0.022393,-1.047659,-0.077661,0.438936,-0.314402,-0.834127,0.408771,-0.767707,-0.688681,-0.133048,0.629874,-0.134254,-0.254604,-0.63836,0.064697,0.317299,-0.893193,-0.19095,1.393742,-0.609629,0.077664,-0.547265,0.097451,0.569353,-0.054846,0.05664,-0.174094,-0.053032,1.916181,-0.309115,0.442047,-0.183393,0.550725,-0.132454,-0.127943,-0.041209,0.957026,0.824924,-1.577212,-0.488539,0.070639,0.533714,-0.690974,0.025301,-1.362683,-1.599971,-0.642805,-0.170567,0.735685,-1.587693,-1.528557,2.856582,-0.509675,1.026874,0.434544,-0.156982,-0.305204,-0.083836,-0.763595,-1.300364,1.361188,-1.502093,-0.387574,0.641018,0.28988,-0.295111,-0.590306,-0.599039,0.17336,0.277864,0.201255,0.535641,-0.951893,-0.126391,-0.177624,-0.461817,0.01031,-0.961328,-0.730334,1.253418,-1.678809,-0.274529,0.476788,-0.300592,-0.279583,0.315965,-1.386727,1.222883,0.254605,-0.183516,0.506115,-0.205294,-0.231046,0.275525,0.697955,-0.661909,1.052552,0.469093,-0.856943,0.012783,0.195171,0.010732,0.474903,-1.182657,-1.460536,0.717393,-0.108145,-0.778146,-0.182771,-1.114174,-0.206335,-0.453101,0.086171,-0.503403,0.345406,1.016927,-0.258538,0.773709,0.261517,-0.244918,0.215296,-0.291676,0.372007,-0.770104,-0.100036,0.482756,0.817484,-1.096301,0.187496,-0.225749,0.310583,-0.972862,-0.816891,2.975655,-0.163685,-0.219941,-0.239726,-0.191179,0.033166,0.998183,0.405697,-0.303505,-0.134931,-1.165128,-0.209849,0.084533,-0.099119,3.349307,-0.562565,-0.380324,0.361739,-0.214691,-1.304346,-1.844382,-0.253372,0.154374,1.247149,-0.080844,0.440453,-0.569737
TCGA.06.0213.01A,0.329059,0.720779,-0.805612,-0.144138,-0.791429,0.016992,-0.135173,-1.133701,-0.294694,-0.904432,-0.722946,0.571651,1.928941,0.429627,0.599057,1.633043,-0.041574,-0.532508,-0.525978,1.129005,-0.213122,1.125576,-0.162689,0.652652,-0.182672,0.399177,-0.431024,-1.071809,0.858815,-0.18663,-0.244721,-0.313347,-1.242258,-0.233082,-0.30654,-0.970749,-0.824082,-0.002824,1.317992,0.838257,-0.038787,1.438055,1.744664,0.577007,-0.041653,-0.120232,-0.497884,-0.005923,1.569747,-0.400534,-0.628617,-1.021515,-0.641959,-1.114912,-0.450023,-0.097176,-0.563,-0.071193,0.444231,0.327469,0.186419,0.341383,-0.872092,-0.382099,-1.168854,0.280077,-0.023702,0.087105,-0.208773,-5.4e-05,-0.932702,1.328358,-0.233593,-0.670701,-0.209676,0.030945,-0.772339,-0.297591,-0.230577,-0.838154,0.147879,-0.522641,0.138259,-0.849045,-0.631746,-1.153956,1.144537,3.299998,2.045052,-1.170347,-0.434375,0.173067,-0.092163,-0.173924,-0.897057,-1.134083,-0.252179,0.71559,-0.508782,2.207,-0.421425,-0.438737,-0.347405,0.431632,2.117699,2.29944,-0.274804,0.411562,-0.791396,0.241374,0.645386,-0.346891,-0.140213,-1.31237,0.00768,-0.330448,-1.055048,1.759068,-0.787522,-0.367397,-0.293378,-0.387401,-0.317786,-0.530131,-1.018831,-0.508143,0.223898,-1.174538,-0.111522,-0.636985,-0.41536,-0.884568,0.297801,-0.436609,0.875091,-0.752022,-0.812587,0.715857,0.148479,0.054822,-0.190422,-0.177914,-0.167142,-0.527535,0.652741,-0.436503,-0.383202,-0.077026,-0.448764,0.189343,0.119742,-0.643065,1.444522,-0.559104,1.423213,-0.36421,1.410971,0.52631,0.9986,0.005061,-0.534751,0.222008,-0.127611,1.240134,0.320945,0.725512,1.140722,-0.320303,-0.326344,0.596501,0.308364,-0.031133,0.064908,-0.941341,1.532677,-1.421568,-0.779318,-0.968093,-0.025532,0.526986,0.591535,-0.477034,-0.458343,-0.868292,0.945813,-0.391256,-0.45479,1.087572,1.735846,-0.514911,-1.004278,0.268657,-0.673316,0.892553,-0.621036,-0.49649,-0.678968,-0.920286,-0.423603,-0.190215,0.400804,-0.532594,0.630587,-0.801688,1.592415,-0.167785,0.487141,-0.415536,-0.342556,-0.630519,-1.181138,-0.222082,-0.255833,0.072715,-0.431763,-0.653606,1.228499,-0.109437,0.170026,-0.025047,-0.954679,1.222351,-0.095206,0.364066,-0.382101,0.572572,-0.331874,-0.367554,0.605548,-0.749429,-0.418675,0.64405,-0.92228,-0.207559,-1.628771,-0.490794,0.059114,-0.739031,0.941256,0.30523,-0.822598,-0.352802,-1.47718,-0.957369,1.169511,-0.733858,-0.193282,-0.37593,-0.084357,-0.834813,-1.006574,0.179015,0.964623,-0.204518,1.921873,-0.606113,0.038632,0.397145,-0.801567,-0.29536,0.488476,0.983071,0.911572,0.597475,0.128639,-0.05768,1.068995,-0.650124,-0.508899,0.423417,-0.632973,-1.157156,0.727586,-1.502631,-0.896734,0.547336,0.841193,-0.795627,-0.563287,-0.291387,0.872778,-0.699113,0.183931,-0.01134,-0.275926,-0.401521,-0.609587,-0.356668,-0.34718,0.067939,-0.613768,0.00631,-0.559083,-1.650843,-0.835166,-0.613651,-0.469411,-0.601004,0.304633,0.223741,-1.131378,-0.317867,-0.756895,-0.379344,1.434238,0.058173,0.266426,-0.999421,-0.35687,-0.597178,-0.376524,2.54018,-0.532924,-0.747665,0.743764,1.057567,-1.332765,-0.554063,-0.376001,0.72528,0.524802,0.3557,-0.377347,-0.724123,-0.217003,-0.434095,0.403868,-0.788925,0.873509,-0.709764,-0.787808,-0.351818,-0.200144,-0.148504,0.534,-1.37949,-0.590716,1.151961,0.008486,-1.052952,-0.187387,-0.52882,-1.016514,-1.102825,0.35986,-0.327536,-1.067416,-0.275017,0.428019,-0.274919,0.55173,-0.340068,-1.001172,-1.196556,-0.656304,0.69514,-0.458546,-0.292192,0.293756,0.239378,-0.357956,-0.184552,-0.393556,0.760819,0.297217,-1.330801,-1.528727,0.791424,-0.747274,-0.755925,-0.751843,1.371352,-0.419784,0.530857,-0.372896,-0.009788,0.565572,0.529137,-0.619552,-0.226407,-1.1825,-0.612498,-0.608664,-0.769181,1.627185,-0.41423,-1.316433,-0.258902,-0.411193,-0.354357,0.436362,-0.647424,2.146292,-0.145343,-0.547921,-0.217739,-0.474665,-0.802098,0.690352,0.098621,-0.400848,-0.236283,-0.636247,0.615972,0.720109,-0.254435,-0.178427,-0.271572,-0.075389,2.007535,0.023745,0.153794,-0.939212,-1.289907,1.374529,-0.290811,-0.627972,-0.860687,-0.584153,0.695968,0.271018,-0.543781,0.687133,0.162878,-1.511879,0.950192,-1.082597,1.094447,0.463523,-0.465557,-0.204452,-0.740136,-0.117943,0.680552,0.545619,0.935592,1.551868,0.512447,-1.055696,-0.920559,-0.236643,-0.228505,0.173007,1.29587,-0.506617,-0.675715,-1.03733,1.071288,-0.497934,0.766973,-0.616488,-0.393435,-0.464867,-0.846837,-0.841201,0.249742,-0.587628,-0.506285,0.12209,0.547033,-0.339264,1.771311,-1.072326,-0.670825,-1.059593,0.138623,-1.17031,-0.625684,1.734155,0.565324,-0.387937,1.139647,-0.596894,0.615335,-0.232752,0.058297,0.606423,-0.472292,-0.682194,0.784193,-0.850356,-0.780151,-0.169355,0.304806,-0.169412,0.146593,-0.822053,0.073715,0.989121,1.687712,-0.562563,-0.688756,-0.813151,1.914635,0.122334,-0.830504,0.746106,-1.216346,-0.867197,-1.142356
