Row,DCLRE1C,PTK2B,SFRP4,PRB3,RFXDC2,SLC2A11,LEF1,SH2B3,PHYH,KIAA0319L,SLC22A8,DLX4,PLA2G5,TNFAIP6,ADAMTS3,MEOX2,PARP12,MLF2,BTK,ARSJ,LILRA5,EED,SIPA1L3,HAO2,RAB4A,RAX,CUZD1,DUSP3,IK,ATP8B4,RAB7L1,COL4A3,PDSS1,TTLL7,ABBA-1,PAPD1,STAM,TUBA8,LARP6,PNMA1,TNNC1,FOXJ3,MCOLN1,LRRN2,CHI3L1,APOC1,ABI1,LRPPRC,DGKA,TPPP3,CSF2RB,NDST4,LRRC2,PDCD2,PXMP2,FSTL1,MRPS18A,NFRKB,LHB,RWDD2A,CCNT2,KIAA0196,CD300C,IFITM3,NTAN1,KLK13,TMEM106B,PDE6G,RAB36,FBLN5,RNF32,PFDN4,RGL2,ATP8A1,PRPS2,HMGN3,MAPK8,FRMD4B,NNMT,SLC29A3,CD37,TYRP1,C1orf108,SORBS2,CNDP2,UNC119B,ZNF205,IFIT5,ASCC1,PFDN6,KIAA0427,ASXL2,KIAA0974,KRT6B,ERLIN2,HSPA6,NDRG1,OR7A10,SRP54,ADH1B,CCNC,CSRP1,EPS8L3,PAR5,C14orf105,CYB561D2,ALCAM,DDIT4,SIDT1,AK1,C11orf75,LST1,TGFB2,MAB21L1,RNF141,EAPP,XRCC5,ZNF471,ARHGAP15,DUS1L,PLEKHC1,STK19,DDX52,STK11,RPE,MRPS10,BHLHB9,ADM,MYOZ1,FAM124B,FABP5,DPYD,COX15,FGF7,SYNGR2,ST8SIA5,GSTA1,NFKB1,PLEKHG6,OPA3,RNF207,TTC33,ZNF214,RBM38,CDH19,CXCL14,PSG4,CALCRL,IVNS1ABP,TMEM63A,RNF5,CISD1,ACSM3,WWC3,CHST10,ERCC6,PFKL,DLEU2,AFG3L2,AKR1C3,CD151,DTX4,SLC25A20,C7orf43,ADK,MLNR,NMT2,RIT2,TBL3,WAC,HDHD3,IFT122,PMF1,AKR1B10,MSRB2,NRP2,AMPD2,ATP5C1,CEP70,RAP2C,RPL39L,HIPK2,IFRD2,FNTA,IGHM,MRPS33,SYNPO2L,TMEM14B,ICMT,IFIH1,ECHDC2,TCL1B,CEACAM6,CENPA,GRINA,RMND5A,SLBP,IGHMBP2,MPHOSPH6,NAV2,ABHD10,CNGB1,NTRK1,TRMU,MTERFD1,ZAP70,HADHA,SNRPG,VPS37B,IL8,AR,IL22,STIP1,TMEM2,FZD2,LGALS9,PROZ,TDGF1,ZC3HAV1,CD97,KRT33A,PPIE,TMEM30B,CCNB1,CCNJ,ARHGAP12,DRG2,HOXD10,KCNE4,APBB1IP,HOXA9,NFKBIE,UTP3,PI3,SNAI2,TSPAN31,CETP,CXADR,DAPP1,CEP63,ZNF8,AEBP1,CHP2,MYCN,LRRC42,C1orf114,CCNB1IP1,SERPINB3,GAP43,PTPRO,BCCIP,ZNF250,CBLC,DNALI1,FLJ20035,HLA-DMB,HNRPUL1,IFNW1,PARD3,SUPV3L1,PCYT1B,UQCRC2,JMJD1C,FAM63A,FXN,TOP3A,IQCG,PPCS,PQBP1,CHST8,DOCK6,FBXO40,GPI,LY6E,CCDC144A,MYL9,SH3BP5,ARPC5,C19orf10,KRT8,RECK,SYK,C2orf3,H1F0,CHML,KIRREL,SV2C,VAMP8,CD83,MAP9,VWA1,C1orf38,KCNE1L,MAPRE1,MCM3AP,ARL6IP5,EIF2S1,CPT2,HDAC6,TUBGCP2,ATG12,EIF2B4,HIST1H1C,TSKS,HEMK1,APOB,GPSM3,MMP20,PENK,FKBP6,MX1,A2BP1,KBTBD11,TJP3,TRIM10,XAF1,MYL1,OPN1SW,ATP5O,PPP1R12A,GLUD1,STK17B,ASNSD1,ATP2B1,CTNS,SEPHS1,THBS3,ZNF318,CLCN4,HIP2,LOC93349,CYFIP2,G0S2,PROM1,C10orf97,MAPK6,LBA1,THBD,C4orf27,IL1RAP,PRR5,PSMD9,ADI1,FABP7,FZD6,GRIA1,HSD17B2,LSP1,ODAM,SH3GL2,ABHD3,CCDC101,CUTA,HIST2H2BE,MRPS22,C5orf30,ALG8,C13orf18,CPNE6,BEX4,IFNAR1,LPA,JMJD5,PLAT,CDC2,CCL17,GTF2H4,ZG16,LGALS13,hCG_40738,DNAJB1,KIAA0323,SMAD3,CXCL10,CCL15,SLC25A1,PSME2,ADAM8,CALCA,GRIK1,NCR2,PTRF,RPS23,SCNN1A,SLC27A3,SMAD6,CNR1,LIMS2,OR52A1,C11orf68,ATF5,ATP7B,GALR2,RPS7,TBP,DLAT,DPH5,SUCLG1,TRDMT1,TADA3L,GNA14,ZSCAN5,PTGER1,DIP,GTF2H5,PLAUR,PRY,SF3B2,HRBL,KCNMB1,OLAH,KREMEN2,PCCB,WDR37,ZNF804A,EXOD1,GALNS,MARCH5,MARCH7,PADI4,TGFB1,UPF2,HSPB2,SNED1,TMOD1,CHM,FLNC,OTOR,PDPN,POLR2C,FLJ11151,OPRL1,NCAPD3,CNKSR1,ORC1L,TNNI2,CEP68,METT11D1,COL8A2,HSD17B12,KIAA0895,CTSG,RCAN1,FAM50B,FAM62A,POLE2,PXDN,SETD3,SIX3,CYP2J2,IL20RA,POLR3C,TGM1,FBP1,C1orf149,CRY2,LMBR1L,INSL4,THG1L,IQCC,CSTF2,METTL5,RNF146,TMEM112B,FKBP11,RBP1,PPEF1,GLI3,IGL@,ASPN,C9orf6,DYRK4,PCDHGA8,RFXANK,SCNN1D,SLC2A10,ZNF468,CRISP3,IL17RB,ITGB8,MAPKAPK5,OPCML,TBX4,GULP1,RNF138,YPEL5,TOMM22,UTF1,DDX27,ENO1,NDUFV1,CCL2,DOT1L,ADAMDEC1,CLCN6,SDAD1,TPD52,TMEM110,FMO3,ANXA9
TCGA.12.0657.01A,-0.901723,0.963677,0.5208,-0.202825,-0.537916,0.669824,0.648414,-0.155987,-0.441395,-0.591195,-0.242601,-0.350771,1.500802,0.876553,1.95774,1.14838,0.356508,0.479959,-0.66532,0.568021,0.898632,0.128676,0.852346,0.967107,0.177071,0.102877,0.444438,0.275402,0.841972,-0.279584,-0.744877,-0.061854,-0.619735,-0.621733,0.801577,-0.770628,-1.512365,-0.574052,0.00792,0.822234,-0.145897,0.786255,1.077772,0.27007,0.760656,0.532571,-1.259244,-1.008297,0.232319,-0.480928,-0.102209,0.02432,-0.222091,-0.338638,0.554533,0.737837,-0.276086,0.978561,0.33835,0.213104,-0.790748,0.178536,-0.186677,0.222046,-0.484177,-0.57794,-1.277695,-0.629872,0.934321,0.718971,-0.33716,-1.901527,1.227089,-0.106697,-0.503058,1.118689,-0.901236,-0.883479,-0.370008,-0.72998,-0.782051,-0.258165,-1.133006,-0.257218,0.479135,0.584703,1.078967,-0.653066,-1.322952,-1.396532,1.142386,0.285844,-0.908404,0.153146,0.543739,3.482933,-0.13798,-1.61752,-0.140294,-0.305112,-0.628353,1.323515,-0.604434,-1.161279,-0.08615,-0.613468,-0.494195,0.465522,-0.13308,0.032739,-0.583881,-0.188978,0.528127,1.648743,-0.943938,-0.778512,-0.414493,-0.656743,-0.369,1.566635,0.324631,0.683366,-0.717132,1.73912,-0.616171,-0.705992,0.16092,0.411108,-0.060337,0.932926,0.18735,0.842121,-1.182476,-0.281999,0.02542,1.647334,-0.138615,0.626126,-0.030325,-0.635608,0.337763,-1.392847,-0.218396,0.841144,-0.964661,1.037791,-0.465051,-0.22549,-0.295608,-0.118274,-0.361383,-0.935151,-0.454305,0.958655,0.780118,0.135192,0.855249,-0.152528,0.909249,-0.728892,1.30776,-0.228767,-0.122169,2.048354,-1.194712,-0.690442,-0.476068,0.411501,1.103514,-0.889478,0.173099,1.666686,-0.206855,-0.597627,-1.174039,0.204029,1.229062,-0.599414,-0.547692,-0.954102,-1.018796,0.423712,-0.066052,-0.936535,-0.38206,-0.684501,-0.074662,-1.799922,-0.074987,-0.198105,1.559488,0.917562,-0.397096,-1.418116,-0.023148,0.021,-0.556695,1.702908,0.19801,1.563714,-0.76582,-0.503197,0.365938,-0.643882,-0.808393,-0.192232,-0.042493,-0.426413,1.840388,-0.114718,1.141342,0.113238,-0.532043,0.031405,-0.203747,-0.309406,-0.286811,0.360862,1.080855,2.59718,-0.148235,-0.512167,-0.554045,-1.909663,-0.133267,-1.747316,0.484676,-0.074302,0.19566,-0.500113,-0.602543,1.132582,0.483135,0.245941,0.390659,2.091944,0.077915,-0.777234,-1.170226,-0.469045,0.656038,0.961851,0.549948,0.075197,-0.600455,1.437363,0.328481,-0.521187,0.774839,-0.550782,-0.852678,0.141374,0.102364,-0.285945,0.095678,-0.05405,-0.254644,-0.151866,0.141937,-0.660971,-0.23716,-0.329466,-0.066207,-1.030268,-0.170119,0.749213,-0.530385,0.109911,-0.683956,0.185092,1.774099,0.500405,0.281432,-0.210228,-0.821282,-0.046194,-0.357925,-0.262353,0.003158,-0.534786,-0.283294,-0.464816,-0.466878,1.008061,-0.385112,-0.572436,-0.470751,-0.895874,-0.295126,-1.286244,0.106932,0.533579,-0.752669,-0.431559,-0.063186,-1.054578,-0.720579,-0.904843,1.090309,-0.932218,-1.621551,0.716288,-0.980076,1.238377,0.896841,0.124674,-0.176209,-1.035768,0.905852,-0.340813,-0.221895,-0.816557,1.6902,-0.148284,-0.262158,0.794077,-0.581892,0.849589,-0.415902,0.004686,-0.542498,-0.686765,-1.031042,-0.275559,0.567596,-0.588426,0.279384,0.499443,-0.121073,-1.237086,0.039231,0.25055,-0.36544,0.105668,-0.786177,0.365054,-0.065512,-0.172743,-0.532746,0.155238,-0.341695,0.348056,-0.365813,0.383451,0.100112,-0.062717,-0.525514,0.284569,0.066192,-0.549861,0.139869,1.63445,0.728119,0.326371,-0.702655,-0.780774,0.15728,1.139811,-0.626825,-0.046363,0.13988,1.076705,1.977882,-0.29,-1.492872,0.185334,0.223373,0.062546,0.856928,-0.540729,1.781277,1.465699,0.735595,-0.363245,-0.057645,0.466645,-0.479531,-0.125961,-0.191353,2.0235,-0.2588,0.728491,0.367485,-0.296835,1.056496,-0.241939,0.64532,0.526884,-1.605238,0.928682,-0.563791,0.172764,0.744353,-0.454466,1.027033,-1.054278,-1.084527,-0.080876,-0.926136,1.516135,0.892236,-0.816442,0.06774,1.385527,-0.31206,-0.379475,0.001135,1.406723,1.287728,0.799621,-0.150448,-0.168104,-0.204551,0.39881,-0.574733,-0.927633,1.264168,-0.348744,-0.431923,-1.058724,-0.330214,-0.395614,-0.038939,1.621301,0.023065,-0.569308,0.08824,-0.445368,0.589794,0.308683,0.00799,0.326459,-0.282641,-0.200443,-0.442409,-0.677322,0.607655,1.387333,-0.102199,0.475734,-0.00134,-0.240446,0.03976,0.12833,0.972959,-0.772177,-0.540424,1.377677,-0.150827,0.658414,-0.354974,-0.627508,1.3282,-0.145673,-0.425372,3.210677,1.066049,-0.029244,-0.597467,0.717322,-0.12885,-0.319203,0.033356,1.56292,0.016537,0.461405,-0.638091,0.506251,-0.57741,0.080082,-0.685924,0.421556,-0.59871,-0.072862,2.340091,0.191089,-0.591458,-0.215597,1.314707,0.890955,-0.142113,-0.775828,-0.498508,-0.169804,0.26618,0.209057,-0.846126,0.429888,0.360513,-0.663161,1.377601,0.055621,0.901639,-0.842105,0.096992,-0.055609,-1.421664,-0.24522,-0.454283,-0.779909
TCGA.06.0402.01A,-0.607794,0.042604,2.514422,-1.263721,0.287588,0.519175,0.3461,0.27218,0.156862,-0.212388,-0.518543,-1.106484,0.216871,0.917052,2.350804,1.286,-0.074897,0.362618,-0.565268,1.548572,-0.466789,0.117139,0.391153,0.319369,0.381113,-0.211231,-1.185388,0.508827,0.275854,-0.367232,-0.103538,-0.953357,0.774059,0.643093,-0.249258,-0.184561,-0.705989,-0.604854,0.030904,0.846777,-0.395867,0.847901,0.964477,0.909332,0.399831,-0.586972,0.184828,0.275787,-0.412785,-0.898735,-0.588609,-0.59316,0.95153,0.970874,0.504873,0.518329,0.417077,1.660496,-1.294523,0.756757,0.428865,0.23386,-0.003805,0.155054,-0.365902,-0.22281,-0.321859,-0.336418,0.268364,0.723704,-0.827696,0.445075,0.624519,0.694052,0.197957,0.025357,0.172013,0.971131,0.966163,-0.616893,-0.367839,-0.32979,0.555951,-1.118525,0.730214,0.842606,1.048461,0.212659,-0.409885,0.33404,-0.481069,-0.221181,0.968337,-0.51507,0.730335,0.646875,0.018717,-0.349796,0.697218,-0.309808,0.76488,0.254396,-0.361752,0.389702,-0.090199,0.337508,-2.038854,0.047104,1.38949,-0.600424,-0.526275,-0.191722,0.292159,2.083579,-0.165401,0.73361,0.979663,0.811664,0.073506,0.145664,0.47774,0.751712,0.618838,-0.336714,1.091408,0.454967,0.377952,0.267827,-1.146912,1.105345,0.439655,0.423866,-0.420357,-0.924625,-0.481833,-0.62559,-0.475514,0.228152,-0.482333,-0.035137,-1.125422,-0.565252,-1.024125,0.479671,2.974591,0.815835,-0.574539,0.842192,-0.2584,-1.215284,0.36751,-0.048921,-0.476718,-0.003007,0.571446,-0.306386,-0.118155,-0.2952,1.141744,-1.050855,0.806596,-0.624582,-0.024832,-0.216304,0.40749,0.645894,-0.286619,-0.432059,0.424013,0.113444,0.127283,-0.056687,0.760722,-0.544992,-0.977589,0.716573,-0.36488,0.037151,-0.277991,0.030465,-1.198221,-0.489739,0.845694,0.470342,-0.507223,-0.068665,-0.350936,-0.073466,-0.767135,0.357165,0.620812,-0.685817,-0.375187,0.508786,-0.547933,0.076075,0.741155,-0.313334,0.128823,0.336273,0.510743,-0.924949,-0.962517,1.227128,0.602072,-0.125983,0.254958,0.545461,0.850283,-0.279062,0.716986,0.098629,0.483287,0.479462,0.922387,-0.635377,0.068182,-0.317248,0.067476,0.592043,0.236297,0.622367,-0.547241,0.763749,-0.554801,0.134187,0.791493,1.224794,1.641212,-0.15476,-0.247715,0.021321,0.489033,-0.678431,1.424303,2.364453,0.255079,-0.041048,-0.543772,0.265107,1.983915,0.16367,-0.69961,0.56789,0.610003,-0.546445,0.474277,0.177127,0.491629,0.488547,0.63927,0.792245,-0.600053,0.295983,-0.191068,-0.107214,0.984015,-0.688826,-0.281357,-0.750252,-1.051778,0.42378,0.303893,-0.742444,0.482753,0.213526,0.129687,0.117368,0.839683,-1.018845,1.900702,0.0119,0.399093,-0.572169,-0.946339,0.283014,0.144949,0.262753,1.303243,-0.41142,-0.164066,-0.412239,-0.252042,-1.02186,-0.405075,0.248172,-0.816795,-0.51363,0.173597,0.407539,-0.287683,-0.381058,-0.267633,1.586009,0.716637,0.653868,0.731397,-0.779888,0.521054,-0.645025,0.583077,1.220028,-0.210073,-0.597859,1.143524,-0.343489,-0.760836,0.20017,-0.861671,-0.344477,0.135549,-0.828151,0.081721,-0.634566,-0.195922,0.444922,-0.649302,-1.087903,0.713536,1.166455,0.694621,-0.564037,0.919285,1.700611,0.173014,0.642827,0.334327,0.675409,-0.438727,0.873542,-0.143133,-0.672279,0.608631,1.415645,0.194387,0.182213,-0.085328,-0.263655,0.503838,0.714527,-0.667599,0.303527,0.266352,0.998531,1.085497,-0.545359,-0.151425,-0.841091,-0.413087,-0.477327,0.379101,0.480982,0.027076,-0.662634,0.999576,-0.100069,1.134307,0.302608,-0.705423,0.743934,-0.06782,-0.400432,0.585544,0.438553,0.642641,-0.858794,1.21354,-1.06742,-0.650525,-0.971524,0.844194,0.70722,0.183064,0.218288,-0.684624,0.499289,0.54707,-1.129855,-0.305771,1.897523,-0.202393,0.346039,0.868997,-0.501549,1.857634,-0.528854,2.773152,-1.111799,0.270741,0.42586,1.253197,-0.244415,-0.694427,0.747864,1.304759,0.509192,0.132781,-0.069722,0.27083,0.194145,1.216002,2.118711,-0.923214,0.492863,0.056147,-0.607029,-0.584136,0.635746,-1.708471,-0.005334,-0.83289,-0.866154,0.597419,0.44357,-0.013566,0.160272,0.734923,-0.453,0.87237,-0.823213,0.724377,-0.084144,-0.028475,-1.14833,1.028357,0.28591,0.000887,1.624526,0.720608,0.966739,-1.239486,-1.199086,0.60557,-0.288395,0.492415,-0.980491,0.480204,0.930074,-0.220576,0.492161,-0.200755,-0.319507,0.861614,0.142122,-0.50844,1.338386,0.241297,-0.265139,-0.590845,0.062286,-0.291116,0.983127,-0.741467,-0.7305,0.748789,-0.565728,0.505347,-0.242001,1.406204,-1.407978,1.21216,0.773714,0.536884,0.428114,0.56691,0.649762,0.086267,-0.726847,-0.667772,-0.64605,0.562627,0.456351,0.049062,1.839724,-0.32169,0.85486,0.655677,-0.105033,-0.766655,-0.275188,0.503613,-0.882212,-0.009783,1.432846,0.825728,-0.188473,1.005056,-0.489373,1.380547,0.949359,0.303842,-0.002737,0.051226,-0.404182,-0.044034,0.891814,1.46197,-0.168224,-0.26733,-1.116967
TCGA.06.0213.01A,-0.480504,0.039693,-0.668047,0.477288,-1.648133,1.54319,-0.809225,-1.382309,0.226732,-3.427661,0.759535,1.386351,0.565975,-0.889041,-0.628956,0.127749,-0.506148,-2.626803,0.736324,-0.308068,2.083163,-0.736142,-1.820509,-0.328488,-1.704074,-0.296559,1.514491,-0.630788,-4.394397,0.040991,-1.329587,1.288414,0.793431,-0.496058,-1.076548,-0.67194,-1.029389,2.747719,-1.743631,-1.114709,-0.11181,-2.332368,-1.746064,-1.014061,0.101232,0.658196,-0.763529,-2.734065,-0.391524,0.549526,0.24127,0.375839,-0.53336,-0.874554,0.643523,-0.341743,-1.525823,-1.251116,1.330043,0.344092,-0.430759,-1.863218,2.755299,-1.33441,-1.203755,0.439562,-1.002207,3.321864,-0.414572,-0.552643,1.884824,-0.768262,-1.489367,-0.002558,0.353167,-1.676982,-0.001459,0.468179,-0.191903,0.418314,0.024445,0.337577,-1.89344,-1.800952,-1.133176,-2.472225,-1.584102,-1.76458,-0.649059,-0.987093,-0.517062,-2.418992,-1.229667,0.674848,-1.089015,-0.883271,-1.324043,1.91577,-1.841781,0.187654,-0.397956,-0.664535,2.793081,0.003581,0.49432,-0.508057,-0.417631,-1.189128,-0.514023,-0.458715,0.356989,1.566962,0.008331,-1.038744,-0.648333,-0.760741,-1.897175,-0.771648,-0.128114,-3.170849,-1.155124,-1.769382,-0.90562,-0.074694,-1.211617,-0.331587,-1.240154,-0.865292,0.94685,-0.533825,1.039169,0.666805,0.849259,0.543504,0.183121,-1.058827,0.517991,-0.590938,2.754649,-0.410524,-0.865572,-0.370821,0.838537,-0.681857,0.351091,0.966859,0.517442,-1.072148,-1.585071,0.06598,-1.127715,-1.123693,0.326905,-2.655112,-1.545211,-1.01045,-1.126058,0.269923,-2.005337,0.493738,-1.849135,-1.458113,-0.326753,-1.811075,-0.295152,0.024279,0.151722,-1.112111,-1.78743,-2.571484,-0.087278,-2.309353,-1.517865,0.164751,-0.579019,-0.572776,-1.758116,-0.266204,-1.675153,-1.033498,0.650055,-1.679287,-0.993419,-1.12162,0.325601,0.941103,0.655237,0.916651,-1.840012,-0.532532,-1.12481,-0.315789,0.027118,0.101734,-2.500139,-0.073743,-1.580668,-0.750067,-1.040888,-2.343324,-2.348868,3.14228,0.514226,0.421527,-1.993492,0.548162,-2.325888,0.674762,-2.203226,0.510348,-0.376903,2.622685,-1.528649,-1.690286,-0.242373,0.704833,2.734536,0.517305,-2.44848,-0.826885,2.114971,-0.8419,0.115607,0.353647,-1.065463,-0.781222,-1.125423,-0.331949,-0.442328,-0.257451,-0.310824,0.06056,-3.080885,0.234133,-1.050272,-0.58701,0.594849,-2.230262,-0.329299,-2.574977,-1.767112,-1.106845,0.715161,0.240305,0.727228,-1.740365,-0.099223,1.927382,0.047595,-0.01811,-0.425142,-0.627974,1.742671,0.995327,-0.764087,1.003327,-2.455102,3.605871,-1.447602,-1.045631,1.18461,-1.6456,-1.284427,-0.80125,-1.557294,-0.025189,-1.17987,0.178373,-1.066907,-0.719951,0.033253,1.70383,-1.808914,-0.015557,-0.121489,0.262615,-1.799149,0.067925,-1.14138,-0.009535,0.367626,0.160624,-0.809571,-2.129526,0.128245,-1.037728,-0.804787,1.037218,-1.028263,-1.912651,-0.554015,-0.011529,0.53348,-2.667212,-1.080956,-0.896269,-1.118889,-0.806529,-2.081642,0.725391,-2.092883,-3.439808,-0.513076,2.055375,-0.517493,1.072245,1.401722,3.477935,-0.151689,-1.269075,-0.877855,-0.5412,-1.663875,0.916587,2.792615,-0.9714,2.015193,2.081275,-0.386249,-2.464944,-2.5138,1.384648,-1.235627,-0.650716,-1.939057,-0.584863,-1.338847,-1.165176,-0.828178,-1.537101,-1.035087,-1.926875,-0.839249,-0.982861,-1.165407,-2.03979,-1.362535,0.016031,-0.570672,-0.417813,-0.133212,-0.964046,0.14191,-0.278109,-0.59604,0.330533,0.356592,0.188684,0.094772,0.657999,-0.456164,-0.957891,-1.892302,-1.607519,-0.816456,-0.671061,-2.477383,-0.742472,-0.096568,-2.263284,1.734556,2.889549,0.196914,-0.736402,-0.183442,0.520578,-0.816727,1.823625,1.722456,-0.889355,-1.187165,-1.326881,-1.094873,1.230118,1.511554,-1.837708,1.053278,-0.098972,0.233832,0.22479,1.766342,-0.718324,-2.665797,-0.06019,-0.39093,1.531098,-0.76161,-1.1094,-0.544229,-1.557838,-0.287239,0.001758,2.165182,-0.142913,-1.181441,-1.816132,-0.710326,-0.31395,1.31553,-2.276599,0.365127,-0.907192,3.161118,-1.937645,0.466912,-0.103292,1.27426,-3.177767,1.370623,-0.904136,-0.390604,0.551062,-0.7079,-1.494845,-0.599136,-0.645316,-1.832556,-0.350919,-2.364298,3.555382,0.119173,-1.788391,1.569074,-0.48,-0.313536,-0.13772,-0.094325,1.45547,-0.295561,-2.215537,0.032411,2.52105,-0.733658,-0.057075,0.593818,2.846376,-2.670795,-2.260785,-0.682847,-1.077901,0.446445,1.846733,0.087488,-0.546546,-0.407364,-1.027902,-2.819763,-2.561669,0.390647,0.343254,-0.275905,-1.585087,0.328973,0.150013,-3.244667,-0.846735,-0.679461,0.237364,-0.703997,-0.153634,-2.186481,-1.221059,-2.438191,-1.902905,-0.490148,-0.129213,0.29131,-1.169714,0.718953,-0.187667,-1.69055,-1.560982,-0.327784,-2.151355,2.012367,-0.501063,-0.945099,0.445452,-0.179721,0.117209,-0.823086,-1.000802,2.054154,-0.949456,-2.240833,-0.974509,-0.411552,0.762004,-2.93337,-1.15379,-3.32836,0.655167,1.905225,-0.061871,-1.578531,-2.304516,-1.109235,0.95926,0.14586,1.420845
