Row,GAGE1,C1orf173,TCP11,FLJ45557,MED18,C14orf109,HSD11B1,GRTP1,C1orf213,MS4A8B,MRPL40,CACNB2,CNTN3,PRAMEF2,TMED4,MSH5,ARIH1,C6orf32,POLRMT,CASC1,AP2A2,ETS2,SPACA5,ABHD3,CDC16,GPR3,PLA2G7,GPI,APOA2,AMY2B,GATA1,MSTO1,LYN,PLCB4,CTTNBP2,USP52,GRHPR,MTUS1,PPWD1,SUPT5H,FBXW7,HGFAC,ERN2,CNR2,FOXC1,RNF130,RAB8A,YARS2,XKRX,IL1F10,SNCAIP,SPARCL1,BCL2,C21orf82,SMC1B,C9orf70,LOC441376,OTUB2,RNH1,C1orf178,LILRB4,PARL,CBL,LRFN5,FAM120B,TAGLN3,ZNF652,PTGES3,SAMD13,ARMC1,VMO1,ETNK1,SELL,TUBB3,CDK3,GFPT2,GATAD2A,PCSK1N,LOC441177,SFTPD,NINJ1,DNTTIP2,TCTN2,DEPDC1,ADORA1,KRTAP9-3,NAALAD2,QPRT,CLIC1,OSTN,MDM2,AGA,MGC72080,FGF12,DCUN1D2,KCNS1,DHTKD1,ZDHHC15,RFTN2,DCTN1,CDK2,THOC4,PGBD5,C5orf20,MEF2D,MYO1C,PRRX2,GPR15,GPR65,PAIP1,FGF5,CLSPN,FCER1G,RAB28,COX4I1,ZKSCAN3,COMMD1,CD69,PRAMEF16,OR4C13,ITGA8,SLA,HIST1H3B,CACNA2D3,ZNF74,C11orf54,KLF7,RGS18,GGTA1,AQP9,TRAM1L1,SDHD,ZNF467,BCMO1,SLC44A2,FUBP3,STK25,PIP3-E,MORF4,SLC22A2,C11orf10,HDAC1,AMIGO2,SYMPK,COL1A2,C6orf142,MRPL47,HLA-DRA,C20orf26,LOC552889,HSD17B6,SCGB2A2,KIAA0226,PNLIPRP3,BDNF,SPTLC2,OR11L1,IRAK3,P2RY12,GALNT12,ZNF235,MFAP5,CD300A,SLC36A2,SMC5,ATCAY,AGRN,AQP5,WDR46,KDR,OMG,IFNA5,HOPX,TMEM81,ACTR1A,C9orf123,ABTB2,IRF8,MS4A7,SLAMF8,RP11-217H1.1,SEPT4,MCAT,GLRX3,MAPK14,ZNF816A,TSPO,ZNF787,LRAT,OSGEPL1,C7orf55,GRID2,RBM9,DYNC1I2,C14orf49,CHAF1B,NCLN,EGR2,HDC,PRAM1
TCGA.AA.3667.01A,-0.270246,-0.724033,-0.477994,-0.043738,-1.113967,-0.552884,-0.435303,-0.354126,-0.237358,-0.005389,0.069419,1.500188,-0.073966,-0.299589,0.725908,-0.586713,-0.453342,0.147516,0.20568,-0.61444,-0.137105,-1.019786,-0.863699,-1.611762,0.931399,0.042876,-0.433731,-0.854931,0.010052,1.563842,-0.433309,-0.218875,0.377919,0.890252,0.875863,0.211564,-0.192623,-0.79381,0.815275,-0.362232,1.652467,-0.515775,-0.861023,-0.375534,-1.412674,0.679168,-0.488468,0.069592,-0.156501,-0.734689,-0.570263,-0.278392,-0.651033,-0.325101,-0.73835,0.035147,0.065126,0.148757,0.220998,0.357777,0.043058,0.894535,0.320923,-0.743641,-1.067706,-0.568529,0.382894,-0.837195,0.680321,0.732325,-0.868239,-1.129661,0.195662,-1.864691,-0.630297,-0.487335,-0.670938,0.595635,-0.59132,-0.850447,-0.497661,0.157653,-0.530093,-0.428697,-1.103375,-0.720457,-0.452771,0.484101,0.256057,0.087703,-1.105439,-0.389306,1.91061,-1.430101,1.256082,0.201087,-0.330175,-0.718314,-0.361928,-0.788773,-0.541624,-0.244058,-0.713874,-0.141489,0.233839,-0.816232,-0.708497,-0.179126,0.069982,-0.734421,-0.61103,-0.633257,-0.508704,0.064406,0.672233,-0.687709,-1.525547,-0.667437,-1.302454,1.322589,-0.523408,-0.525721,-0.617368,-0.338445,0.112046,0.935628,-1.378464,-0.073197,-0.092852,0.80051,-0.101712,0.034332,-0.82352,0.370467,0.053843,0.352889,0.161379,-0.338052,-0.276823,-0.523798,0.426501,0.093829,-0.346359,-1.032775,-1.074438,-1.194467,1.275282,0.270398,-0.346127,-0.027498,-0.46896,0.645054,0.718955,-1.176268,-0.825551,-0.84439,0.303806,0.29215,-0.273631,0.720208,-0.273258,-1.280838,-0.348055,-0.690312,-0.738059,-0.306289,-1.4766,-0.17313,0.654036,-1.232212,-0.84376,-0.596297,-0.975185,-0.091421,-1.273677,0.924814,-0.75611,0.361458,0.425409,-0.520534,-0.372613,-0.787453,0.482593,0.648911,0.654407,-0.399997,0.548223,-0.96244,-1.188641,1.090381,0.420136,0.226454,-0.543122,-0.990895,-0.87267,-0.145351,0.612312,-1.838965,-0.484446,0.582886
TCGA.AA.3679.01A,-0.040057,-0.653841,-0.235164,-0.234678,-0.626607,-1.501081,0.054325,0.925228,-0.722952,1.368949,0.436214,-1.1709,0.155646,0.265292,0.809965,0.664384,-1.525591,-0.971439,0.455609,-0.20635,0.173679,-0.454724,-0.11412,0.084885,0.525784,0.703886,0.171249,-1.111631,0.184801,-0.939355,0.320342,-0.415371,-0.1249,0.126978,-0.192534,-1.222394,0.256045,-0.376817,-0.277337,-0.157041,0.624227,-0.668369,1.250321,1.402863,-0.345043,0.731823,-0.936265,-0.954226,1.478949,2.030554,-0.451406,0.480796,-0.98608,1.248462,-0.433732,-0.60224,1.902277,-0.064197,-0.671803,0.316881,0.053264,-0.208147,-0.793563,-0.315215,-0.1986,-0.333846,-0.220785,0.228438,-0.112465,-0.509257,-0.085616,-1.116592,-0.393117,-0.897367,-0.854004,-0.473292,-0.401766,0.6135,-0.624992,-0.31937,1.243534,-0.677063,-1.299245,-0.903526,-1.861807,-1.093657,-0.922948,1.093688,0.43858,0.272695,-0.769135,1.853604,1.822903,-0.205949,0.614726,-0.12623,0.108639,-0.295338,-0.575476,-0.05074,-0.18267,-0.036003,-1.242013,0.415486,1.750231,-0.122611,0.172943,0.496697,-0.306682,-0.996891,0.228636,-0.947195,-0.042815,-1.428466,0.188166,0.039333,0.862663,-0.702082,-1.241785,0.478722,-0.064499,-0.725677,0.041618,0.949197,0.504724,0.510074,-0.124871,0.680814,-0.058288,-0.17759,0.126579,-0.977567,0.210772,-0.197458,0.141471,-0.316377,1.325169,-0.115297,-0.408817,-0.36466,-0.015585,0.010047,-1.46404,-0.694974,0.244712,1.162192,0.915239,0.070573,-0.723719,-1.071905,-0.336186,-0.071742,0.343229,-0.240549,-0.121714,-1.919095,1.734135,-0.281929,-0.166492,0.111619,-0.744187,0.227441,-0.118152,-0.30715,-1.117827,1.152925,-1.466884,0.52397,0.723952,0.297826,-0.121478,-0.339553,-0.24339,-1.183877,-0.744208,-0.303631,0.774494,0.743673,0.212638,-0.186023,-0.080223,1.016265,-0.592042,0.648519,0.686756,0.011074,0.793744,0.316247,-0.4212,0.450515,0.764885,0.309211,-1.125354,0.226826,-0.310423,0.394052,0.347739,-0.489936,-0.391045,0.446157
TCGA.AA.3685.01A,-0.361268,-0.617585,-0.449169,-0.55218,-0.549303,1.654679,1.752538,-0.107662,0.388827,0.096137,1.387911,-0.953219,-0.209073,-0.265971,1.495238,-0.628639,-1.373895,-0.208698,0.167025,0.28061,-0.992985,-0.716648,0.296014,0.029679,-0.329152,0.474298,1.147382,-1.585043,1.392503,-0.979588,2.186613,0.093397,-0.193863,1.12062,1.042643,-0.821858,0.891187,-1.997793,-0.689482,-1.434505,-0.745314,1.276754,-0.623115,1.508094,-0.47529,0.660297,-0.057972,0.91663,0.489127,2.338568,1.60733,0.631628,0.088205,-0.444499,-0.343755,0.296521,1.748016,0.161938,-2.55057,0.681426,1.145218,0.571003,-1.407539,-0.173093,-0.915723,-0.050751,-1.630097,-1.120609,0.784757,1.062275,1.506275,0.608747,0.576415,-0.746917,1.031989,0.372637,-0.908184,1.560143,0.37909,0.920669,1.357053,-0.272053,-0.865827,0.855551,-0.17048,-0.350102,0.356347,0.361004,-0.781309,0.890876,-0.714178,1.122562,2.838203,-0.295421,0.267444,0.467725,-1.059206,-0.950561,0.268793,-0.5673,-1.469747,-0.388163,0.07365,0.493984,1.342221,-2.116234,1.028556,2.175767,0.969594,1.471728,-0.055376,-1.001909,0.951631,1.480566,-0.625126,-0.559761,2.43833,1.481668,-0.945415,-0.277098,0.603867,0.758576,0.255263,1.343677,-0.395904,0.931625,-0.92979,1.627316,0.668823,0.1628,-0.187692,1.460623,0.324582,0.131732,-0.268176,-0.947312,-0.258593,-0.015208,-0.643931,0.409083,0.681213,-2.39499,-0.350285,-1.137469,-0.400161,0.054697,1.140305,1.552174,0.698778,-1.183043,0.659291,-0.056491,-2.157892,0.49448,0.80177,-1.746972,2.008799,0.749356,1.440976,-0.097946,0.00165,1.024737,1.350839,0.346607,-1.68593,1.853927,-0.676448,0.447274,-0.214531,-1.072305,1.938111,0.320941,1.346811,-1.314291,0.651135,1.630861,-0.208262,0.627654,1.027159,0.581952,2.5014,0.675537,-0.142926,1.298077,0.612597,-0.172361,0.600401,-1.64003,-0.12514,1.836196,1.976068,1.601729,-1.682054,0.117235,-0.449015,0.278499,-0.184784,0.370249,1.113691,1.520456
TCGA.AA.3715.01A,-0.03103,0.051561,-0.372839,-0.080317,-0.662236,0.285424,1.423078,-1.509155,0.828637,-2.722673,0.554414,-1.720495,-0.869245,0.765484,0.818161,-0.69244,0.615017,0.930528,-0.919331,3.188355,0.033581,-3.070713,0.673749,0.906929,-0.692128,0.435824,0.977712,-0.045617,-0.111097,0.183161,0.035719,0.140445,0.668611,-1.145168,-1.585633,0.622308,0.271485,-0.708834,0.888259,-0.966385,0.44975,-0.603292,-0.015207,-0.197168,0.447819,0.194618,0.997532,1.900472,-2.497232,-0.426388,-0.594612,0.485341,0.337897,-0.428461,-0.168668,-0.079491,-0.645437,-0.799577,0.48305,-2.598601,1.697705,-0.656295,-0.368699,1.48328,-0.752674,-0.542248,-0.740439,-0.088985,-1.373971,0.124502,1.898892,0.960884,3.139558,0.487006,1.049446,2.956764,-1.008367,0.320401,-0.985998,0.161558,1.580651,0.149421,1.505171,0.888705,0.061201,0.365578,0.043498,-1.496757,-1.405569,-0.197492,1.780707,-0.300953,-1.392801,-0.416004,0.434337,0.197619,-1.163656,0.186457,0.579533,0.26148,2.072982,1.08848,-0.273527,-0.061071,0.4192,0.035463,1.01182,-0.409838,0.635564,0.48164,1.273667,1.460218,1.015731,0.907616,-1.10094,1.013238,0.384731,1.187582,1.377434,0.524925,-1.15517,1.213427,0.749293,0.96882,-0.298408,-1.826096,1.026401,1.460044,0.87599,1.248188,-0.510857,-0.328334,1.515005,0.684199,-1.021594,0.892212,0.177289,-0.210871,1.281764,-0.632765,-0.94221,-0.546857,1.474985,-0.406248,1.254855,0.137367,-0.547531,0.360129,0.138217,0.088627,0.448684,0.942216,0.031426,0.499497,3.228198,-0.981635,-0.304257,0.912162,1.803659,-0.340152,-0.682034,2.119099,1.343264,0.621618,0.430934,-0.317538,-1.044611,-1.365919,-0.870213,-0.613556,-0.588326,-0.267085,0.44998,0.022927,1.676711,-0.663117,-0.389056,-1.023908,0.91418,1.440654,0.71118,1.473827,-1.386461,1.213062,-1.115326,-0.509395,0.279647,-0.512569,-0.30144,0.675193,0.660913,-0.10608,3.018364,-1.307448,0.996668,1.332345,-0.540522,1.777911,0.258066,0.749428
TCGA.AA.3811.01A,-0.387597,0.259817,-0.695642,-0.53633,-0.765667,-0.345075,-0.244586,0.536938,-0.63092,0.577759,0.030019,0.765264,1.278273,-0.915915,0.053664,0.435917,0.799127,-0.079132,0.964797,-0.340731,-0.002208,-1.01035,1.153833,-0.056912,0.651573,0.474298,0.047708,0.589039,0.316909,0.738384,-0.194604,-0.708731,-0.809001,-0.81623,-1.71862,1.489488,0.219819,1.380152,0.117634,0.955683,-0.353251,0.651119,-0.406512,1.548608,3.662895,-2.392486,0.601857,-0.703268,-1.950322,-0.116079,-0.4122,0.570266,0.51415,-1.153761,-0.774205,-0.910719,-1.786013,-1.281286,0.019206,0.746068,0.778887,-0.541506,0.130104,-1.795824,0.613698,-1.090456,-1.777324,0.281882,0.108158,1.015345,0.487245,-0.213702,-0.114316,-0.609134,0.74492,0.263947,-0.066539,0.36514,-0.278338,0.310294,-0.353755,-0.352177,-1.093442,0.754183,-1.289617,0.850851,-1.589979,-1.236004,0.123638,0.317402,-0.60656,-0.903278,0.620259,2.214982,0.447314,-1.691386,-0.541071,-1.062576,-0.090543,0.508338,0.98658,0.545192,-0.360104,0.058692,-0.347102,-0.397295,-0.553119,1.870481,0.34319,2.025401,-0.400297,0.131403,0.655303,0.671242,-0.44162,2.22648,-0.248734,0.423659,-1.27735,0.217192,0.516762,-0.146477,-0.34328,-1.031864,0.447088,-0.644251,-0.88187,-0.019927,0.858922,0.186419,0.527369,-0.973009,-0.75003,-0.438483,-0.682724,-0.859533,0.497489,-0.249251,0.190458,-1.525274,0.007836,-0.060593,-1.744596,0.674224,-0.172378,-0.639081,-1.045028,-0.192868,-0.659389,-0.293943,-0.380008,0.526743,1.00703,-1.595209,-0.804539,-1.531748,-0.202337,-0.2571,0.126911,0.688513,-0.87925,0.22797,-0.415662,0.014211,-0.923845,-1.977957,-1.035792,0.956302,0.682719,0.671379,-0.486029,0.464842,-0.390474,0.083409,-0.180088,-0.054819,-0.317103,-0.037649,0.471474,0.874907,-0.334216,-0.034314,-0.979114,-0.613379,0.664783,-0.574592,-0.985978,-0.350792,1.344729,0.124067,0.037081,0.704941,1.052313,-0.902198,1.635106,0.351528,-0.328285,0.59913,0.270738,-0.656413
TCGA.AA.3818.01A,-0.412421,0.483155,-0.725768,-0.530965,-1.022196,1.03506,-0.349597,-0.249853,0.688046,0.000128,-0.55629,-0.821013,-0.257793,-0.451378,0.479622,-1.836595,0.104175,-1.217504,0.442946,-0.873035,0.717551,0.549699,-0.773868,0.020226,-0.572735,-0.568936,0.090126,0.785111,0.204328,-0.970201,0.543012,-0.188893,-0.207539,1.043924,1.025474,0.764246,-0.105918,0.439625,-0.469099,0.374365,0.513266,-0.069214,0.724793,0.626788,-0.160056,1.325335,1.080038,1.315053,0.813261,1.805136,-0.726881,0.48881,1.141151,0.083883,-0.821804,0.009301,0.032355,0.188155,0.426358,0.238607,-0.552009,-1.541979,0.037396,-0.582981,-0.090146,-0.361971,-0.13119,-0.158623,0.852284,-0.774986,-0.012735,0.64409,-0.899833,-0.979923,-0.380728,-0.135145,1.15492,0.121681,-0.898782,-0.621985,0.282065,-0.119488,-1.646359,-0.454229,-0.168797,-0.498585,-0.880322,-1.112546,-0.522607,0.439188,1.313326,-0.699214,-0.287688,-1.147818,-0.604395,-0.265964,-0.447964,-1.159454,0.19453,-0.626317,-0.019975,-0.17244,0.574722,-0.705948,0.507287,-0.381459,-0.682876,1.438188,-0.721481,-0.901377,-0.388162,-0.335667,0.00141,0.74941,-0.51133,-0.737383,0.693468,-0.278956,-0.35616,-0.682468,0.513712,-0.292181,-0.648009,-0.685967,0.528425,-0.503901,0.919136,-0.526375,0.22398,-0.548236,-0.929706,-0.309904,0.087527,0.436305,1.104768,0.389304,-0.355051,-0.082185,-0.58088,-0.965153,0.686337,-0.110424,0.315779,0.294709,-0.590556,-0.684604,-1.729821,-0.172506,0.413486,0.135646,0.009157,-0.509398,-1.147395,0.033519,-0.692562,0.945745,1.157166,-1.046126,0.323774,-0.675314,0.039898,0.441724,-0.226097,0.226539,-1.419091,0.209257,-0.520992,0.785237,-0.480299,-0.242624,0.112256,-1.535276,-0.054418,-0.267197,-0.291147,0.645035,1.232173,0.060364,0.264231,-0.316042,1.509823,-0.265189,0.363369,-0.390852,-1.211763,0.360264,0.624266,1.049815,0.1033,0.249189,1.204942,0.563502,0.7552,0.010404,-0.061485,-0.826653,0.880503,-0.033824,-1.315664,0.25083
TCGA.AA.3821.01A,-0.54933,-0.130011,-0.455725,0.110624,-0.868667,0.182608,-0.263255,-0.256051,1.086695,0.803138,-0.131802,0.848742,-0.449055,-2.76846,-1.341889,2.115996,-0.877315,1.675196,-0.917332,0.459235,-0.050844,-0.013411,0.893174,0.196054,-0.895202,-0.928454,0.514301,-0.088185,0.137577,2.393659,0.016039,0.01775,-0.848575,0.108936,-1.325789,1.589622,0.700852,0.874482,0.969829,0.229199,0.795133,-0.49154,0.914409,-0.99692,-0.242272,-2.109426,1.086249,-0.511386,-0.725055,1.516051,-0.766706,-0.332218,0.245891,-0.342031,-0.274279,-0.610577,-0.291355,0.471849,-0.220645,0.184519,-0.169139,-1.442521,0.216555,-1.253769,-0.030385,-0.870988,-0.507006,-0.712494,-0.431069,-0.688125,0.238823,0.506401,-0.607056,-0.164615,2.387163,-0.00174,0.645749,-1.135609,-0.973302,-1.170208,-0.832484,-0.280834,-1.276483,0.773618,-0.89806,-0.409837,-0.66435,-0.859374,0.320477,-0.178993,0.563778,0.264596,-1.306497,-0.394299,-0.208576,-1.205265,-1.241847,-0.782755,-0.321545,-0.522243,0.709062,1.354988,-0.549568,0.148131,-0.803749,0.182883,-0.155789,-0.288656,0.111834,-0.957288,-1.100174,0.946107,0.024687,0.104321,-0.294597,0.356944,-0.606893,0.239344,-0.129524,0.164887,-0.776926,0.492829,0.877732,0.649988,-0.829521,-0.263979,-1.415811,0.35888,0.43328,0.517701,-1.169452,-0.318425,-0.606196,1.246399,1.115798,-0.047291,-0.268206,-0.358371,1.34835,-0.041287,0.060535,1.351107,-0.167654,-0.487223,0.934415,0.140645,-1.437886,0.028469,1.324603,0.362908,-0.223688,-0.316682,-0.699649,-0.902827,0.019888,0.440152,-0.667021,-0.058469,-0.968333,2.565136,-0.702353,0.431839,-0.189168,-0.270777,-0.735691,-1.184389,-0.236985,-0.203975,-0.535873,0.375158,-1.26535,-0.368541,-0.027647,-0.574332,-0.463116,-0.551098,-0.878613,0.381321,0.448005,0.639556,-1.309425,0.531239,-0.460045,-1.022388,-0.929167,-0.562436,0.395733,-0.991454,-1.1377,-0.14363,0.307956,0.497296,0.746689,0.107774,0.284008,1.125273,0.420334,-0.249989,1.58304,-0.46674
TCGA.AA.3846.01A,-1.052585,1.126197,-0.269661,-0.632653,-0.225403,0.135823,-0.143181,-0.624654,1.216649,-0.021149,-0.026267,0.781241,0.430555,-0.454435,-1.308687,2.608171,-2.055881,1.259633,-0.58676,-0.79334,-0.358263,0.807068,-1.057353,0.118538,0.098316,-2.234705,0.648977,-1.060549,0.511783,2.221325,-0.090011,-1.823592,0.733791,0.937552,0.816046,1.368452,-0.172432,1.421996,1.585184,-0.603632,1.06348,-0.408959,-0.432789,0.807258,-0.732833,-0.245494,-0.895899,0.288569,-1.019098,0.039935,-0.779294,-0.708044,-0.601843,0.932146,-0.785254,-0.493855,0.22738,0.373867,-0.394686,0.713967,-0.912358,-1.179529,0.534208,-0.406873,-0.602166,-0.290966,-0.090509,-1.185389,0.516799,0.378911,0.002416,-0.242602,-0.050887,-0.946473,-0.257236,0.13981,-0.544334,-1.092293,-0.564272,-0.663563,-0.972949,-0.979449,-2.35671,0.117013,-1.156667,-0.082718,-0.865338,1.033764,0.238674,-0.09883,-0.949427,0.64716,0.754978,-0.315623,-0.043241,-0.304798,0.022511,-1.165509,0.554551,-1.566151,0.381022,-0.178661,-0.509142,0.100532,-0.060685,-0.153995,-0.450016,-0.094066,0.282955,-0.020004,-0.240205,-0.421074,0.277327,-0.77818,1.202121,0.188354,-0.37752,0.505404,-1.440528,1.134288,-0.014338,-0.059847,-0.107808,-1.039037,-0.127116,1.159038,1.308123,0.536445,0.2946,0.109851,-1.197752,0.035323,-0.591326,0.194135,-0.973184,-0.288012,-0.138601,-0.969441,-0.531972,-0.416007,0.205458,-0.010214,-0.733312,-0.846289,-0.321571,-1.710157,0.227041,0.415923,-0.325149,-0.673663,-0.947077,1.451506,0.619022,-0.708409,0.096889,-1.210754,-0.159151,-0.282106,0.648978,0.055088,0.874184,-0.101574,-0.396914,0.289222,0.269191,-1.689971,-2.049995,-0.300178,0.709162,-0.212041,-1.781177,1.709222,0.186679,0.076794,-0.381113,0.53113,0.94527,0.325446,0.377404,-0.154959,-0.541312,-1.368366,-0.099941,0.679861,1.062431,0.323798,-0.65673,-0.627748,-0.298507,-0.127406,0.168414,-0.774156,-0.552793,-0.044392,-0.198762,0.052014,-1.074492,1.25822,1.578816,0.35569
TCGA.AA.3848.01A,-0.025012,0.592504,1.661225,-0.293204,-0.944676,0.667858,-0.70706,-0.250947,0.708394,0.241136,-0.761733,1.412916,-0.225508,-1.094192,-1.462721,3.416918,-0.089011,-0.029675,0.872156,-0.348151,-0.760203,1.194369,0.546364,-1.127006,-0.433621,-0.324842,0.154812,1.132108,-0.350007,1.592341,-0.70372,0.164892,-0.807256,0.894432,0.924916,1.584761,-0.18906,-0.860599,0.88325,0.011613,1.26066,-0.379338,-0.118892,-0.824342,-0.759666,0.629556,0.50316,0.269026,1.836869,1.729997,-1.07788,-0.690102,-0.315016,-0.293024,-0.532821,-0.638924,-0.256586,-0.162326,1.30568,-0.120661,-0.812769,-0.023777,1.49911,0.233362,-0.039239,-0.326469,0.067857,0.461647,0.259267,0.249442,-0.957054,-0.164001,-0.4449,-0.795596,0.860006,-0.945686,0.602814,0.369725,-0.59684,-1.737719,-0.927656,-0.721516,-2.249541,0.164267,-1.40686,-0.588472,-0.769494,0.423816,1.161516,0.332817,-0.589991,-0.379439,-0.280671,-1.21872,0.462109,-0.239612,-1.067036,-1.003325,-0.760277,-0.788138,0.534178,0.497157,-1.130625,-0.247241,-0.961549,-0.543275,-1.608326,-0.156987,-0.870308,-0.79965,-1.053266,-0.500142,-0.90924,-1.043866,1.503984,0.186849,-0.782483,-0.997725,0.839085,-0.135872,0.534725,-0.692264,-0.183361,-1.635426,0.866161,1.151783,0.552488,-0.439137,-0.771959,-1.052415,-0.651147,0.732911,-1.229574,-1.264034,-0.275223,0.466733,-0.562219,-0.217644,-0.734676,-0.847171,0.84663,-0.440076,-1.081838,0.004347,-0.792476,-0.726486,-0.310702,-0.994582,0.666613,0.159156,-0.408133,0.567874,0.78902,-0.654473,-0.849173,0.562084,-1.04706,-1.167965,0.289702,-0.920831,0.601666,-0.88369,-0.981708,-0.139407,-0.085077,-0.918259,-1.22503,-0.863227,0.626697,0.454238,-1.319908,-0.370611,-0.921013,0.288481,-1.654851,0.39326,0.427023,-1.179281,-0.603919,-0.600562,0.716688,-0.476515,-0.355014,-0.431988,0.657764,0.942615,-0.668864,-0.377755,-1.114504,-0.539644,-0.005328,-0.258052,0.347056,-0.701149,-0.472004,0.710668,-0.197807,-1.060489,0.57957,-0.426133
TCGA.AA.3855.01A,-0.057359,0.015014,-0.512543,0.565661,-0.124779,-0.383155,-0.281075,0.553709,0.326394,0.445106,-0.658543,1.284304,0.606654,-0.199245,0.776342,1.273222,-0.262749,-0.115401,0.676879,-0.540792,-0.509373,-1.162516,0.56919,1.002973,0.368015,-1.277881,-0.185058,-0.008982,0.56638,0.082242,0.867723,-1.000246,0.105559,-0.709718,0.027659,0.681611,-0.026043,-0.065079,1.321869,-0.157041,0.804061,-0.211485,-0.417165,0.199552,-0.736965,0.295972,-1.111258,0.385399,-0.578297,-0.95179,-0.152201,-0.031031,0.676408,0.335154,-0.390867,-0.802751,0.223783,-0.512953,-0.420058,0.300611,0.325636,-1.210191,-0.993482,-0.293244,-0.600691,0.742745,0.594049,-0.833956,0.390185,-1.1813,-0.118269,0.120211,-0.101236,0.184254,-0.471245,-0.845141,-0.342317,-0.619603,0.385714,0.473175,2.28699,-0.76487,-0.977738,-0.660776,-1.494372,0.745036,-0.826587,1.107165,-0.927532,-0.646097,0.753092,0.325591,0.08349,0.380201,0.096139,-0.581491,-0.019873,-0.495581,-0.483075,-1.092109,-0.097348,-1.120987,-0.195798,0.856728,1.218467,0.048995,-0.49072,2.266653,-0.401923,-0.137262,-0.754086,0.480038,0.063183,-1.536778,-0.520451,0.325333,-0.090586,0.597269,-0.730401,-0.07049,1.644715,-0.074659,-0.053243,0.750536,-0.678698,0.761504,-0.368735,0.59795,0.420052,-0.513657,-0.210871,-0.44962,0.013751,0.856523,0.195396,-0.448237,-0.285774,-0.811406,-0.684,-0.402289,0.100792,-0.453218,1.539649,0.518001,-0.626947,0.114424,-0.711299,-0.214841,-0.245669,-1.187317,0.668448,-1.130344,-0.04478,-0.081251,0.301658,-0.452789,0.222616,-0.332474,0.299545,-0.138866,1.155068,0.450196,-0.232157,1.243593,0.227116,-0.975792,-0.115759,0.422098,-0.80702,-0.634527,-0.691864,0.039351,-1.501945,-0.20955,0.018355,0.286357,-0.259722,1.171924,0.015481,-0.09571,-0.285431,-0.315926,-0.114337,0.15567,0.541185,0.842057,0.41353,-0.466557,-3e-06,1.25213,0.465738,0.405511,-0.658794,0.332081,0.854793,0.383421,0.161308,-0.717404,1.213662,0.257512
TCGA.AA.3856.01A,-0.481628,-0.804603,-0.519567,-0.371482,-0.807558,0.095023,0.484765,0.316724,0.695445,0.037953,-0.400566,2.086929,-0.436533,0.037098,-0.982336,0.308924,-1.720074,0.130298,0.203014,-0.183266,1.017017,0.683752,-0.991084,-0.451296,0.339233,0.582154,0.850195,0.13704,-0.293817,0.448032,-0.003276,-0.690281,0.411964,0.785552,1.006807,-0.17925,0.874559,0.083307,-1.12023,0.405356,-0.810615,-0.17199,-0.584055,0.813046,0.61091,-0.24945,0.316412,-0.979188,0.766805,0.747163,-0.701913,-0.114282,1.298976,-0.825861,-0.347586,-1.14458,-0.812087,-0.164816,1.143929,0.204747,0.747216,-0.261217,0.311254,0.131062,-0.178679,-0.086253,-0.520083,-1.400783,0.174692,0.208276,0.164374,-0.779918,0.280413,0.698376,0.977032,0.04432,-0.692406,0.772222,-1.475619,0.796365,0.439156,-1.314214,1.141934,-1.141702,0.567196,-0.388787,-0.323601,0.915601,0.128751,0.702801,-1.17352,0.221092,1.202636,-1.466879,-0.117214,1.033248,0.334855,-0.933262,-0.377328,1.773719,0.36424,1.154601,0.797151,1.722898,0.060908,-0.06848,0.453946,1.285545,0.173437,1.804087,-0.419667,-0.491468,0.762733,-1.291673,0.643784,0.820565,-0.780739,0.121398,0.044812,-0.066131,0.521168,0.605121,0.02147,-0.739962,0.848385,0.39249,-0.101338,1.1623,0.641301,-0.518751,-0.466116,-0.065153,1.613373,1.107853,-0.083115,0.840081,2.623536,-0.093473,-1.20019,-0.056966,-0.26737,-0.50524,-0.614933,-0.460231,-1.275087,-0.729764,-0.946581,0.913126,0.19742,-0.822558,-0.165477,-0.135056,0.56096,0.908404,-0.918865,0.71294,0.737396,-0.157075,0.599384,-0.31579,0.765416,0.206436,0.783657,-0.223279,0.015284,0.23947,0.791269,-0.259496,0.678686,-0.126626,-0.068779,-0.053822,-0.711569,-0.890917,-0.748513,0.536785,1.965369,1.824418,-0.193507,0.475592,-1.899398,-0.824226,0.312476,-0.592615,-0.153707,0.268546,0.662287,2.145916,-0.422666,0.739352,-0.122981,-0.391968,0.24415,-0.790241,-0.540971,-0.468438,0.316386,-0.560814,0.890749,1.168868
