Row,GAGE1,C1orf173,TCP11,FLJ45557,MED18,C14orf109,HSD11B1,GRTP1,C1orf213,MS4A8B,MRPL40,CACNB2,CNTN3,PRAMEF2,TMED4,MSH5,ARIH1,C6orf32,POLRMT,CASC1,AP2A2,ETS2,SPACA5,ABHD3,CDC16,GPR3,PLA2G7,GPI,APOA2,AMY2B,GATA1,MSTO1,LYN,PLCB4,CTTNBP2,USP52,GRHPR,MTUS1,PPWD1,SUPT5H,FBXW7,HGFAC,ERN2,CNR2,FOXC1,RNF130,RAB8A,YARS2,XKRX,IL1F10,SNCAIP,SPARCL1,BCL2,C21orf82,SMC1B,C9orf70,LOC441376,OTUB2,RNH1,C1orf178,LILRB4,PARL,CBL,LRFN5,FAM120B,TAGLN3,ZNF652,PTGES3,SAMD13,ARMC1,VMO1,ETNK1,SELL,TUBB3,CDK3,GFPT2,GATAD2A,PCSK1N,LOC441177,SFTPD,NINJ1,DNTTIP2,TCTN2,DEPDC1,ADORA1,KRTAP9-3,NAALAD2,QPRT,CLIC1,OSTN,MDM2,AGA,MGC72080,FGF12,DCUN1D2,KCNS1,DHTKD1,ZDHHC15,RFTN2,DCTN1,CDK2,THOC4,PGBD5,C5orf20,MEF2D,MYO1C,PRRX2,GPR15,GPR65,PAIP1,FGF5,CLSPN,FCER1G,RAB28,COX4I1,ZKSCAN3,COMMD1,CD69,PRAMEF16,OR4C13,ITGA8,SLA,HIST1H3B,CACNA2D3,ZNF74,C11orf54,KLF7,RGS18,GGTA1,AQP9,TRAM1L1,SDHD,ZNF467,BCMO1,SLC44A2,FUBP3,STK25,PIP3-E,MORF4,SLC22A2,C11orf10,HDAC1,AMIGO2,SYMPK,COL1A2,C6orf142,MRPL47,HLA-DRA,C20orf26,LOC552889,HSD17B6,SCGB2A2,KIAA0226,PNLIPRP3,BDNF,SPTLC2,OR11L1,IRAK3,P2RY12,GALNT12,ZNF235,MFAP5,CD300A,SLC36A2,SMC5,ATCAY,AGRN,AQP5,WDR46,KDR,OMG,IFNA5,HOPX,TMEM81,ACTR1A,C9orf123,ABTB2,IRF8,MS4A7,SLAMF8,RP11-217H1.1,SEPT4,MCAT,GLRX3,MAPK14,ZNF816A,TSPO,ZNF787,LRAT,OSGEPL1,C7orf55,GRID2,RBM9,DYNC1I2,C14orf49,CHAF1B,NCLN,EGR2,HDC,PRAM1
TCGA.AA.3864.01A,-1.008203,1.186753,-0.4743,-0.567543,1.178376,1.136789,0.023776,-0.581996,-0.316903,0.547157,-0.082083,-0.780871,-0.453947,-0.600112,-1.227782,-0.816395,0.302548,-0.163881,-1.444514,-0.70073,0.523311,-0.205814,1.202431,1.72141,-0.638294,-0.158328,-0.256903,-0.41093,0.650666,-1.185785,0.713932,2.640003,0.037469,-0.303317,-0.109961,0.08664,1.239788,0.22107,1.317576,-0.753691,0.69514,1.326123,0.490436,0.291102,-1.09159,-1.740536,0.907485,-0.617543,-0.104238,-0.919382,-0.619374,-0.337362,0.376972,-1.632246,-0.65386,-0.738137,-0.436025,0.171019,-0.046208,0.716606,-0.212423,0.842644,-2.161431,-0.897915,-0.255409,-0.060433,-0.253233,1.226052,0.223849,0.58639,0.11422,1.504458,0.100339,0.075508,-0.111762,0.33079,-0.110576,-1.071109,-0.558753,3.333021,-1.240119,-0.808225,-0.759606,2.448475,-0.260236,1.089791,-0.938706,-0.471192,-0.519539,-0.356277,0.813627,-0.524751,-1.255276,0.195349,-0.155627,-1.646657,-0.755713,-1.205731,0.82354,-0.812888,1.589312,1.446139,0.164217,-0.259908,-1.590046,-0.783121,-0.403113,-0.380708,0.424351,-1.037271,0.560255,1.189317,-0.023836,1.049398,-1.05034,-0.063025,-0.429848,-0.493633,-0.649509,1.318231,-0.197698,-0.316637,0.361457,-0.306237,0.22247,-0.708297,-0.91359,0.034629,0.141198,0.617579,-0.252783,-0.046128,0.250234,0.659581,0.955249,0.403103,-0.419356,-0.550271,0.664222,-1.425845,0.087617,0.610211,-0.981227,0.083686,0.027183,-0.108095,-0.187179,-0.372216,0.53329,-1.269246,0.917644,0.161829,0.052641,-0.642557,0.179501,0.325025,-0.147059,0.112318,-0.341019,1.654972,-0.537408,0.747969,-0.013048,0.138694,0.381574,0.21215,0.015333,0.190509,0.382889,0.98595,1.17429,-0.171842,-0.064339,0.303601,0.699562,-0.054549,-1.275723,-0.325377,0.342589,0.524761,0.484413,0.467003,-0.865162,0.913357,0.25096,-2.620002,-0.16043,-0.065337,-0.990878,0.11276,0.022489,1.082615,0.39348,-0.815077,-0.411575,1.276879,0.234144,0.297252,-0.617741,-1.123656
TCGA.AA.3866.01A,-0.732127,-0.455737,-0.289224,0.562735,-0.663747,1.033428,1.500723,-0.579444,-1.486028,0.073678,0.363043,-0.758304,-0.058411,-1.447179,-0.670906,0.335052,0.554079,1.109063,-0.483456,-0.161282,-0.796298,-0.035645,0.637669,-0.664937,-0.207628,0.358874,1.835342,-0.734966,-0.047135,-1.04195,-0.47449,-0.577273,-0.342846,1.153082,-0.093883,-1.83292,-0.271608,0.298804,0.780929,-1.200934,-0.345344,-1.001832,0.560743,1.519143,-1.115257,1.67292,-0.262242,-1.257152,1.926084,-0.455067,-1.081388,1.144292,1.288445,-1.375628,-0.186166,-0.397559,1.924657,-0.083676,1.821855,1.223187,2.983206,1.762529,1.642721,1.105661,-0.025221,1.459242,-0.25396,0.87624,0.272343,0.062958,0.96894,-0.218488,1.894987,-0.340971,-1.584608,1.588729,-0.710021,-1.321365,-0.802735,0.031253,0.581341,-0.54206,-0.414389,0.238959,0.297369,1.448389,-0.921656,1.237,1.041367,-0.297696,-1.095104,0.660615,1.184393,0.235261,-0.137978,0.600524,-0.34175,-0.937587,1.457682,-0.031702,0.622857,0.616232,0.680211,1.919816,0.11657,-0.206686,0.402704,-0.715123,1.599127,0.702954,-1.592885,-0.23558,1.512238,0.197457,1.801504,0.937975,-0.133321,0.523699,-0.980979,1.170902,-0.360384,1.450584,0.379505,-0.027598,-0.710478,0.354212,0.517358,1.25134,1.348784,1.409352,1.892804,1.222809,0.060075,1.135905,-0.419533,0.675793,-0.108769,-0.137873,1.295317,-0.512823,0.452119,-0.718254,-0.049688,-0.281925,1.002751,-1.19556,1.606843,0.337121,0.998055,-0.955069,0.443452,-1.701747,0.722863,0.333927,-0.624175,0.874287,0.32799,1.766275,2.775863,0.552509,1.523205,1.567152,1.028899,0.568205,0.350791,-0.127583,-1.371518,-1.244039,0.509723,1.071365,1.541321,0.459666,0.405414,1.521746,-0.198167,-0.190265,-1.57811,1.046623,0.953359,1.694725,0.187617,0.603388,-0.075609,-0.783408,1.244318,0.485132,-0.176609,0.0601,-1.474361,1.497949,-0.702579,0.422062,0.218617,1.025895,-0.429967,0.366781,-0.727436,1.69055,0.775289,2.137793
TCGA.AA.3939.01A,1.068007,1.130354,-0.470242,-0.43586,-0.66094,0.511185,-0.013773,0.635742,-0.63647,1.220141,-0.116793,-0.496088,0.314428,-1.323404,-0.979184,-0.391059,-2.473371,-0.042619,-1.609134,-0.228335,-0.916512,0.685488,-0.76135,-0.612378,0.03862,-1.469624,-0.265651,-1.543764,1.265376,-0.806919,1.644698,0.54543,-0.105695,0.851799,0.974923,-0.104879,0.172309,0.275629,-0.566411,0.041951,2.056519,0.276815,1.116098,1.379713,-0.742836,0.757085,-0.618882,1.812082,0.457981,1.631341,0.89481,-0.0839,-0.724333,-1.446911,-0.501862,-0.883484,1.399129,1.56928,-2.775752,0.86172,-0.298287,0.762842,-1.552289,0.206585,-0.285658,0.596126,-1.14943,0.463266,1.335404,1.127936,-0.039641,1.528756,0.056261,0.405731,0.980265,0.016515,-0.580113,-0.676199,0.301258,0.72564,-0.766551,-0.221564,-0.035977,-0.004552,-0.192358,0.022529,0.220904,-0.02465,-0.629973,0.863127,1.928352,2.116421,-1.083369,-0.227534,-0.155368,-0.640713,-0.447283,0.176509,0.005964,-1.342774,0.433664,0.687851,-0.605609,0.102836,0.239784,-0.479355,0.787224,1.719004,0.599971,0.64549,0.211666,-1.138027,-0.101007,-0.093592,0.417929,-0.641046,1.8069,1.690896,-1.688782,0.894553,-0.551539,-0.160772,-0.553988,0.002851,-0.663615,0.771511,-0.440188,0.254399,0.154853,0.260826,0.279133,-0.840626,0.309998,0.870836,0.260658,-0.438271,-1.722363,0.992457,0.447964,-0.455988,-0.012658,-0.932911,1.208064,-1.012327,0.003588,-0.632526,-0.065823,0.164791,-0.279699,0.387131,0.653405,-1.323892,-2.216512,0.474411,0.159403,-0.895148,1.720315,0.147965,0.817826,-1.043117,-0.511113,0.459375,0.374605,-1.078064,-1.140048,0.920222,-0.896778,0.598999,-0.713351,-1.128884,2.864988,0.61599,1.035007,-2.013614,0.625092,0.694582,-0.115816,-0.180399,0.294876,-0.695196,1.781441,0.252419,0.393175,1.653414,-1.442783,-0.392262,0.951492,-0.323536,0.370519,-0.371258,0.606647,0.426576,-0.824373,-0.368434,-0.276925,-0.657945,-1.084622,1.737409,1.075673,0.058587
TCGA.AA.3947.01A,0.457932,-0.471327,-0.452291,0.22987,0.085324,1.284757,1.387014,-0.593663,0.943792,1.012756,2.41747,-0.651661,-0.809503,1.260583,-0.922446,1.169926,-1.510033,-0.165102,-0.228862,1.325431,-1.201908,-0.039115,-0.302619,0.062954,-0.517303,-0.327995,0.626972,-0.457369,1.196234,0.676692,1.053221,0.814343,-0.113552,-0.668827,-0.146751,1.060273,1.202968,-0.947989,-0.361054,-1.038805,0.667081,0.893923,1.400168,-0.283983,-0.191933,-0.313367,-0.261798,0.199735,0.423139,-0.274388,-1.128229,0.583663,0.327643,-1.080697,-0.500723,-0.028634,-0.261381,-0.614157,-1.02147,-0.289082,0.005757,0.981413,-1.079649,-0.142197,0.038966,-0.36151,-0.939244,0.179853,0.366351,1.129171,1.061413,1.954339,0.479659,0.291576,-1.063487,0.996973,-1.651848,-0.604901,-0.138683,0.527183,0.146759,0.51876,-0.886691,2.023187,0.028103,1.722979,-0.160848,-0.41584,0.039279,0.295819,0.490447,1.81907,0.197159,0.151577,0.429405,-0.430315,-1.528319,0.945045,-0.384857,-2.109364,1.369029,1.435143,-1.097833,-0.792316,-0.043932,-1.709389,0.646929,-1.346668,1.277222,-0.176865,0.120352,-0.434419,0.755213,1.58077,0.400122,2.012733,1.947896,0.688161,1.314673,0.320061,-0.901991,0.219677,0.273732,0.740522,-1.216812,0.092275,-1.237604,0.866872,-0.51892,1.244483,-0.592255,0.735488,0.701182,-0.618822,-1.088694,-1.138586,-1.121077,-0.189799,1.773205,-0.559075,0.180572,0.060426,-0.009609,-1.521073,-0.291805,-0.806243,1.777422,0.092776,0.630019,-1.141723,0.726659,-1.004362,-1.477621,1.209439,-1.141253,-0.772365,1.179623,0.847962,-0.721496,-0.132006,0.088903,1.200717,0.910918,-0.264773,-1.115277,0.78555,-0.642965,1.096856,-0.590551,0.106899,-0.096059,0.762996,1.226656,-0.085751,0.606152,1.414362,-0.382681,-0.118027,0.425506,0.476209,1.254887,-0.010109,2.074674,1.114336,-0.155538,1.193456,0.412721,-0.146225,-0.263964,0.116693,1.908122,1.31885,-0.682006,-1.405213,-1.54592,1.18721,-1.185676,0.264992,0.623689,0.722185
TCGA.AA.3949.01A,-0.418439,0.409193,-0.512543,-0.336367,-0.528573,1.644343,1.876218,-0.806221,-0.689654,0.996601,0.61539,-0.963204,-0.690038,-0.228788,-0.260288,-2.144053,0.056203,1.550881,-1.254569,-0.383327,-4.083084,-1.421295,0.709829,2.188773,-0.014148,-1.597663,1.83269,-0.828616,0.863075,-1.858691,1.365541,0.142751,2.022556,-0.70728,-1.939222,-1.209269,0.800622,0.703726,-0.230112,-0.768697,-1.405469,0.401135,0.46629,2.478846,0.415834,0.226881,1.364818,0.482229,-1.030184,1.888306,-0.416946,1.471196,0.376002,-1.25623,-0.2849,0.584574,1.146555,-0.862555,-2.051045,0.50597,1.483045,1.305731,-0.894233,1.347337,0.692641,2.528917,-1.065888,0.562056,-0.980061,0.099802,0.856875,0.53162,1.783896,-0.622941,0.171428,1.819029,-1.159742,-0.376777,-0.390946,0.975534,0.245945,-0.227052,-0.84591,1.657729,0.218834,0.561849,1.130589,-1.419385,-1.292579,1.245443,0.433686,-0.404555,0.64201,-0.202694,0.242008,-0.961858,-0.390601,-0.086012,0.995679,-1.033726,1.018201,1.222168,-0.151729,1.412359,-0.285495,-1.06414,1.442828,0.312593,2.348347,0.056097,-0.10205,-0.079779,1.527637,1.760804,0.845532,1.746301,1.20367,1.219891,-0.675543,-0.393042,-0.946051,1.768687,0.895361,1.277502,-0.959336,0.331947,-1.103223,1.57945,1.748183,1.460758,-0.165051,1.39126,0.577364,0.691069,-1.02282,0.355189,-0.334168,0.612419,1.196911,-0.457556,-0.629676,-0.825035,-0.298429,-2.424875,0.548817,0.164681,-0.059631,0.604014,3.043814,-0.441414,1.193657,-0.865254,-0.251625,-0.047384,-0.905944,0.667853,0.860045,1.429135,1.789652,0.593192,1.346308,1.096047,2.449979,1.151776,-0.78578,1.443161,-0.350588,-0.298511,-0.745172,0.367075,0.407369,1.265096,1.145083,-0.04606,1.369361,0.697275,-1.478832,0.672205,1.330993,1.470072,0.510221,0.312,0.567955,0.050283,-0.768948,0.77686,1.116925,-0.884482,-1.13536,-0.062264,0.482154,0.527389,0.364078,-1.066584,-0.47069,0.632092,0.154073,0.906658,0.783268,1.266017
TCGA.AA.3968.01A,0.354874,-0.08979,-0.149468,0.071119,-0.600911,0.70757,0.359176,0.352089,1.263821,0.130416,-0.98969,1.449262,0.332234,-0.790613,0.720445,1.732586,-1.408902,-0.124071,0.149696,-1.328667,-0.783756,-0.457977,0.220908,-0.537509,0.777362,0.590354,0.481958,0.119755,0.304156,0.591867,-0.172009,-1.096649,-0.387367,0.957405,0.971652,1.559485,-0.687316,1.394797,0.634246,0.669265,0.720649,-0.323686,-1.105322,1.067178,-0.608757,-0.394937,0.001912,0.154429,0.421027,0.331028,-0.358756,0.562372,1.21265,-0.438262,-0.332588,-0.016545,0.079912,-1.60848,-1.621296,-0.128576,-0.186382,-0.486471,0.217409,1.041123,-0.196386,-0.391479,0.369818,-0.059834,-0.516306,0.032906,0.136162,-0.79446,0.128112,-1.407931,0.226385,0.22547,1.254552,-0.999652,-2.533244,0.127696,-1.424157,-0.979998,-0.438099,0.470657,-1.830393,-0.545804,-0.594599,0.421771,0.939625,-0.223699,-0.943029,-0.561976,0.978105,0.032321,0.840537,-0.959084,0.712903,0.298472,1.520309,-0.758947,0.889069,1.004564,-0.744411,0.55329,-1.391175,1.272983,-0.154756,-0.813001,0.339475,1.784674,-0.572057,-0.784721,-0.191248,0.387054,-0.974331,1.178817,-0.715329,-0.102426,-1.097436,-0.761799,1.874847,-0.016274,-0.189657,0.356327,0.156754,-0.841392,0.68397,0.403914,0.777634,-0.179442,0.207438,-0.632935,-1.577293,-0.334287,0.013093,1.802199,0.500472,-0.526942,0.011913,-0.515959,-1.372586,0.076854,-0.065803,-0.568197,0.842394,-0.27635,-1.005401,-0.257751,0.221194,-0.370884,0.971277,-1.326018,0.061573,0.528346,0.49703,-0.508084,-1.183529,-0.246459,1.615503,-0.516839,0.610033,0.223734,-0.173261,0.256114,-0.060669,-0.989291,-1.644613,-0.946425,1.981984,1.647204,-1.463125,0.79716,0.373829,-0.016764,-0.862155,0.129098,-1.269803,0.334171,0.32523,0.411611,-0.768079,1.024178,-0.525131,0.31708,0.407212,0.187879,-2.045317,-1.032778,-0.976658,0.881435,1.266049,-1.348943,-0.352397,-0.030989,-0.198762,0.399598,-0.279567,-0.170398,0.947071,-0.163469
TCGA.AA.3975.01A,-0.734384,-0.147196,-0.383766,0.488846,-0.676271,-1.412409,0.134091,1.713842,1.153753,0.1337,-0.997664,1.131328,0.906608,-0.98417,0.662235,0.115092,-1.513922,0.334355,0.558913,-0.221739,0.558794,0.899149,-3.069731,-0.667962,2.835286,-0.696975,-0.368779,-0.420734,0.135385,1.623187,-0.270407,-0.558822,0.406726,1.207488,0.638366,1.444768,-0.471742,-0.085518,1.431345,0.411554,0.637747,-0.517122,-0.949794,-1.037434,1.416544,0.323365,-1.145636,-0.718814,-0.262082,-1.010582,-0.43139,0.110113,-1.016149,-0.677059,-0.288672,-1.29882,0.065126,0.387927,-0.448206,0.33535,-0.305325,-1.911112,1.032442,-0.730596,0.244807,-1.432567,-0.282291,-1.187008,-0.506706,1.637165,-0.253321,-0.758197,-0.200859,-0.805987,1.265394,-0.316857,-0.701213,1.499911,0.509913,-0.837588,1.381706,-0.017961,-2.443963,-0.619619,-1.298032,0.508562,-1.65508,0.698287,-0.281799,-0.237574,0.14955,0.152024,0.084893,0.19559,0.318576,-1.269064,0.760052,-0.942344,0.737299,0.150426,-2.328976,-2.576507,-0.593291,0.455599,1.304932,1.522906,-0.431213,-1.039052,-0.160006,-0.506118,-0.559389,-0.854115,-0.260182,-0.14411,-0.776709,-1.788056,-1.409552,-0.520881,-1.202734,1.340025,1.648104,-0.387767,-0.478855,0.025315,1.252375,0.591882,0.548054,0.118523,0.26409,-0.433384,-0.203998,-0.994412,-0.61649,0.454052,1.332724,-1.413039,0.082158,1.783387,-3.363944,-1.292445,-0.043399,0.516573,0.054229,-0.416881,-0.038702,-0.046912,-1.588962,-0.36934,-0.223293,0.689197,-0.164169,-0.274071,0.005186,-0.747292,0.265507,-0.945339,-0.801762,-0.630065,0.623234,0.337741,2.432792,0.402539,-0.92035,-0.662501,-0.794159,-1.242886,-0.185116,-0.525431,-0.032123,0.329502,-1.078858,0.943131,-0.605745,-0.461873,-0.301908,0.802293,-0.53524,-0.219939,0.267916,-0.17944,-0.024673,-0.026401,-0.425373,-0.385367,0.390122,0.622156,1.070005,-0.64797,-1.809795,-1.719083,1.202662,-0.697418,1.55253,-0.918755,-0.277582,-0.331623,-0.34155,-0.551866,0.528881,-0.174264
TCGA.AA.3976.01A,-0.085945,-0.200203,-0.000866,-0.837493,0.073448,-0.233011,-0.061081,0.985751,-0.1703,0.286579,-1.270649,-1.003745,0.290753,1.233587,-0.140928,-1.084357,0.561858,0.679456,0.350972,-0.819172,0.227821,0.237885,-0.166399,-0.681953,0.031157,0.609906,-0.283944,-0.862671,1.821505,-0.041141,1.399069,0.680117,-0.325387,1.036192,0.451829,-0.038285,0.519128,-0.223925,0.119781,-0.650933,-0.656035,1.489039,0.163046,0.705711,-0.744854,-0.370588,0.248987,-0.022796,0.948932,1.289485,0.947635,-0.488075,-0.473394,3.324568,-0.494304,-0.859445,0.379244,1.789996,0.56234,0.62426,-0.652654,-0.482933,-1.255965,0.468172,-0.101212,-0.434358,-0.669247,1.485173,1.417165,1.507079,-0.751995,-0.445453,-0.249058,1.452907,2.287594,-0.185699,0.085386,0.09196,0.407241,0.969533,-0.940269,0.018259,0.396493,0.1334,2.231036,-0.728991,0.372881,0.589509,0.94985,1.495182,-0.873143,0.561498,0.574651,0.852257,0.213717,-0.006954,-0.543965,0.187754,-0.029969,0.398553,0.576751,-0.109502,0.977072,-0.869471,1.241704,-0.923342,0.737428,-0.963313,0.319722,0.904078,0.639834,-0.456771,-0.14935,-0.000249,0.61034,1.240533,-0.518806,-0.974758,-1.208313,-0.971894,0.19173,-0.40964,-0.213582,0.949468,1.265303,-0.59997,-0.334969,-0.951504,0.079112,-0.86794,-0.342941,-0.001142,0.304565,-0.328562,0.337256,0.4652,1.118332,0.490506,0.463874,0.059448,0.408935,-1.019979,1.39338,0.139304,-0.423303,-0.907851,1.340913,-0.394994,0.22166,1.152269,1.024256,-0.357351,-1.111766,-0.69712,0.263027,-0.876433,0.913596,-0.897153,0.807983,-0.979018,-0.704744,-0.166706,-0.073838,-0.681042,0.076484,0.68527,-0.565237,0.818583,0.464009,-0.543433,1.018054,1.678164,-0.164967,0.09286,0.774893,1.862171,0.955744,0.246181,-0.425188,-0.866154,0.501566,1.203386,0.861148,1.539408,0.697132,-0.250818,-0.666033,1.363698,1.565022,0.713541,-0.613656,-0.805755,-0.568268,0.10738,0.006168,-0.927416,0.638842,-0.626746,0.426562,0.593167
TCGA.AA.3986.01A,-0.548578,-0.134942,-0.210033,0.652718,-1.069485,0.901779,0.760765,0.313442,0.825399,0.005513,-0.293624,1.271722,0.474678,-1.306595,-0.681623,-0.754418,-0.277011,1.860691,-0.250856,-0.555906,-0.86757,0.403065,-1.172956,0.97726,0.504464,-0.485048,0.907723,-0.127399,0.412553,1.048853,-0.579447,-0.684284,-0.021892,0.032518,0.51805,0.669945,0.147367,-0.463724,0.926897,-0.28133,2.195284,-0.6944,0.453507,2.333628,-1.13887,-0.930315,-0.825813,0.342758,-0.120075,-0.926265,3.180736,0.133916,1.16928,0.820767,-0.772725,-0.022381,0.043545,-0.737184,-0.249189,1.57498,0.984398,0.141724,1.066567,-0.570966,0.192425,-0.419604,-0.255655,-0.639616,0.523584,-0.279753,0.09071,-0.251069,1.455642,0.004767,-0.356806,0.066788,-0.339565,-1.223507,0.300154,0.574332,1.600717,0.215277,-1.346665,-0.347908,-1.274471,1.187452,-0.193915,1.270331,-0.464322,0.923249,-0.598358,0.648505,-0.769026,-0.3663,-0.226226,-1.913296,0.057575,-0.275876,0.495688,0.616853,-0.522016,-0.623998,-0.153985,2.631868,-0.149852,-0.024427,-0.440718,3.441187,1.363077,0.450579,-1.078237,-0.72934,0.915821,0.779346,-0.193831,0.198891,0.452176,0.901087,2.63544,-1.311882,2.41137,1.33278,-0.460387,2.240223,-0.168593,0.639917,-0.037047,1.51563,1.626144,0.835552,-0.239442,-0.145416,-0.408316,1.205178,-0.148989,0.06732,0.040061,0.223351,0.41968,-0.88676,0.423573,0.577903,0.020761,0.892609,-0.057669,-0.761084,-0.428652,0.277875,-0.344728,1.008361,-0.070638,-0.918402,-0.249671,-0.593012,-0.953841,0.102144,1.03279,1.177654,3.378947,-0.538127,1.220807,0.172899,0.556027,1.308925,-0.654091,-1.582941,0.06466,-1.536317,-0.13117,0.93942,0.072577,0.511429,-0.168746,-0.817205,0.161269,0.896002,-1.768012,0.45446,0.196734,1.718384,-0.57672,-0.287998,0.001643,-0.827286,0.662952,0.347003,-1.059999,-0.463919,-1.440544,0.510986,-0.005328,-0.394978,0.85888,0.164147,-0.119286,-0.479069,0.635466,0.147962,2.130302,0.838867
TCGA.AA.3989.01A,-0.521497,0.136255,-0.408897,-0.807499,-0.310481,-0.741109,0.657238,0.427195,-0.63092,-0.732878,-1.008921,-0.85017,-0.103707,-0.969398,0.141503,-0.745303,0.288286,0.294178,0.798178,-2.023657,1.14182,-0.467088,0.681848,0.168829,0.710203,-0.244739,0.130687,0.762408,0.319101,-0.151113,-0.221572,0.003451,0.334271,1.467044,-0.147569,0.584393,-0.277547,0.151706,0.92332,0.014875,0.188035,-0.289577,0.576367,-0.48813,-0.218445,0.269797,-0.879708,1.10718,-0.311705,-1.036106,1.194634,0.005092,0.224413,-0.383909,-0.702628,0.450761,-0.190245,-0.202456,1.548306,0.372288,0.409741,-1.780991,0.321207,0.118703,0.961193,-0.333385,-0.653991,-0.456612,0.359731,0.281552,-0.498347,0.502536,-0.191004,1.133644,-0.268228,0.457454,-0.415527,-1.05688,-0.149723,-0.395238,1.494652,-0.54206,-2.310238,-0.600565,-0.287162,0.584036,-0.2554,1.056386,2.010735,-1.28586,1.679815,-0.51892,-0.035792,0.02458,-1.501929,-2.187701,0.468985,-0.546615,0.917309,0.800886,-2.331802,-2.882224,-0.110609,1.300273,1.263861,1.762751,-0.186162,0.521166,0.033606,0.324779,-0.75922,-0.502144,0.489502,0.666669,0.404031,1.056891,-0.211232,-1.027698,-2.324061,1.265053,2.387645,0.80921,-1.337635,-0.607341,0.308116,-0.115874,-0.000893,0.320278,0.555106,0.593343,-1.668485,0.084868,-0.485238,-0.48371,1.256126,-0.871799,0.479258,0.121756,-0.619182,-0.698616,0.837115,0.30301,0.868214,-0.317913,0.845117,-1.916652,-0.916861,-0.116367,-2.071724,1.903872,-0.389819,1.048973,-0.597762,-1.015089,-0.468608,0.584202,1.286725,0.586549,1.367152,-0.373739,1.4742,0.343937,0.032591,0.928854,-0.067591,-1.085715,0.977817,-0.918748,-0.450272,0.045077,-1.194671,2.179229,0.041958,-0.35792,1.161878,1.138352,-1.704256,-1.291959,0.570876,0.601085,-0.489695,0.365995,-1.368821,-0.230617,1.653257,1.195666,1.022276,0.434357,-1.598431,-0.870516,0.552837,-1.306812,1.439952,1.168994,-0.720942,-1.46497,1.05994,-0.955703,-1.410003,0.824475
TCGA.AA.3994.01A,1.337312,-0.168795,-0.395629,1.643267,-0.071011,1.009492,0.195825,-0.223238,-0.3687,-1.546842,0.586309,-2.377932,-0.593836,-1.140034,-0.796991,1.228258,2.522246,-0.510326,0.744193,0.642532,-0.920795,-0.677386,0.847522,1.381098,0.58708,-0.134991,0.050094,-1.180257,0.204129,0.477201,1.222683,-1.276079,-0.075724,-0.032197,-1.240083,-0.02516,2.577775,-0.902604,-0.320985,-1.171575,-1.305221,1.441915,-0.162213,-0.151919,0.532719,0.071655,-0.995261,-0.654853,-1.971438,0.076071,-0.553755,0.389889,-1.380987,-0.239562,0.150445,-0.069903,0.220986,-0.670105,-0.415697,-0.299636,-0.859572,-0.541506,-1.44849,0.966972,-0.526175,0.028553,-0.302632,-0.75784,0.575223,-0.731967,0.743766,-0.798694,-0.246012,-0.257846,-2.453575,-0.072796,0.612722,0.331467,2.262502,0.406736,1.472292,-0.072292,0.630747,-0.014079,1.912405,0.454326,1.741302,-1.458733,-0.022074,-0.632223,0.313764,1.688559,-0.294704,1.381965,0.034328,0.519735,-1.162697,1.407666,-0.655557,-0.823676,-1.383718,-1.971873,-0.242123,-1.145079,0.040372,-0.991294,0.103106,0.121499,-0.556422,0.934363,-0.895975,-0.813746,-0.234399,-1.228266,-0.91157,-0.80813,0.19286,0.386095,1.329317,0.944244,0.083612,-0.478359,-0.076748,0.718058,-0.463775,1.379445,-0.521874,0.045695,-0.189288,-0.360366,1.830273,-0.919303,0.097249,-0.360049,0.424884,-0.973378,-2.312379,0.29108,-0.256788,0.699922,1.278469,-1.554979,1.486554,-0.321185,-0.392629,-1.035317,-0.00143,1.058307,-0.88035,0.507529,-0.27078,-0.998354,-0.909844,1.294106,0.424076,-0.710832,1.388645,-0.364042,-0.727932,1.34772,-0.799169,0.305458,0.573639,1.263281,0.002352,0.942721,0.547024,-0.193971,-2.052952,-0.954341,-0.204556,-3.220676,1.300333,2.210673,-0.455153,0.330518,0.43431,-1.790008,0.441022,-0.321186,0.900337,-0.503513,0.090249,0.706893,-1.193757,1.162515,1.11288,-0.805352,0.535576,0.141275,-0.154902,0.115108,-1.147019,1.16584,1.172041,-1.128016,-0.667624,-0.378793,0.219579,-0.678516
