Row,PTPRG11896,UBE4B9684,C11orf8216678,AATK11763,RBM463325,DUS2L20821,MAFK3029,FBXL89646,MFSD822953,PPP1R3B6052,MAPK117795,SH3BGRL21606,CARS213314,TMEM1013817,PPP2R2A430,MLPH11103,BCL619769,PRELP12374,TARS27402,ARRDC213993,CDC20B13617,MRPL402834,CEP5722578,ZGPAT14826,IFIT117808,KLHL2620801,KL21422,TMEM1406592,HIST1H2AI22092,CCDC1109098,LIPA14605,C11orf6514636,TRAF116981,OSR115498,SMCP966,PIP4K2B13668,FCRL31541,SKIL18559,CHDH13711,GP217186,GCHFR9711,SART319072,TRPM48458,TAF107912,C11orf5815523,ORC3L9369,SOX1213557,PTPRS4751,TOM14165,MED305186,C22orf324553,ESYT312761,C13orf3312015,NLRP55235,FBXO384078,CD4018321,SMARCD111371,MRPL913039,SLAMF12434,PHF21A6196,ZNF7647338,HSD3B21056,BCL920577,UBL4B3699,PRTFDC116293,NEURL38406,KRAS21787,B3GALTL16172,SYPL19569,NXT110817,C22orf267931,PDXP9894,ONECUT117059,NXN22952,IDI17433,FBXO1713258,GSG1L772,TRIM4515929,RIC8B21118,KCNS222067,B9D212359,HSPH114957,YIPF621584,FAM48A17822,ADAM2586,GGH6228,S1PR519620,PTGR27367,GRIN2B1089,C12orf12924,RGS712995,CBLL13016,FOXC217160,SEC61B5151,TPT113430,ROD15421,SFRS13A22053,LRRC318812,C7orf536376,GFM28685,KCTD207455,PAWR15781,TTC2217291,KDM4A6537,TLN16662,UBE2J220103,SDC23614,TMEM257247,IPO49808,FZD420594,PEX123070,DIRC1114,TSNAX9561,FARP222601,SLC25A2918,ARID1B8583,FEN120954,UBTF21515,GRB103265,KCNK155823,FAM120C12560,CDK5R110398,GABARAP13365,BCAS213792,SYAP118341,C3orf545566,PAPD410506,ETF114875,GK20148,OTX120223,POLD422057,BATF23712,RGS18272,SEC31B1427,BMP153786,UBAC113933,TMEM10116702,GNAT21666,ASCC314234,RPL1518230,ETV618328,CIITA20431,TACC117640,OPRM114593,PSMA113589,RPL522040,MYT11826,CRYGD15769,ILF218835,PCYT1A5077,TESC6610,CDH210766,UBC16952,STAR3396,ADIPOR115029,ADM20945,MUC1310311,FZD48734,TMEM17122064,TPH1119,NLRP124599,STK310739,ELL211253,FCRLB4371,BLOC1S14248,C14orf14719318,TOP111485,RRAD6158,ANKRD1018140,RWDD2B9470,KBTBD42754,FUS4746,CDK612229,ZGPAT14780,IGSF18140,MED1717207,FAM103A122877,UQCR5048,RGS28340,PSMA79168,MRPL469498,PEG1014486,C17orf5720463,OLFM42920,XRCC610785,PER221839,MPG17459,GPR562663,USP1317779,LSM414817,SLC16A72950,RPS6KL110154,C14orf1667358,AAMP18429,SEC24C21525,PIGS13065,WBP2NL19230,C6orf12520163,INHBA144,RDBP2762
TCGA.AA.3667.01A,0.23309,-0.394542,1.151778,1.49116,-0.281066,0.855891,-0.168008,0.814285,1.014355,0.422129,0.509614,0.923602,0.421806,0.886919,-1.651197,1.055837,1.575674,-0.06831,1.426503,0.93514,0.072088,0.837626,0.119471,0.087032,1.062512,0.583368,0.21,0.791655,4.069789,0.462971,0.918354,0.399888,-0.15899,-0.459556,0.731731,0.739816,-0.138945,1.375344,1.050919,-0.402354,0.816727,0.62314,1.018848,1.182336,0.220381,1.610772,0.395594,2.54283,0.633538,0.703691,0.093576,-0.953967,0.852371,-0.761376,-0.074586,-1.146878,-0.043635,-0.122754,0.820011,0.2882,1.184231,0.136183,0.239407,1.349333,0.009381,-0.110883,1.026209,0.445935,0.663463,-0.281785,0.422842,0.758748,-0.147643,-0.397326,0.080921,-0.932022,0.571422,0.175476,0.880446,0.749223,-0.233727,0.028376,1.024272,0.172086,0.561595,0.654018,-0.465655,0.659781,0.352551,-0.588803,-0.70364,0.696753,1.753395,0.483033,0.500802,0.87587,0.590339,-0.334666,0.753045,0.53877,1.034901,0.372592,-0.588614,-0.045012,0.924409,1.171495,-1.501658,-0.058612,0.417867,-0.018584,1.172235,0.838661,0.135971,0.253612,-1.2727,0.723203,0.22162,0.571394,-1.167442,-0.358529,1.109503,-0.307289,2.135356,0.973637,0.762873,0.431417,1.03246,1.07411,0.932562,1.257352,0.109508,-0.343886,1.181681,0.73703,0.42019,0.528809,1.051724,0.619169,0.629832,0.24144,0.700367,-0.347476,-0.33328,-1.876379,0.739258,0.1614,-0.848871,0.977906,0.317792,0.659485,0.63663,-2.551448,0.712081,0.020416,0.659015,0.380212,-1.020013,1.07297,-1.221766,0.069336,0.729782,-0.389078,-0.532788,-0.676953,1.50554,1.642909,0.55445,0.710731,0.27569,0.043417,0.332727,0.991244,0.613554,0.346752,-0.450111,0.909606,0.073317,0.994455,-0.033555,-0.188629,0.788982,0.052932,-0.538333,0.295746,1.483394,0.967005,-0.191571,-0.815035,0.623231,0.956448,1.764051,0.196143,2.32391,-0.013127,0.760467,0.814442,0.788762,-0.023173,0.362803,-0.328693
TCGA.AA.3679.01A,0.246114,0.139607,0.924073,1.253596,1.242567,0.8451,0.062923,0.510352,0.785773,1.262165,0.206248,-0.850492,0.6321,-0.036783,-2.806634,-0.787867,0.012925,-0.796836,0.430084,0.518982,0.677268,0.920973,0.517843,-0.282977,0.462136,0.534303,0.696894,0.705904,-0.318016,1.09933,0.998787,0.300946,-0.336841,-0.489898,-0.925883,1.182529,-0.616574,1.27592,1.386837,-0.648885,1.163171,1.146082,1.1817,-0.118642,1.118862,0.532431,-0.027567,-0.863426,0.996931,0.750433,0.041535,-0.907094,-0.815257,-2.102089,-0.041486,0.031871,0.678849,0.935175,0.929523,0.832985,1.443939,0.395498,-0.008994,1.190521,-0.025972,-0.370978,0.98041,0.543308,0.726676,0.945188,0.383836,0.68299,-0.402929,-0.468027,1.252211,-1.241148,1.252399,0.605814,0.795346,0.68651,-0.305108,0.263112,-1.054317,0.370369,0.307809,0.706732,-0.33448,0.040459,0.284198,-1.427953,-0.449207,0.468826,-0.932695,1.175955,0.585371,0.835728,0.386405,-0.414356,-0.174414,0.745939,0.434425,0.908267,-0.557892,0.433248,1.010735,0.977256,-1.485035,0.216631,0.575403,-0.159893,1.052906,0.796001,0.405516,0.935321,-1.427983,1.133279,0.63181,0.554874,-0.091046,-0.35457,-0.685511,-0.258376,0.631957,1.006437,1.743039,0.274309,0.552459,1.119071,-0.958605,0.056556,-0.121752,0.390481,0.299544,-1.491389,-0.030879,0.795787,1.124016,0.18647,1.368443,0.300431,0.988096,1.120805,0.046795,-0.964039,0.649168,0.933667,-0.624209,0.369874,1.196946,1.27528,1.179096,0.437455,0.833202,-0.91634,1.172343,0.416508,-0.285423,1.415098,-1.010363,-0.230807,0.827411,-0.308625,-0.516035,1.431134,1.293229,0.212409,0.433675,0.641209,1.052638,-0.102939,-0.197401,0.559721,-0.200214,0.442348,-0.90295,1.41022,0.026133,1.543304,-0.036817,0.187542,1.36024,-1.416803,0.654643,0.100652,-0.373639,-0.060918,0.166182,-1.477146,0.748319,0.857814,0.03625,0.462061,0.93473,0.022262,0.827216,0.723712,-0.888675,0.353428,-0.829761,-0.141873
TCGA.AA.3685.01A,-0.206535,-0.560659,0.379986,0.699933,1.114182,0.406839,-0.238674,1.060452,0.34591,0.669576,0.003908,-0.944687,0.472634,0.074016,0.116681,-0.446044,-0.032185,-0.387222,-0.174816,-0.083175,0.138512,-0.308942,-0.112618,0.944434,0.071072,-0.365902,-0.270587,0.104116,-0.145976,0.175835,0.080675,-0.125877,-0.397512,-0.406446,-0.763039,0.388961,-0.218769,0.2359,0.424789,0.08917,0.654623,0.806362,0.984154,0.052628,0.344211,-0.159442,-0.234492,-0.364429,0.270409,0.266935,-0.398879,-0.911494,0.779746,-0.184294,-0.17031,-0.115508,-0.025627,0.869975,0.52169,1.006058,0.05614,0.706699,0.38978,0.333608,0.064576,-0.003592,0.222401,-0.034397,0.390687,-0.041376,-0.093259,0.161799,-1.012804,-0.420711,-0.226378,-0.615491,0.342523,0.719283,0.065781,-2.48935,-0.382869,0.026817,-1.088541,-0.14469,0.27516,0.745051,-0.38833,0.015501,-1.823677,-1.869866,-0.541146,0.272945,-0.854998,0.668869,0.10257,0.285161,0.167083,0.493032,1.13617,0.532772,-0.103134,1.200428,-0.037818,0.328754,0.457695,-0.176146,-1.493192,1.159857,0.191465,-0.184332,0.227568,0.840799,-0.149102,0.017966,-0.269253,0.918953,0.420161,0.177837,-1.759645,0.063622,-0.814622,-0.371553,0.614242,0.724307,0.247921,0.091353,0.129819,0.585798,-0.984585,-0.564894,-0.079629,0.626493,-0.061125,-0.253843,0.684198,-0.076203,-0.003762,0.579012,0.438337,0.473224,-0.588109,0.854295,-0.162507,-0.949854,0.764055,0.36392,-0.09566,0.570159,-0.19825,1.057355,0.13183,-1.00636,-0.127765,-0.02845,0.146267,-0.137484,-0.275335,0.147378,0.760332,-1.178241,0.529847,0.005422,-0.536487,-0.311473,0.445355,-0.788782,0.442098,0.525111,0.50644,-0.197138,-0.369132,0.725755,0.877498,1.017567,-0.828228,-0.103703,-0.06208,0.062124,-0.103297,0.317933,0.566831,0.110841,0.923322,0.392556,-0.068016,-0.295491,0.550519,0.157431,0.543076,0.152463,0.569274,0.476209,0.426118,-0.260874,0.59458,0.276545,-0.593203,0.113442,-0.654911,0.681391
TCGA.AA.3715.01A,0.449574,0.638119,1.431861,0.394214,-0.432727,0.768383,0.244173,0.92023,0.607696,0.569719,0.661206,0.447071,0.055988,1.563364,-0.265014,-0.136841,2.227629,1.531153,1.534941,0.53949,0.760128,-0.064379,0.444685,0.28312,1.264982,0.38416,0.829429,1.201233,0.910718,0.534037,0.80147,1.526223,1.264467,0.056822,0.716669,0.741247,0.480947,0.741759,1.698798,1.458488,1.508156,2.331365,0.924671,-0.21329,0.734182,1.701914,0.318704,0.776916,0.714011,0.428119,1.200825,1.143964,0.117099,-0.464094,-0.051848,0.462286,0.240971,0.585152,-1.610565,0.968868,1.376026,-1.279278,2.493223,-0.682335,-0.102248,1.885816,1.314053,-0.054844,0.731134,0.27776,-0.337734,0.106007,0.760922,-0.033145,0.69463,1.049215,0.650443,0.090923,1.432307,-0.047305,-0.021129,0.658651,-1.000344,0.146856,0.106241,0.588918,2.095202,1.727703,0.049366,-1.338521,1.885069,0.509845,0.248293,0.739933,1.869629,0.730636,0.235791,-0.132652,1.066479,0.570867,1.059082,1.834853,2.623162,0.328275,1.353633,1.083573,0.434383,0.405555,1.247385,-0.156083,0.920898,0.464135,0.604996,0.295218,-1.500429,0.920643,0.568843,0.92093,1.387669,-0.338717,-0.575388,2.855052,1.720764,0.930467,2.263521,0.232797,0.837373,1.66295,-0.927772,0.38717,1.715111,0.570708,2.691585,-1.551498,-0.771299,0.624627,1.215593,0.15649,0.503095,1.370269,0.117048,0.581559,-0.387281,-0.842595,0.964718,0.876848,0.305939,-1.238371,0.926127,0.947014,0.589094,0.150023,0.667004,0.731324,1.351412,0.039874,3.031889,0.28707,0.512632,-0.364362,-0.712705,1.571904,1.369048,0.0931,1.573104,1.683651,-0.085698,-1.150195,1.082267,-0.115087,0.720522,1.804259,1.231767,1.140128,-0.208006,1.050364,9.014472,1.772517,-0.051898,0.426851,2.16191,-0.559272,0.802707,-0.356497,1.687357,1.407516,0.900626,1.012563,0.789014,0.406339,0.223199,1.054672,0.906747,0.03296,0.691734,0.48974,0.992816,0.933665,2.342715,-0.604066
TCGA.AA.3811.01A,1.773517,1.478869,-0.325612,-0.505678,1.128678,0.306502,0.022772,-0.74749,0.002149,0.593181,5.602458,1.600125,1.081463,-0.137226,-1.616116,1.431671,-0.628837,-0.341775,0.13672,-0.456912,-0.183785,0.026684,-0.0096,-0.190373,0.738767,-0.364324,0.854847,-0.748305,5.373831,0.372954,0.159443,-0.805858,2.742443,-0.167955,-0.463764,-0.326121,-0.451201,-0.327098,-0.210187,-1.203359,-0.092139,-0.016579,0.629297,-0.630774,-0.916029,-0.613942,-0.23046,-0.919582,-0.162396,-0.876702,1.91389,0.430578,-0.608885,0.357027,-0.248038,-1.162946,-0.783295,-0.521931,0.161693,0.224836,-0.654724,0.743731,0.139654,0.609974,4.429852,-0.296281,0.048292,-0.83694,0.096726,-0.678812,0.492917,-0.875032,-0.955611,-0.564454,-0.111894,0.603275,0.260753,0.663304,0.020244,0.928719,-0.455941,-0.36327,-0.135583,-0.384008,-0.353614,-0.500724,-0.531433,-0.074673,0.761051,-0.257357,-0.50854,-0.275065,-0.988668,0.315366,-0.431105,-0.461996,-0.697767,0.101871,0.384149,-0.445752,-0.196673,-0.126831,2.289034,0.405214,-0.326388,-0.202867,-1.285182,0.130483,0.04698,-0.042804,0.144666,1.45281,-0.311639,-0.03784,-0.160782,0.194948,0.911886,-0.715062,-1.298059,1.30998,-0.218314,-0.238752,-0.629181,-0.203605,-0.52446,-0.756151,0.431363,-0.036551,0.2635,-0.596745,-0.826409,0.305912,0.444417,0.228437,-0.500125,-0.24397,-0.287217,-0.059377,-0.420605,0.601315,-0.791007,-0.212974,-0.036441,0.128638,1.089255,-0.549069,-0.344162,0.490509,-0.312283,0.292049,-0.472988,-1.581154,-0.568679,0.10184,-0.280867,1.924669,3.121071,-0.024925,0.717708,1.129036,-0.15839,0.114452,0.642752,-0.887489,0.585275,-0.238035,0.328949,1.104782,-0.549595,-0.071042,1.119888,-0.534431,-0.786208,-0.670402,-0.245934,0.543074,0.084078,-0.219172,-0.114445,1.048403,-0.004934,0.059193,1.06956,0.264885,-0.87528,-5.1e-05,0.374945,-0.682856,0.291229,-0.69114,-0.502424,-0.00871,-0.360116,-0.342749,-0.682532,-0.622069,-0.122189,-0.377778,1.115178,-2.271942
TCGA.AA.3818.01A,0.224208,0.184393,0.25533,1.115711,0.403286,0.770421,-0.053606,0.82436,1.00513,0.572926,0.350533,1.004514,-0.744632,1.780205,-0.773613,-0.031027,1.113616,0.217488,1.477977,1.575999,0.181415,-0.238891,1.863267,-0.319906,0.907983,-0.470722,0.167956,1.02651,0.069669,1.267611,2.89942,0.90848,0.0962,0.122485,0.587245,1.185854,-0.625122,0.706727,0.390082,0.289267,0.818363,1.413883,1.367033,-0.25088,0.644467,1.880154,1.13118,-0.851799,0.612731,0.842766,0.573586,0.022917,1.109828,-0.333741,0.152196,0.549903,1.114287,0.583894,0.695478,0.508435,0.532757,-0.257148,1.609467,1.566867,-0.121333,0.052089,2.754365,2.37206,0.330234,-0.239569,-0.204166,1.034738,-0.675423,1.881905,-0.04077,1.063537,-0.249935,1.324629,2.063767,0.325579,0.684824,0.546943,0.855986,0.105429,-0.274214,0.49667,-0.118003,1.032264,0.643321,-1.991241,-0.013999,-0.169665,-0.236001,1.336973,2.407302,1.049533,0.19939,0.375995,0.920631,1.07652,0.351506,2.615804,0.015476,0.634942,1.336087,1.839139,0.831558,1.225279,1.600091,0.128083,0.768608,-0.070447,0.433573,-0.065849,-3.533199,1.215227,-0.068327,0.944333,-0.292598,-0.157491,1.026909,-0.09762,0.666363,0.427156,0.52118,-0.061741,2.147153,2.063982,0.908282,1.75706,-0.413733,0.064874,0.4106,0.735673,-0.823843,0.366444,0.522705,0.257445,-0.079694,1.688171,-0.201966,-0.301423,-0.312555,0.102291,2.157808,0.849781,0.204771,0.489064,1.462288,1.599883,0.324097,0.529166,2.257934,0.746571,2.981956,2.052468,-0.383219,0.378062,1.357164,-0.374142,0.538749,-0.328648,-0.825852,0.07944,0.646965,1.906855,-0.242656,0.106941,0.597829,-0.207157,-1.18943,2.602929,1.512105,0.250514,0.015982,1.851248,0.014919,1.4707,-0.009412,-0.364874,1.91175,-0.702145,-0.871911,-0.429739,1.91471,2.248802,0.586079,0.061422,0.723679,0.696112,-0.920311,2.379366,1.605915,-0.066497,1.534027,0.733164,-0.686119,0.46316,-0.249499,-1.577566
TCGA.AA.3821.01A,0.33662,1.032142,2.187178,-0.119345,1.359571,1.825343,0.81051,0.795675,1.372303,1.81755,0.078247,1.013417,1.162051,-0.053914,-1.843197,-0.436386,0.33496,0.643586,0.588151,0.566481,1.616905,1.939476,0.610855,1.056301,2.122653,0.686999,1.185328,2.74173,0.929107,0.408923,1.443045,1.060963,0.535676,-0.436674,-0.424201,1.584417,-0.159871,1.201128,1.2493,1.06468,1.237821,0.29754,0.665881,0.334309,2.498599,0.270147,-0.085835,-0.009191,1.910143,2.310118,0.867362,1.449317,1.472705,-1.644264,-0.030684,0.037635,1.181811,1.83251,0.512135,0.910959,1.895044,0.260028,1.089074,-1.348233,-0.264884,1.759107,0.171139,0.04868,1.199639,3.002019,-0.758285,1.51894,1.478262,-0.431214,1.055135,1.024353,0.509748,0.50403,0.358303,0.010814,3.321367,0.016391,1.398666,1.289501,0.725181,1.990405,1.698276,0.422528,0.075631,0.491981,1.682643,1.327241,1.404191,0.165089,-0.010606,2.184829,2.06213,-0.001945,0.500253,2.602888,2.031741,1.033628,-0.153988,1.096018,1.485943,0.327091,1.083747,0.422352,0.233333,-0.241764,1.446459,-0.7009,1.963231,1.256441,-1.098475,1.545734,1.029735,1.01196,-0.071106,-0.347478,1.342756,-0.261114,0.456879,2.196445,0.346323,1.112027,1.568476,0.619164,1.347336,0.837649,1.040327,1.214217,-0.071464,0.566223,0.670719,2.090261,1.681313,-0.176785,2.066887,0.6138,1.502967,1.00926,-0.418169,0.644608,1.250858,1.42142,0.401921,0.352165,0.575623,-0.052525,1.080433,0.536733,0.492796,-0.130703,2.6e-05,0.194107,0.425602,2.16142,0.068295,-0.381122,0.569993,0.166174,1.508806,0.2026,0.94126,-0.459962,-0.196254,-0.291559,2.81153,0.008639,0.040629,0.45513,1.17258,2.389736,2.298659,0.830335,0.524404,0.873218,0.060429,-0.423141,0.192339,0.324099,0.280007,-0.425134,1.241305,0.882748,0.816843,-0.08184,0.803923,2.182183,1.101991,0.023798,0.443107,1.043063,0.786578,1.354037,0.352181,1.54022,0.58289,-1.300973
TCGA.AA.3846.01A,-0.180938,0.966632,-0.218227,-0.230249,1.462754,0.489855,-0.104165,-0.09072,0.611265,0.188063,-0.031366,0.572985,0.469201,0.11865,-0.802836,-0.561071,0.676751,0.224204,0.187059,-0.309291,0.109065,-0.927034,-0.010096,2.223557,0.660749,-0.375543,0.721171,-0.268491,-0.32512,0.534445,0.189391,-0.647518,-0.080209,-0.36571,0.751757,1.196203,-0.139842,0.00459,-0.070011,-0.294306,0.11102,0.754003,0.761768,0.533683,0.810274,0.084486,-0.056308,-0.833331,0.553867,-0.589838,0.737024,-0.71979,1.665512,0.29797,-0.041226,0.943763,-0.822109,-0.239274,0.715263,0.567263,-0.384277,0.282947,0.315286,1.270569,-0.075438,-0.488256,0.298473,1.831778,0.25435,-0.107627,0.108035,-0.739942,-0.434417,0.476228,-0.469271,-0.031428,0.799607,0.400191,0.478614,0.721931,2.214981,0.103774,1.111854,-0.164434,0.200295,-0.02224,-0.492175,-0.481375,0.264295,-0.214902,0.255536,-0.268704,0.064222,0.689269,0.366033,0.017532,0.205716,0.385566,-1.003672,0.143392,0.114973,0.376742,0.145955,1.525937,-0.901389,-0.024018,0.001159,1.244567,0.03547,-0.091905,-0.092856,-0.425034,0.370553,0.671194,0.251528,-0.785469,0.396226,-0.572164,-0.229383,-0.337419,1.007077,-0.237934,-0.140775,-0.262448,-0.140045,0.1504,0.330177,0.363058,1.068232,0.677549,-0.587882,0.039632,0.195938,0.297145,-1.286301,0.108003,-0.639879,0.741715,0.040242,0.221657,-0.23463,1.190848,-0.408428,0.643378,-0.665212,-0.427211,1.092481,0.843709,0.271075,0.474116,0.504652,0.252748,0.34974,-0.50652,-0.207019,0.08497,-0.667055,-0.393932,1.049587,-0.103123,0.508738,-0.282456,-0.343599,-0.478167,0.78732,1.943448,0.030726,1.251237,-0.802585,-0.014053,0.959097,0.08809,-0.005607,-0.175229,-0.036314,-0.215702,0.123946,0.250493,-0.304617,6e-05,-0.169446,0.216178,0.437032,0.432777,-0.069861,-0.338015,0.461957,-0.792421,1.281079,-0.404968,-0.484336,0.21407,-0.063645,7.031509,-0.216252,-0.540383,-0.750084,0.21539,-0.280177,-0.554515
TCGA.AA.3848.01A,-0.198758,-0.316477,0.223965,-1.126142,0.907383,0.330279,-0.04982,-0.082077,0.820551,0.749502,-0.14404,0.548142,0.570728,1.218737,-0.196814,0.725004,0.037358,-0.756854,0.267071,0.065111,0.136975,0.368541,-0.271366,-0.066735,-0.098836,0.300435,1.408681,0.584789,-0.354776,1.104871,0.583786,-0.057042,-0.032559,-0.360952,0.657728,0.475254,-0.725267,1.00715,1.134097,-0.741468,1.220261,1.425437,0.168036,-0.054678,0.502944,-0.215595,-0.170219,-0.850816,0.577907,0.619576,-0.213602,-0.901075,-0.661248,-0.218701,-0.123208,0.929573,0.11331,0.457061,0.972536,0.257109,0.951717,0.258691,-0.225533,-0.036816,-0.136866,-0.439366,0.521322,0.977445,0.253166,0.707375,0.212559,0.286693,0.722782,-0.402456,0.574681,-1.075711,1.185655,-0.107752,0.544023,0.941116,-0.333723,0.231386,0.494711,0.11276,0.149101,0.91941,-0.479021,0.503133,0.531462,-0.58611,-0.261278,0.147841,1.569761,0.629035,0.606682,0.010318,0.260056,-0.192817,1.007782,1.641146,-0.086008,1.462423,0.012256,-0.101705,0.655483,0.26462,0.38335,1.322638,0.386125,2.931433,0.786292,-0.913533,-0.229204,0.354042,-1.037808,0.697374,0.537529,0.187137,-0.55539,-0.336722,0.667285,-0.204382,0.766684,0.103975,0.543802,0.23894,0.46036,0.847107,0.754952,0.134014,-0.740898,0.618727,-0.296713,0.353055,-0.075734,0.085053,0.562614,-0.178957,1.018885,0.049681,0.228865,-0.350881,-0.381918,0.863525,-0.009362,0.541765,-0.37943,0.558104,0.851683,0.759701,0.811964,0.511911,-0.081714,-0.090562,1.288776,0.515934,-0.935975,0.33316,-0.979956,0.969797,0.850966,-0.765295,1.695208,-0.3605,1.368325,-0.564026,-0.00779,-0.129454,0.549162,-0.171848,0.612178,-0.063506,-0.022332,0.737477,-0.52764,-0.195312,0.065644,0.673466,-0.086609,0.936093,0.730949,0.153989,-0.991717,0.329204,0.000204,0.706258,0.090435,-0.939419,0.34096,0.63323,-0.924351,0.454662,0.146462,0.411813,-0.111206,0.895592,-1.027754,0.066689,-0.352702,0.863246
TCGA.AA.3855.01A,-0.239416,0.1109,1.0563,1.588624,0.209775,0.8861,-0.126529,-0.799494,0.131273,-0.557889,-0.556656,-0.78029,0.524596,-0.146997,-0.001501,-0.322219,-0.590539,-0.100121,-0.347999,-0.314007,0.319664,-0.314295,-1.199357,-0.023362,0.044275,0.13524,-0.054899,0.683547,-0.313029,-0.511851,-0.280929,-0.694147,0.624194,-0.316718,0.44706,0.582608,-0.267301,0.956989,0.408575,-0.135727,0.039084,-0.025291,-0.013382,-0.333401,0.768701,-0.146477,-0.255905,-0.380726,0.319441,0.419762,-0.373452,0.273536,-0.303808,-0.623604,-0.177929,1.242237,0.165568,0.42554,-0.391502,-0.438929,0.47594,-0.465519,-0.602727,0.118598,-0.122931,0.018334,-0.271906,-0.325848,0.392037,0.393792,2.164368,0.827256,-0.931224,-0.511161,1.07392,-0.753154,0.993021,-0.655131,-0.072139,0.261782,-0.261044,-0.164937,-1.166517,0.055774,-1.888019,0.720315,-0.542441,-0.563329,0.508187,-0.640707,-0.468861,-0.055553,-0.95941,0.032429,-0.048023,0.165919,0.728418,0.441717,0.972254,0.536885,-0.041617,-0.377829,-0.132387,0.01513,0.230225,0.066792,-0.295327,0.160588,0.045404,-0.375367,0.184166,-0.169677,0.459791,0.062494,0.963146,0.856631,0.299939,0.686016,0.918409,-0.106665,-0.904649,-0.25702,-0.650541,0.030259,-0.298793,-0.137252,-0.713469,-0.210378,-0.991337,-0.794774,-0.402205,0.594691,-0.230513,-0.775946,0.355056,0.656411,0.600368,-0.515649,0.714494,-0.372504,0.317214,-0.008738,-0.407915,-0.587247,-0.659701,0.478481,-1.127726,0.546494,-0.305178,0.142204,0.599546,0.521333,-0.468492,-0.574011,-0.784102,0.267699,-0.264424,-0.070957,1.155202,-2.134597,0.430344,0.40294,-0.238942,-0.607358,-0.507623,-0.882691,-0.571902,1.048875,0.023709,-0.187852,-1.510164,-0.309345,-0.324673,0.561838,-0.915398,-0.17319,0.008383,-0.7205,-0.152824,0.609543,-0.030495,-1.353834,-0.58834,0.340096,-0.006113,-0.810792,0.915615,-0.254923,0.531003,0.571841,-0.442717,-0.412968,-0.478444,-0.022874,-0.692118,1.055538,0.831097,-0.196737,-0.477835,0.788587
TCGA.AA.3856.01A,-0.131083,-0.6382,-0.026691,-1.127801,-0.512521,0.502181,-0.198052,0.2038,0.628171,0.508188,0.022179,-1.030798,-0.90665,0.460488,-0.108606,-0.206223,0.631861,0.258047,1.097611,0.627669,-0.211934,-0.189501,0.622597,-0.677567,0.773841,-0.223675,-0.45242,-0.359208,-0.395087,0.964262,0.52761,0.013195,-0.611155,-0.290925,0.41522,-0.223712,-0.320423,0.136715,0.035935,-0.614452,0.266418,1.420282,1.549628,-0.529235,0.336563,0.386982,0.232997,-0.43178,-0.009687,-0.425891,0.846866,-0.860155,-0.602922,-0.240319,-0.050305,0.027279,0.454213,-0.01191,-0.09321,0.751683,-0.103003,-0.044357,0.107039,0.298161,0.034353,0.028411,1.134302,1.213303,-0.209535,-0.735468,0.163407,0.333694,-0.886877,-0.490419,0.007046,-0.73031,-0.173584,0.903923,1.706192,0.173942,-0.126432,0.360968,-1.02142,-0.135781,-0.811577,-0.173159,-0.40292,0.714603,-1.6199,-2.341472,0.215504,-0.583923,-0.920438,0.475502,0.684161,0.152358,-0.213131,0.295396,1.286973,0.207253,-0.019956,0.286865,0.057374,-0.004354,-0.230942,0.615671,-1.044844,0.226747,0.472712,-0.043753,0.665058,0.270292,-0.272019,-0.056592,-0.573479,0.231347,0.073128,0.083366,0.334782,-0.311559,-0.86953,-0.235548,1.495081,0.097778,0.530496,-0.661858,1.980076,1.385672,-0.91836,0.54953,-0.241795,-0.047072,0.189657,-2.419777,-0.786428,0.389646,-0.113376,0.584637,-0.140952,1.084885,-0.034876,-0.586513,-0.425365,-0.709888,0.688809,0.113503,0.230275,-0.277564,0.061091,1.399162,-0.478705,-0.147985,0.919983,-0.606492,0.723151,1.186084,-0.250705,-0.086231,-0.893701,-0.596117,-1.367387,0.085025,-0.320953,-0.789722,0.863065,0.16439,-0.027732,-0.349506,0.164311,-0.255992,0.722352,0.328684,-0.029393,-0.081873,-0.860356,0.146472,-0.058993,1.597865,-0.063321,0.706777,1.627341,-1.311658,1.341366,-0.027673,0.2694,0.611167,0.096725,0.319735,0.195144,0.794045,-0.350789,0.994981,0.583327,0.133496,0.316595,-0.318315,0.526422,0.091442,-0.369011,-0.641531
