Row,PTPLB,KIAA1522,TGFBR2,MANBA,NAT10,CLCN5,IL8,SLC29A2,IDH3B,EPHX2,PEPD,IGFBPL1,RAD54L2,CIR,UBE3B,KCNH3,C16orf54,AQP9,TRIM42,AMPH,SRF,EBI2,CSNK2A2,HBXIP,PLXDC1,PFKP,SH3GLB2,ERCC3,C6orf65,TNNT3,PDE1B,NTRK2,C7orf50,STRN,MYCT1,WDR76,TIGD4,FADD,CISD2,PIGF,MAF1,TMEM117,HOXB2,DRG1,ANKRD53,C8orf45,TXNIP,TPD52L3,PMS1,IGF1,MAPK8,ZNF511,KIAA0408,ARNTL,VAMP5,PNN,JUNB,PUS3,KCNA2,HOMER2,RALGPS1,CYP11B2,C16orf14,GNB3,OXR1,SAA1,OR4K1,PRPF19,TNP2,RBM28,KLHL17,CYB561D2,RBM18,LACRT,RALB,DIP2A,ZFP36L1,TMEM131,DHX9,WDR4,EPHA10,LOC728378,RNF12,STMN4,LYZL1,HEMK1,IL31,FTO,TMCO1,RPAP3,LDLR,TMC1,TGFB3,KRT26,CD300LG,PPP2R1B,ABBA-1,ERC2,LILRA3,LOC285074,CCBP2,RACGAP1P,C2orf33,SNIP1,PDS5B,OR2F1,PLP2,CD37,MFAP1,GYLTL1B,C10orf11,VEZT,RSF1,ACCN2,SLC23A1,IL25,TMEM74,CRCT1,SLC25A40,PTCD1,HAAO,SFRP4,SLC19A1,PCDHB18,APOBEC3H,MINPP1,AADACL4,QRICH1,BRCA2,CXorf38,PLXNA3,MAMDC4,ST6GALNAC1,CDH23,ENTPD6,MGC35440,SLC1A6,DNER,ACVRL1,TRAP1,SETD2,SDPR,SASP,SLC17A6,EEF1E1,CTR9,FXYD1,FLJ39822,SMPD1,OR13F1,GRRP1,UPF1,KIAA0146,OR51D1,MYF6,DUSP2,GHSR,ARRDC3,SNX12,FIZ1,TDRD9,ZNF81,IFLTD1,IRX5,PDHA1,ADCYAP1,ARID5B,NFKBIE,NOSIP,TSN,NEK2,RELN,RABL3,TM4SF19,TBC1D1,SMU1,ENTPD8,CARS,SDC3,KIAA0586,MGC10334,PGBD1,PRL,BRMS1,D15Wsu75e,SLITRK3,RAB6C,CCNB2,ZNF682,GRID2,HTR1B,HD,RPLP1,SERPINA13,CENTG1,PDK4,MARCH1,LOC339483,C19orf2,CARD10,MGAT5B,CADPS,VENTXP1,APBB3,CXCL3,C1orf201,ZSCAN5,FGFR2,CEP63,ITM2A,JDP2,C6orf120,UCKL1,OR1L1,C12orf59,ING2,TRPM5,C5orf4,KIAA1826,KIAA1967,C14orf105,PAPPA,MUTED,C21orf109,LMO3,FAM120C,ARID5A,GCNT1,PRDM7,CHST10,RPL4,C6orf170,PLD4,SLC35A1,ESRRB,CTNS,SRCAP,SOCS3,FLJ20160,ADRBK1,TRNT1,OR1C1,WDR51B,FOXO1,IGFBP2,PLIN,SAA4,KIAA1524,C15orf29,OR51A7
TCGA.D8.A147.01,-0.246999,-0.33248,-1.030279,0.114279,0.926995,1.615363,0.070034,-0.558997,1.455735,-1.182108,2.33804,1.193006,1.519677,0.848109,-0.036394,0.605102,0.247282,0.479748,-0.826249,-0.210075,0.596268,0.543379,0.905122,-0.223357,-1.066279,0.550892,-2.208334,1.759882,0.286414,-1.121621,-1.07702,-0.334922,-1.295664,0.576107,-2.227927,0.20409,-0.086193,-0.306657,1.134093,-0.409698,0.02511,1.20409,-0.2731,1.231006,-0.747097,1.131439,-0.084495,-1.139955,3.312811,-1.309466,0.432905,-0.453176,0.413951,0.169428,-0.519293,1.726088,-1.135326,-2.389006,-0.145257,-0.97362,-0.301508,0.573432,-1.802387,0.726782,-0.09166,0.542231,0.319027,0.301407,-0.227854,1.323531,1.041202,-1.60206,1.017491,-0.600339,-0.798867,0.801387,-0.038814,0.12981,0.109466,2.448897,0.503717,-0.765933,1.287582,-0.660541,-0.076876,-0.177889,-0.922798,-0.818881,-0.040729,0.281235,-1.520107,-0.355515,-1.514583,-1.700365,-0.875853,0.564356,1.888718,1.725624,1.060703,-0.530693,-0.136451,0.40751,1.863773,1.116117,-3.689626,0.336601,1.657443,-0.099477,-0.389994,1.524822,1.474677,-1.011555,-1.311586,0.812808,-2.39373,-0.616993,0.847874,1.70544,0.568013,-0.429899,-0.03238,-0.111186,1.009946,-1.282459,1.174921,1.077427,-0.651212,-1.195501,-0.371189,-1.255413,-0.217184,0.223204,-1.265744,1.322056,0.671835,0.377475,0.153572,1.728264,-1.265542,-0.214711,-1.873298,-2.338193,1.925551,0.586371,0.411505,-0.895111,-0.161771,-1.560311,0.720612,1.236685,-1.412924,2.214878,0.189193,1.587708,-0.112701,0.217893,-0.472936,-0.2401,-0.359705,-0.81866,-0.463451,-0.585051,-0.920524,-1.33847,-0.901858,2.433773,0.001144,1.05316,0.394881,1.526889,0.399303,-1.35653,-2.97,-0.214965,0.859995,1.161034,-0.497427,0.161869,-0.994993,1.357598,-0.263959,1.087872,-0.587095,-1.314441,-1.002032,-0.343967,-1.586749,0.988563,-0.128581,-0.161093,-0.052119,-0.143343,-0.095808,-1.593004,-0.639522,-1.526676,1.001673,1.351854,2.010369,0.78272,1.054415,-0.644454,0.334507,-0.605384,-0.506008,0.110555,1.299731,1.586524,-1.12496,-0.389895,-0.189814,-2.048711,1.090066,-0.822981,1.005786,-0.355355,0.233418,0.805652,1.571008,-1.281529,-1.573727,-1.042616,-0.303263,1.270036,0.266567,2.064599,0.183121,1.496154,0.41747,1.801346,0.223839,0.467312,-0.606555,0.632045,1.282499,-0.400297,0.612199,-0.281386,-0.721603,-0.694207,-2.972577,0.242509,-0.815312,-1.683189,-0.102229,-1.728369,2.292157,1.607806,2.312192,-0.454024
TCGA.C8.A138.01,-0.070014,-0.617102,-0.172592,-0.606988,0.777451,0.733218,-0.994863,0.711625,-0.623049,-0.460885,-1.664269,1.920599,0.115575,0.111538,1.90281,3.285749,0.80617,-0.905324,-0.379661,-0.620612,-0.811493,-0.166868,0.044359,-1.076937,-0.475664,-0.749625,1.360622,1.985948,-0.170699,0.068854,0.464278,-0.750715,1.279542,-0.68735,-0.135357,-0.917176,-0.048625,-0.018625,-1.806284,-2.048531,0.165723,0.909755,-0.068636,-1.844537,2.308786,0.532405,-1.851024,0.386578,1.10188,-0.316962,0.710621,1.515875,0.235316,-1.143571,1.286606,-0.471267,-0.242506,-0.538224,0.043579,-0.283367,-0.253102,0.614309,0.598195,1.076725,-0.018805,-0.346338,-0.623299,0.609576,0.167022,0.078999,1.897245,-0.5173,-0.933221,-0.171307,0.368901,0.83478,-0.313518,0.005577,-0.959799,-0.375285,-3.334706,1.307616,-1.191027,-0.538644,2.151311,0.5073,-0.6013,-1.026796,-2.15392,0.30799,-0.641163,-1.291464,1.035219,-1.508169,-0.650869,-1.038612,0.800184,-0.894025,0.435174,-0.601057,2.275027,0.557837,-2.375749,-2.604839,0.826268,-2.719174,0.633944,1.338847,-1.59309,-1.036318,-0.594446,0.487896,-0.468856,-0.412948,3.468484,-1.197378,0.016376,1.087963,-1.417617,-0.268385,-0.326793,-0.104414,-0.856446,-0.206314,1.597708,-2.083119,-1.395268,0.627776,1.989851,0.351333,0.131485,0.033331,2.950587,1.02409,0.438436,-1.212367,0.175266,-0.450745,0.178189,-0.221541,0.9778,-0.340639,-0.004298,-0.628044,-1.850008,-1.142032,0.246134,-0.2468,-0.732479,-0.462432,0.178156,-0.5282,-1.679489,1.475288,0.164667,-0.374478,-0.417643,-0.647126,-0.480746,1.742971,0.428439,0.824601,-0.260046,0.405446,0.360095,-0.804256,-0.925658,1.017107,0.409323,-0.235048,1.515306,-0.223234,-1.272774,-0.075805,0.303193,0.354388,0.759525,0.748089,0.38816,1.174272,0.486273,-0.752879,-0.346696,2.629753,0.888794,-0.147154,0.332716,0.146933,-0.598837,0.45794,1.711923,-0.30004,0.001365,-1.815731,1.059711,-0.581999,0.181224,-0.745249,-0.819604,-0.538855,-0.642512,-1.305179,0.767762,0.418731,-0.657706,1.626938,-0.83544,-0.133432,0.951164,0.276348,0.395998,0.009562,-1.036454,0.049943,0.350431,-1.104909,1.448524,-0.553378,-0.241443,0.864587,0.484312,0.029518,0.078923,-2.380651,-0.956874,0.810055,0.481175,0.493169,1.013165,0.056961,-1.041184,0.427349,0.496889,-0.630428,0.677528,0.306104,0.945295,0.183088,1.171752,2.659744,-0.478907,0.269268,-0.475714,0.214302,1.904617,0.051654,-0.151206,-0.752127,-1.609386,-1.264908
TCGA.D8.A140.01,0.651486,0.181798,-0.203163,0.460363,0.074079,1.203283,-0.289012,0.346574,-0.241387,0.264463,0.401069,-1.168283,0.498865,-0.103955,-1.598427,-0.359373,0.028302,0.229119,2.634418,0.801457,-0.86459,0.330667,0.60342,1.161629,-0.047783,-0.604011,-0.392893,-1.042139,-0.348425,-0.14585,-0.116027,-0.048616,-0.343859,-0.137406,0.432249,0.588823,-0.132601,0.136375,0.953533,1.220101,-0.356556,-0.126133,-0.032408,1.12807,-1.081163,1.106668,-0.563215,0.424089,0.772978,-0.167258,0.462257,-0.205212,-0.373052,0.917545,-0.295679,0.06475,-0.150676,-0.85403,1.602775,-0.12117,-0.034307,-0.126978,-0.292172,-0.166802,-0.11272,-0.10274,0.239554,-0.046012,2.439698,-0.409945,-1.574588,0.89572,0.372227,-0.713062,-0.762896,-0.699293,-0.318443,0.574624,0.699436,1.803138,0.268601,0.693568,0.263607,-0.710508,0.365135,0.831362,1.18412,0.113592,1.027803,0.616883,0.295759,0.729324,-0.086413,-0.725042,-0.380528,-1.557804,-1.003193,-1.062752,0.268366,-0.960418,-0.447114,-0.340436,1.506028,0.426068,-1.347925,0.274035,0.52337,0.175784,1.067262,0.721245,1.865182,-1.283739,0.603967,-0.160275,1.366445,-0.429382,0.671097,-0.9965,1.22029,0.656771,-0.20314,-0.668708,0.385234,-0.522069,0.902317,1.73799,0.06323,0.455643,0.216221,-0.653436,-0.745961,-0.849579,-0.439958,-1.134899,0.083117,-0.708416,-0.553742,-0.803603,-1.159722,-0.6775,0.39636,0.18938,-0.790453,-0.013308,-0.271619,1.108415,0.134661,-0.202632,0.511848,-0.013748,-0.492957,0.906993,1.040084,0.11044,0.634798,-0.331126,0.75978,0.69312,-0.130206,-0.986798,-0.478437,0.102642,0.258175,0.954168,-0.719981,1.148097,-0.144562,-0.915279,1.367322,-0.68836,-0.029374,-0.511422,-0.105232,0.001185,-1.420855,-0.290792,0.053843,-0.492949,-0.143637,0.638706,-0.401693,1.653167,-0.663,-0.115837,-0.081577,-0.533251,0.271447,0.222681,-1.172615,-0.656618,0.451383,0.147107,0.291089,0.450883,0.790617,0.32954,1.053402,-0.199907,-0.415749,-0.092981,0.157416,-0.1237,0.365754,-0.959029,-0.44709,-0.123564,-0.694307,0.162107,0.47738,0.30861,-0.328969,-1.356233,0.39206,1.39276,0.257768,-0.581053,-1.117986,-0.720671,0.502873,-1.671479,-0.34445,0.196579,0.27993,-0.113992,-0.007534,-1.43902,-1.316934,-1.485856,0.673063,0.073288,-1.109671,-0.92356,-1.116036,-0.215797,0.884618,1.754664,-1.120077,-0.906121,-0.18968,-0.087991,1.130529,-0.161629,-1.531948,-0.15587,-0.884231,0.421624,-0.112138,-0.398959,0.834045,-3.190063
TCGA.E2.A15H.01,0.878812,-0.687857,-1.35354,0.721478,2.147583,-0.955919,-0.910986,2.146958,0.865009,-0.624926,-2.096616,-1.245991,0.466924,-0.774782,0.970888,-0.717955,-1.282306,-0.096461,0.278469,1.033042,-0.720817,-1.544182,-0.174744,-0.361503,-0.119042,0.206961,2.505465,0.668968,-0.713475,-0.381679,-1.107935,-0.397701,1.720733,-0.338109,-0.696103,0.682552,0.509742,0.455055,-0.609384,0.702099,2.364487,-1.116657,0.650948,-1.355457,-0.250927,-0.633269,-0.894111,-0.308051,-0.499163,-0.568096,-0.41266,2.083461,-0.451772,-1.095233,0.091585,0.677582,-0.582045,0.809401,-0.634384,1.535272,-0.277305,-0.968886,2.675007,0.909779,-0.245623,-0.391768,-0.177317,0.009107,-0.395341,0.166587,1.280225,0.959188,0.301235,-1.208647,0.143755,0.453196,-0.456323,-2.142741,0.305665,-0.316128,0.170378,0.973319,-1.803709,0.500499,-1.148581,1.321338,0.320429,-0.198445,0.572002,-0.588287,1.404738,0.173407,-0.670242,1.309365,-0.494973,0.107646,-0.063716,-1.239534,-0.092546,-1.047368,-1.905842,-0.385798,-0.900593,-1.950462,-0.301035,-1.823344,0.985377,-1.246058,-0.847288,-0.904331,-1.610033,2.177527,-0.045859,-1.15144,0.471062,-0.819963,-0.001782,0.029911,-0.86535,0.697319,1.536255,-1.05163,0.279394,-0.236386,-1.589802,-1.625054,-0.567305,-0.438265,-0.116843,1.120623,1.788241,-0.430995,-1.211211,-0.233785,2.050732,-2.121923,0.074649,-0.722788,-0.66342,2.976358,1.60469,-0.379024,-1.696707,1.220836,-1.063704,-0.614036,-0.826406,-0.15495,0.1701,1.79754,-1.333384,-0.187033,0.726829,-0.377884,-0.850574,-0.188994,-0.362349,-0.325316,-0.100246,-0.844622,0.863255,-2.043148,-0.307726,1.221079,0.190375,-0.92914,-0.699172,-0.714158,-0.001405,-1.956647,0.667478,-0.231446,0.357433,-0.866308,-0.217101,0.257099,1.026838,1.429505,-0.729859,0.917443,0.815109,-1.932756,-0.442217,1.590327,0.001883,-0.124097,-0.503041,0.035892,-0.583049,-0.51674,0.022871,2.471232,0.66696,2.507392,-1.977537,-0.034264,-1.690334,-0.89761,-1.496808,0.312238,-1.290993,-0.975375,0.871119,1.307124,-0.579314,-0.771339,-1.250108,-0.656193,0.367263,-0.609174,-1.350114,-0.41742,1.714525,0.022084,-2.00643,-0.793533,-0.320321,-0.441433,-0.659739,0.345066,0.629917,-0.473743,-0.854236,1.304908,0.198565,1.329671,-0.728592,-1.35797,0.896706,0.766378,0.998922,-1.411835,-0.479597,-0.038098,1.207717,-1.271323,0.467569,0.415916,-0.005293,-0.299384,0.215056,1.258685,-0.094272,-0.060321,1.891854,-1.1069,-0.894722,0.434517,-0.865228,-1.308589
TCGA.D8.A145.01,-0.993164,1.515361,1.484848,-1.665804,-1.296567,-0.901594,-1.175436,-0.689421,1.714634,0.112795,0.86348,-0.505201,-0.338071,-0.693211,-0.701573,-0.340537,3.089112,-0.910411,1.387888,0.744418,0.011438,0.017341,0.551252,-0.612585,-0.018617,-0.788097,0.915026,0.138755,0.592459,2.078775,-0.050666,0.782552,-0.605958,0.6044,1.452364,-0.695836,-0.032419,-0.526885,-0.333953,-0.749009,-0.042268,-0.366888,0.619475,0.245764,-1.024208,-0.381984,0.502598,0.100053,1.834636,1.42218,0.355009,-0.507835,0.665049,-0.535035,0.309202,-1.516371,1.037783,0.147646,1.303194,-0.159637,0.375369,1.137062,-0.126453,0.765308,-1.297327,0.836742,0.073621,-0.931265,-0.353775,-0.432673,0.287025,-0.602948,-1.451874,-0.490073,-0.187138,0.160798,0.516927,1.641814,-0.433856,-1.61871,0.838216,1.221459,0.540127,-0.67317,-2.41875,-0.729642,0.781675,0.10665,-0.405296,0.034364,-1.436309,0.680819,1.417409,-2.465706,0.138526,-0.699021,-0.53113,0.371928,0.118997,0.411688,-0.591679,-0.390018,-0.147279,-0.708293,-0.786263,1.029803,0.296987,1.262409,1.387172,-0.405768,0.559174,-0.25328,-0.422606,0.418126,-1.059317,1.49664,-0.23178,-0.243351,-0.425118,-0.073082,1.002778,1.557397,-1.856576,1.057566,0.595581,1.280577,-1.084319,-0.719735,-0.801974,-1.795716,0.572517,-0.377054,1.047443,1.401575,0.203809,-0.192876,-0.319405,-0.234906,1.120048,-0.33797,0.029044,1.274907,0.352015,-1.428654,-0.325432,0.424419,2.768386,0.810232,-0.25303,0.236339,1.163625,0.290602,0.790542,-0.815267,-0.698845,0.215725,-0.827464,-0.072888,-1.480234,0.426303,-0.013649,0.825782,-2.844901,0.308057,-1.136255,1.029715,0.325869,-0.853776,0.154834,-0.886479,-1.50232,0.537098,-0.130993,-0.161109,-0.132413,-1.470209,0.016143,0.267563,1.674265,-0.017635,0.509303,1.412722,0.102671,-0.545237,-0.881834,4.66958,-0.224455,-1.460364,0.950134,-1.283092,-0.802015,0.252181,-1.624676,-2.212184,0.043964,0.063457,0.862176,0.784903,0.245001,-0.014077,-0.764757,0.101908,-0.213522,0.734271,0.217379,-0.923947,0.18219,0.031316,-0.022099,1.598081,-0.420817,0.4481,0.193732,0.320178,-1.513571,0.834826,0.091085,0.774284,0.388815,-0.806848,-0.109933,1.805558,0.919385,-1.654943,0.237922,-0.970873,0.247277,1.247429,-2.15391,0.546455,0.789292,0.437455,1.371668,1.692169,-0.567887,0.736556,0.120458,0.023772,0.106507,-0.382151,-1.112457,-0.077233,0.051962,0.823033,0.298022,1.160499,0.518904,-0.093565,0.516158,-0.681167
TCGA.BH.A18G.01,0.56494,-0.156191,0.626783,0.857273,-0.318344,-0.428715,0.66702,1.848462,-2.410725,0.200331,-2.528008,-0.012197,-1.548802,1.212742,-1.217898,-0.397743,-0.899909,-0.331659,-1.207808,-0.693074,-1.320101,-1.742005,0.534733,-0.515278,-0.839579,1.032081,-0.362041,-1.245895,-0.928169,-1.46749,-0.411921,-0.830213,-0.065159,-0.351371,-2.194898,0.565074,-0.039049,-0.517935,0.032064,-1.078783,-0.486289,1.827408,-1.268132,-2.408777,0.652695,-0.804285,0.126481,0.038805,-0.937242,-1.681504,0.292918,2.684375,-0.140524,-0.451849,-0.143272,1.970994,-0.626521,1.200333,-1.123748,2.151588,-2.61951,0.317951,0.737075,0.883025,0.921198,0.163573,-0.229426,0.293056,1.074747,-0.168799,2.985036,-1.331467,0.215773,-0.487126,0.743133,0.464192,0.557025,-2.255864,-1.116209,0.979004,0.033872,-1.246717,0.58234,-0.377213,0.074545,-1.365057,-0.505844,-0.93292,-0.80891,-1.23526,1.807651,1.47125,-1.394265,1.204949,0.32386,-0.007232,2.528582,-0.783986,-0.233574,-0.756864,-0.706255,-0.307206,0.207579,-1.742377,-1.523243,0.822198,-0.199209,-1.062275,-2.357536,2.928168,2.153243,-1.609312,0.193506,0.872601,-1.034416,-1.165012,0.806967,0.698525,0.30533,0.654068,-0.572923,-1.556175,1.034655,-0.980451,-3.037016,-2.602714,0.53027,-2.480217,-0.407562,1.392692,1.528471,0.834681,-0.624079,1.84461,0.479895,0.825362,0.322452,0.584883,-1.285963,0.967793,-1.055939,-1.415111,-1.391865,0.646598,-2.073268,-1.128648,-1.257025,-0.509134,-0.767273,1.039925,-0.773977,0.311667,-1.501739,-0.116156,-0.066346,-0.484406,0.997216,2.569895,1.763908,-1.303293,0.744248,0.842325,-2.880856,0.877674,-0.574577,-0.80236,-0.35897,0.270945,0.247395,-1.144691,0.553742,-1.030706,-1.912274,-0.633531,2.948125,-1.437642,0.526704,-0.332657,-0.606364,1.083474,1.023704,-1.615887,-1.069729,-0.519502,3.026006,-0.476647,0.078064,0.722796,-3.243085,-0.095619,2.699287,-0.688003,2.991414,-0.267781,1.155053,-0.716009,-1.693726,0.898039,-0.162218,-0.966006,0.498977,1.050847,0.159042,0.456835,1.562194,1.165524,1.750031,-1.90127,-0.866892,-1.470594,0.443809,0.062478,-0.042885,0.896865,0.561272,-0.150708,0.729318,0.027488,-1.734238,-0.072715,1.176035,-0.993796,-1.493939,-1.432518,-0.318431,2.770613,3.514082,0.939009,2.012345,-0.182288,1.536935,-1.506917,-0.255652,-0.627301,1.120471,0.395163,-0.91849,0.788204,1.614515,0.381771,0.9258,1.02128,-1.259741,-0.942017,-1.067506,-1.450359,0.17655,-0.016202,-1.235709,0.714253
TCGA.D8.A142.01,0.56696,-0.458601,0.210112,0.693931,1.804663,0.660597,0.098573,1.476688,0.048507,-1.279543,0.834848,0.019326,0.968913,-1.098021,-1.121273,-0.709933,0.729363,1.144982,-0.622542,-0.239207,2.659149,0.678239,-0.249518,-0.199661,0.748652,1.662277,0.220187,1.817886,1.069477,-0.997753,0.396267,-0.912218,0.342326,1.524805,0.270402,0.332651,-0.640877,-0.411889,0.093883,-0.457382,0.020088,1.187658,-0.664705,0.63082,-1.051042,0.334713,-0.13444,-0.604152,-0.096336,-0.35736,-0.585385,-1.584348,-0.037178,-0.880334,0.112322,-1.419712,-0.216598,0.128169,0.275956,0.70064,-0.225672,-0.467357,-1.09265,0.355436,1.356906,-1.055314,0.283221,0.184487,0.27277,1.215431,0.896406,-0.530608,0.21532,-0.626125,0.979114,2.420574,0.010957,1.277398,0.566807,-2.121093,-2.398883,1.25617,0.509531,1.024874,-0.036203,0.317558,-0.938071,-0.790785,0.67582,-0.577342,1.950601,1.402498,-0.221015,-0.126653,-0.54874,0.343006,0.729704,-0.419491,0.39423,1.507362,2.248882,1.132247,-0.072207,-0.122484,0.72936,-0.013199,0.00623,0.329486,-0.822755,1.980711,-0.612536,-1.607916,0.024834,0.517942,-0.469794,-1.113447,0.188561,-0.144913,0.109426,0.113436,-0.285576,0.545785,0.387078,0.216841,-0.110732,-0.946911,-0.802368,-0.264655,0.361174,0.481466,1.565416,-0.206168,-0.707873,-0.635372,0.747076,1.012973,-0.408614,-0.674787,0.659638,0.689729,-0.015663,-0.481896,-0.440574,-0.829494,-0.943624,-1.339108,-0.828506,1.111548,0.282738,0.537914,-0.620454,-0.881732,0.71344,0.020856,0.091462,-0.643723,-0.394875,0.711237,-0.228477,-0.806297,-0.420697,-0.483433,-1.184716,-0.506121,1.764533,-0.854237,0.195828,2.363803,-0.9861,2.315795,0.039618,-0.234731,-0.675763,0.55638,2.48967,-1.001173,0.217279,0.94408,-0.473469,-1.128545,-0.267059,1.595699,-0.579927,0.175355,0.39083,-0.395637,0.975091,-0.088492,-1.084103,0.929656,0.047868,-0.552164,-2.227199,0.323187,-1.277793,-1.087689,0.432235,0.815048,0.045692,0.275594,-0.990315,0.471511,-0.197898,-0.619513,0.538016,1.656741,-1.085219,3.475692,-0.060216,-0.420426,0.130269,-0.924386,0.823975,1.754931,-0.134371,0.05149,0.288238,-0.732718,0.730256,-0.373295,0.551201,0.729443,1.405173,-0.687018,0.545209,1.315317,-0.52893,1.58155,-0.031362,-0.687444,-1.187377,-0.04393,-0.043742,1.347072,0.567272,0.026782,-0.839168,0.099176,0.252616,-0.249798,-0.499044,0.413358,0.228148,0.740128,0.407872,-1.559007,-0.884235,0.330853,-0.036803,-0.683549
TCGA.D8.A141.01,-1.427766,-0.167583,0.959668,0.17946,0.179276,-0.549186,-0.529776,-0.192601,-0.933302,1.147974,0.823872,0.970146,0.554546,-0.099085,0.109849,-0.174152,1.054564,0.008335,0.812808,1.107218,0.511526,1.017516,-0.995512,-0.616619,1.428423,0.002026,0.225256,-0.280655,0.918409,0.293928,0.304407,-0.381317,-1.104498,-0.680277,0.484588,-0.98019,0.436079,0.071148,-0.739143,-0.243556,-0.501773,-0.396179,0.785332,0.183132,-0.589922,-1.281606,-0.508459,-1.288139,0.413958,0.519024,-0.668926,-0.2902,0.655764,1.444207,1.01827,-0.383962,0.669745,1.179928,0.005244,0.068338,-0.260686,-0.718121,-1.006169,0.504188,-0.610041,-0.361892,-0.031179,-0.187987,-2.029858,0.146076,0.491486,0.085989,1.235443,-0.43629,1.170672,-0.137302,0.461881,0.03709,0.339509,0.325794,-1.186179,0.342536,0.112179,-0.690466,-0.919245,0.653093,-0.453152,-0.287692,-0.224863,-0.360873,0.279915,0.336217,1.113743,0.734499,-1.213178,0.010981,-0.213972,0.16724,1.078142,0.627807,0.085011,-1.065174,0.314989,0.066972,0.827679,-0.273417,-1.043449,1.206574,0.211553,-1.091351,-0.173857,0.538843,-0.360658,-0.756758,0.010378,0.875661,0.379322,0.991123,-0.627986,0.104651,0.933296,1.019393,-0.907707,0.872409,1.461178,-0.201702,0.553714,0.180083,0.03951,-0.070641,-0.314165,0.920987,-0.755756,-0.334949,-0.933397,-0.795488,-0.45088,-1.127528,0.839408,1.09593,0.741633,-0.129215,0.047173,-0.081843,-0.67411,0.174729,-0.8642,0.315679,0.357339,-0.745618,-0.460206,-0.273584,-0.450014,0.215834,0.052706,1.29859,-0.118408,0.119956,-0.577819,-0.787752,0.439018,-0.198667,0.842836,-1.251438,-0.564851,-1.151817,0.009826,1.489687,-0.599881,-0.728423,-0.822066,-0.190385,0.141393,-0.036226,0.395331,-0.009507,-1.02363,0.839785,-0.419918,1.545536,-0.271488,-0.474322,-0.343021,-0.411318,0.053396,0.346957,-1.199026,-0.768402,0.145239,0.133543,0.063937,0.249834,-0.503215,0.36105,0.039561,-0.149251,1.24802,0.0803,-0.599727,-0.779044,-0.66245,1.316255,0.366355,-0.051369,-0.567407,-0.31962,-0.540247,0.100527,0.096489,0.810085,0.888956,-0.266578,-0.795706,1.092809,0.355803,-0.026354,-0.289642,0.001462,-0.253437,0.295279,0.178828,-0.725286,0.2373,-1.20114,-0.798166,0.091122,0.066891,-0.060452,1.003374,0.281215,0.255229,0.252801,0.512464,0.234154,0.222122,0.778387,-0.345936,0.134632,0.208037,-0.283352,0.28502,-0.173293,-0.540463,1.009155,-1.06851,0.327533,-0.913228,-1.066511,0.075939,0.23773
TCGA.AR.A0U1.01,2.289068,0.011704,0.464115,-0.790118,0.006011,0.774876,1.26234,0.410441,-1.193112,-1.743827,-0.196867,1.190073,0.201901,0.685576,0.333316,3.758046,0.636215,0.333915,1.007113,1.925599,-1.23977,-0.646535,1.214648,0.120495,-0.859465,1.81269,-0.045804,1.19695,-0.572716,0.287975,-1.009009,-0.417847,1.654831,0.913854,-0.508849,-0.75885,0.935515,-0.494339,-0.603569,-0.280197,-0.611,1.069781,0.477165,-1.38051,1.210749,-0.477496,-1.609609,1.281208,0.2377,1.01965,-1.201778,1.711181,-0.759993,-0.719395,-0.352145,-0.340026,-0.852209,0.402702,-0.313269,1.989724,-0.522723,0.880795,0.36474,0.421786,-0.097921,0.690158,-1.958625,-0.248117,-1.361748,1.832431,1.501057,-0.526513,-0.359855,-0.524945,-0.293318,-0.074994,-0.246513,0.086985,-1.801307,1.133444,-2.265083,1.228484,-0.048156,-0.829934,0.910544,-0.594616,0.005804,-1.197358,-2.132639,0.121924,1.4376,0.185639,-1.391242,-0.625789,0.119302,-0.218215,1.117942,0.190974,1.026583,0.278498,1.78904,-0.395293,0.678509,-1.606428,-0.27278,0.429028,-0.331651,-0.265129,-1.574445,1.04165,1.744452,0.331565,-0.390367,0.751086,1.584607,-0.864946,0.663375,-0.103844,-0.602667,0.585138,0.187841,0.645897,-0.02153,-0.292663,0.370762,-1.988055,0.457468,-0.727861,1.254232,1.632598,-1.346318,0.93868,3.93218,0.456097,0.160507,0.245928,-0.442465,1.759083,-0.721899,0.469879,1.446543,-0.037244,0.013165,-0.307696,-0.481982,-1.286493,0.000474,0.43296,-1.246427,0.425742,0.88436,0.393181,-0.239946,-0.038867,-0.497722,-0.487502,-0.308682,-0.662827,0.827936,0.700763,-0.36538,-0.393631,-0.878316,-2.299096,0.152444,-1.160486,-0.10606,0.248323,-0.21388,-0.313801,0.175582,0.082643,-0.494207,-0.706725,1.699419,-0.556715,-0.155114,1.14182,-0.690516,0.406955,1.043855,-1.323562,1.344544,0.178214,1.682661,-0.803025,-0.822792,0.342653,-0.371602,-0.236984,0.945958,-0.042181,0.687728,1.014382,-0.779573,-0.182087,-0.406871,1.652764,-0.149131,2.062033,-0.628213,0.875101,-0.498353,0.425581,1.700371,2.545457,0.763842,0.72601,-0.30699,-0.56035,0.475264,-1.657788,-0.28198,0.559768,-0.154515,-0.581053,-0.158877,-0.331647,-0.065461,0.606373,-0.366067,-1.126925,-0.744438,0.737537,0.800912,0.569112,-0.290429,0.654219,0.22423,0.545455,-0.224176,-0.933206,-0.651627,-0.839031,-0.851677,0.683256,-0.13242,0.064192,0.925047,0.73111,-1.148343,0.401008,2.891197,1.022419,1.380175,0.492517,2.090446,0.365682,0.243891,-0.668459
