Row,EHD3LLL30845,FAM129ALLL116496,MORC4LLL79710,SNORA25LLL684959,DEGS1LLL8560,LIMCH1LLL22998,MYO3BLLL140469,CCDC114LLL93233,HLXLLL3142,TMEM199LLL147007,FAM98CLLL147965,SNORD28LLL9300,LOC283999LLL283999,ADRA2ALLL150,TUBB4QLLL56604,AKAP7LLL9465,RPGRLLL6103,C14orf142LLL84520,PCDHGA8LLL9708,CD300LBLLL124599,PFDN6LLL10471,LOC606724LLL606724,FCRLBLLL127943,SIM2LLL6493,GPR108LLL56927,PCK2LLL5106,XRCC3LLL7517,FLJ45445LLL399844,TMEM37LLL140738,ETV2LLL2116,NEO1LLL4756,SNORD102LLL26771,EEF1A1P9LLL441032,LOC283050LLL283050,GP9LLL2815,C7orf65LLL401335,RPF1LLL80135,SMAP2LLL64744,PPIL5LLL122769,GALR1LLL2587,HHIPL1LLL84439,C8orf31LLL286122,THAP7LLL80764,FTHL3LLL2498,GOLGA5LLL9950,TBC1D3GLLL654341,GRPRLLL2925,FBXO31LLL79791,TSC22D3LLL1831,ACTR3LLL10096,GPR112LLL139378,NAIF1LLL203245,RPRD1BLLL58490,ACMSDLLL130013,C19orf42LLL79086,CNN1LLL1264,PPARALLL5465,NUDT1LLL4521,ZNF853LLL54753,RIC8BLLL55188,HIST1H2AGLLL8969,DHRS12LLL79758,ALDH7A1LLL501,C17orf59LLL54785,SEMA3GLLL56920,TEAD4LLL7004,ZNF160LLL90338,PNMAL1LLL55228,ATXN3LLL4287,VGLL3LLL389136,GRB14LLL2888,CAPZBLLL832,ACE2LLL59272,EYA1LLL2138,DHX16LLL8449,GSG1LLL83445,PAMR1LLL25891,ZNF311LLL282890,C20orf54LLL113278,EHD1LLL10938,GRAP2LLL9402,PMVKLLL10654,PEPDLLL5184,LFNGLLL3955,B3GNT4LLL79369,NEU3LLL10825,AHNAKLLL79026,PIGZLLL80235,IRS2LLL8660,PKLRLLL5313,UNC13CLLL440279,MYO1HLLL283446,CYB5BLLL80777,SUPV3L1LLL6832,SNORD33LLL26818,C19orf34LLL255193,CDKN2DLLL1032,EFHC2LLL80258,ACTA2LLL59,ZNF841LLL284371,CD2BP2LLL10421,QRICH2LLL84074,DSCC1LLL79075,TAGLNLLL6876,FLJ42709LLL441094,ZNF283LLL284349,HBEGFLLL1839,CREB3L2LLL64764,LOC390595LLL390595,SEH1LLLL81929,MTP18LLL51537,DR1LLL1810,UNGLLL7374,CARD8LLL22900,TTLL9LLL164395,FTH1LLL2495,RNF207LLL388591,KCNAB3LLL9196,SULT1A1LLL6817,C19orf21LLL126353,MYCNLLL4613,ECEL1LLL9427,TPM1LLL7168,C12orf24LLL29902,HRLLL55806,INMTLLL11185,SEC24BLLL10427,LOC541473LLL541473,FRMD8LLL83786,CCL16LLL6360,CRNKL1LLL51340,LOC285696LLL285696,LOC646851LLL646851,C4orf39LLL152756,ZNF320LLL162967,IGFN1LLL91156,FAM106CLLL100129396,ACOT13LLL55856,SLC7A2LLL6542,GZMMLLL3004,INTULLL27152,GPR133LLL283383,ZNF117LLL51351,LMCD1LLL29995,TMEM51LLL55092,TNXBLLL7148,MED24LLL9862,RRP7BLLL91695,SOBPLLL55084,FZD8LLL8325,PPP1R7LLL5510,SEPW1LLL6415,FAM27CLLL100132948,SNORD62ALLL26786,FKBPLLLL63943,MRPS23LLL51649,LOC440925LLL440925,HECW1LLL23072,LOC723809LLL723809,PSMD3LLL5709,SNORD60LLL26788,SEMA5ALLL9037,CTNNBL1LLL56259,ADIPOR1LLL51094,COX7A1LLL1346,C14orf106LLL55320,ACBD3LLL64746,GDPD1LLL284161,MYL12ALLL10627,NISCHLLL11188,BAMBILLL25805,VTI1BLLL10490,DUTLLL1854,C14orf93LLL60686,YTHDF2LLL51441,MYOM2LLL9172,SCAMP3LLL10067,CHMP4ALLL29082,LONRF2LLL164832,C3orf62LLL375341,HOTAIRLLL100124700,VSIG1LLL340547,KCNK15LLL60598,CASTLLL831,ENGLLL2022,HECALLL51696,TSG1LLL643432,PNPLA1LLL285848,ARTNLLL9048,L2HGDHLLL79944,CSTF1LLL1477,DNAJB5LLL25822,MED11LLL400569,SLC24A6LLL80024,SARSLLL6301,EFNB1LLL1947,DAD1LLL1603,VASPLLL7408,FTSJD1LLL55783,EFNB2LLL1948,ATP5G3LLL518,GRAMD1BLLL57476,CCNB1IP1LLL57820,FBLN2LLL2199,PRR7LLL80758,FBXW4LLL6468,MAPTLLL4137,HK1LLL3098,OAS2LLL4939,PRF1LLL5551,EFCAB5LLL374786,GHRLLLL51738,LRRC48LLL83450,ZNF333LLL84449,PDLIM2LLL64236,RCE1LLL9986,LRRC33LLL375387,RPL7ALLL6130,CDC40LLL51362,ANXA2P2LLL304,LHFPL2LLL10184,C3orf37LLL56941,GUCY1A2LLL2977,SLCO4C1LLL353189,SULT1E1LLL6783,PHPT1LLL29085,ISOC2LLL79763,MEAF6LLL64769,TMEM179BLLL374395,C12orf68LLL387856,STX2LLL2054,ZMYM4LLL9202,FAM108A1LLL81926,DLEC1LLL9940,GCATLLL23464,SIGLECP3LLL284367,NOXO1LLL124056,MKI67LLL4288,DPY19L2LLL283417,LOC339788LLL339788,ALDH3B1LLL221,C14orf156LLL81892,SERPINE2LLL5270,RBPMSLLL11030,GEMLLL2669,LOC153328LLL153328,GFI1BLLL8328,TMEM63CLLL57156,SNORD6LLL692075,MEP1BLLL4225,HEPHLLL9843,C9orf78LLL51759,CPA6LLL57094,ZNF141LLL7700,CDC20BLLL166979,SFRS3LLL6428,MRPS31LLL10240,SLC6A14LLL11254,FGF11LLL2256,LOC572558LLL572558,F8LLL2157,MARCH4LLL57574,ZFP28LLL140612,RAPSNLLL5913,WDR16LLL146845,CNOT1LLL23019,DNAJB3LLL414061,KRTCAP2LLL200185,NESLLL10763,SESTD1LLL91404,C6orf1LLL221491,LOC100130015LLL100130015,SUMO1LLL7341,SPAG8LLL26206,PATE4LLL399968,BHMT2LLL23743,AZGP1LLL563,TRPV2LLL51393,HNRNPA0LLL10949,HRH1LLL3269,ATG9BLLL285973,ABI3LLL51225,LRP10LLL26020,TP53I11LLL9537,RAMP3LLL10268,LOC100133331LLL100133331,LOC100133161LLL100133161,ZNF442LLL79973,FAM7A2LLL100288380,LOC641367LLL641367,HSD17B8LLL7923,CHKALLL1119,FGD1LLL2245,DNAJC17LLL55192,KRBA2LLL124751,NSUN5P2LLL260294,ASPSCR1LLL79058,NPY1RLLL4886,ZCCHC3LLL85364,HEG1LLL57493
TCGA.BP.4337.01A,-0.383759,0.382818,0.029863,0.769776,-0.323222,-0.964708,-0.177212,-0.211273,-0.141895,-0.278192,-0.180559,0.782278,1.432994,1.321225,0.403968,-1.292198,0.184588,-0.589942,-0.417974,-0.597331,0.682907,-0.381327,-0.297402,0.103608,-0.882383,0.018995,1.039563,3.574578,-0.255112,0.052059,1.938899,3.297387,-0.594022,-0.123342,-0.510936,1.01011,-0.453715,0.152555,-1.063174,-0.220198,0.742951,0.524427,1.735608,-0.148309,-0.673586,1.332057,0.82697,1.50562,-0.343292,-1.370444,0.103282,-0.561357,-1.209252,-0.302817,-1.031588,3.121623,-0.169639,1.255888,0.348602,-1.404892,-0.425516,1.079831,-0.478691,-0.060593,-0.426421,0.975174,-0.33457,-0.243592,-0.34434,1.545022,-0.377587,0.181294,-0.610966,-0.357023,-0.67177,-0.172431,0.07388,0.136185,1.251896,-0.293362,-0.537084,0.596628,-0.032613,0.075371,-0.564255,-1.007103,-0.73566,1.55999,-0.35055,-0.293031,-0.205741,-0.038905,-1.015201,-0.784068,0.304566,-0.695619,0.116859,-0.029989,3.307315,-0.122844,0.058394,-0.122792,-1.24471,3.49475,0.03508,-0.939307,0.017935,0.223199,0.446631,-1.624859,-0.097882,-1.506824,0.48571,-0.97964,-0.093718,-0.367771,1.473018,1.812937,-0.268373,-0.290675,-0.757556,-0.024042,0.140979,-0.35458,0.06195,3.1138,-1.420367,0.854242,0.801507,0.323749,-1.710598,0.302781,0.508756,-0.051213,-0.922209,0.020856,-0.09528,-0.790866,0.016598,-0.226645,-0.021053,1.598391,-0.620864,0.969764,-0.16559,4.135733,1.499119,0.766795,1.018016,-0.208363,1.111602,0.144971,-0.655046,0.781729,-0.322462,-0.428522,-0.311099,-0.159908,-0.85675,0.230269,1.293223,-0.251952,0.354088,-0.681278,0.278731,-1.014451,-1.607487,-0.912158,-0.041527,0.422115,-0.811708,-0.026638,-0.466058,0.664227,-1.400262,-0.062576,-0.306147,-0.64253,-0.359906,0.912598,0.333486,-0.017212,-0.09616,-0.508393,-0.00905,-0.72445,0.080968,-0.061444,0.134242,0.132056,-1.19717,0.645676,0.001868,0.9584,-1.219668,-0.486236,-0.717871,0.02975,-1.495859,-0.813761,0.805622,-0.385093,0.242168,2.725746,-0.230732,0.766068,-0.501873,-0.353861,-1.004668,-0.739924,-0.306725,0.472405,-0.489724,0.286793,0.810384,-0.058566,-0.921729,0.396279,-1.307764,-0.716568,-0.671257,-0.060159,0.141078,-0.443907,-0.373682,1.05013,0.395602,-1.122462,0.033619,0.056371,-0.807815,-0.995808,0.64859,0.040776,-0.263344,-0.196057,0.328589,-0.494388,-0.708698,-0.599907,-0.404663,0.225538,-0.382829,1.282074,1.178864,-0.706176,-0.062598,0.703273,-0.005019,0.312738,0.508918,0.699847,-0.480446,0.011596,-0.016196,-1.250851,-0.754071,0.620147,-0.036572,-0.037245,-0.766012,-0.748061,-0.626112,0.038691,-0.233408,-0.999602,3.123501,-0.157577,0.690272,-1.413113,0.428636,2.282255,-0.594638,1.013984,0.609611,-0.438878,-0.365962,-0.314929,-0.834122,-0.774145,-0.25689,-1.135988,-0.220615,0.123263,-0.876894,3.177369,3.699024,-0.591291,-0.028468,0.327348,-0.449231,1.186579,0.63085,0.826405,-0.237933,1.112264,1.652173,0.553349,-0.863421,-0.592567
TCGA.BP.4166.01A,0.357977,1.482758,-1.082719,-1.12275,-0.238219,-0.819968,-0.408744,-1.013143,0.135129,-0.911918,-0.532094,-0.882258,-0.00539,-0.178882,-0.773473,-0.667913,-0.829387,0.957018,0.967479,-0.625115,0.140599,-1.031175,-0.590684,-0.491522,-0.277702,-0.570624,-0.811797,-0.972761,0.402315,0.905235,-0.45488,-0.507888,0.456671,-0.464105,-0.14024,-1.028935,0.608464,-0.811597,-0.019635,0.104023,0.835802,-0.431574,0.422256,-0.738546,-0.672922,-0.975218,-0.365619,0.757242,-0.32072,0.396209,-0.510017,-1.165883,-0.831609,-0.815997,0.683028,0.213392,-0.661732,0.290407,2.401735,-0.786538,-0.294335,0.61633,-0.943677,0.085629,-0.759984,-0.576034,-0.956271,1.480896,-0.673104,0.174088,-0.355476,-0.433021,-0.853438,-0.238999,-1.257428,-0.319644,0.570492,-0.431954,-0.441886,-0.365391,-0.282918,0.445433,-0.434368,-0.407469,-0.147293,-0.957141,-0.71555,-0.384424,-0.3698,-0.841307,-0.202953,-0.307032,0.119387,-1.525204,-0.111176,-1.240063,1.646773,0.147436,0.535514,-1.031176,0.146004,-1.00505,0.297361,0.930933,0.049776,-1.018557,-0.481732,-0.444808,-1.225934,-0.501656,0.554947,0.215624,-1.448355,-0.212142,-0.81342,-1.357397,-1.156834,-1.036708,-0.523022,-0.439912,0.658896,-0.421593,-0.51691,-0.801705,-0.06704,-0.171611,-0.12977,-0.974385,0.506083,-0.473003,-0.11158,-1.170238,-1.089692,-0.416342,-0.925496,-0.152704,-0.60778,-0.538459,-0.504274,0.178377,-1.328645,-0.481451,-1.2138,0.509663,-0.509037,-0.660932,-1.60693,-1.238138,0.298783,-0.057045,-0.886882,0.826971,-0.357259,-0.884462,0.290554,0.024375,0.482879,-0.431959,-0.511088,-0.760005,-0.648335,1.022193,-0.06715,-0.429136,-0.145309,-0.523879,-0.672579,-0.920377,0.120605,-1.021395,-0.351293,0.323622,-1.077018,-0.256541,-0.454572,-0.143628,-1.157788,0.918048,-0.033493,-1.069145,-0.037192,-0.746801,-0.246299,-1.059253,0.288803,-0.135394,-1.563639,-1.096141,-0.482778,-0.977656,-0.195505,0.429293,-0.954373,-1.249814,1.545688,0.746988,0.894492,0.824839,-0.471523,-0.36184,0.188255,-0.466625,0.93391,-0.62209,-0.398064,-1.054264,-0.647182,0.283076,-0.1771,-0.182236,-1.431339,-0.943814,-0.971171,-0.804029,0.130789,-1.047921,0.206191,0.662734,-0.411699,-0.630527,0.270496,-0.377909,0.522462,-0.829541,-0.446337,-0.041235,-0.285048,0.058311,-0.795149,1.143967,-0.861868,-0.039873,0.830672,-0.597934,1.95714,0.111449,-0.436188,-0.375254,-1.083209,0.07285,-1.107269,0.003965,-0.377997,-0.263654,0.313086,-0.675331,-0.051108,-0.440107,-0.882353,-0.687947,0.42798,-0.376844,0.341812,-1.014631,-0.513927,0.195557,-0.234488,-1.011403,0.044794,-0.332332,-0.527439,0.449502,0.445499,-0.720132,-1.396427,-0.652714,-0.57872,-0.057672,1.799107,-0.482431,0.157024,-0.500594,0.074646,-1.290661,-1.666864,-0.19375,-0.370283,1.256921,0.750467,0.655928,-0.337552,-0.517758,-0.235461,1.761069,-0.772691,-1.288733,-1.15185,0.374579,-0.934518,-0.93256,-0.644625,-0.722831,0.743265,-0.458639,-0.864846,-0.700583,-0.332047,0.015812,0.159078,-0.558006
TCGA.B2.4102.01A,-0.008282,0.078105,1.127483,-0.182855,-0.05132,0.658481,-0.112016,1.523204,1.005778,0.233584,-0.265889,0.813491,-0.248813,-0.496004,-0.174496,1.453768,-0.022745,-1.007834,-0.764115,1.16171,-0.600227,0.471097,-0.263245,0.096568,-0.071982,-0.524966,0.278215,-0.592005,0.694622,-0.145467,0.415781,-0.230444,-0.721798,-0.151628,-0.268494,0.717789,0.418593,0.391829,-0.861518,-0.160864,0.116507,-0.106613,-0.713996,-0.989052,-0.742073,0.060289,-0.230099,-0.136306,-0.656887,-0.066977,-0.058781,0.603795,0.640432,0.301109,-0.896445,-0.444654,0.719151,-1.067428,-0.453968,0.874902,-0.442604,-0.187781,1.121293,0.320866,0.87587,-0.891432,0.687632,-0.045808,0.435391,-0.705485,-0.160156,0.122792,2.550744,-0.291242,1.803465,-0.302503,0.559267,1.02277,-0.431976,1.07977,1.116778,-0.48167,-0.264365,0.188732,-0.84468,0.782801,1.167948,0.738058,-0.540873,0.12176,-0.188488,-0.16654,-0.827192,-0.194195,-0.119491,0.432093,-0.09277,0.713365,-0.386444,0.472668,-0.207051,0.074476,0.051079,-0.591131,-0.569727,1.266058,-0.460866,0.980052,0.774253,-0.46766,-0.931699,0.100727,0.006053,0.788096,1.940911,-0.855967,0.747617,0.524471,0.559585,-0.425802,0.688184,-0.583955,2.044904,-0.564068,-0.344971,-0.07672,0.917657,0.245095,-0.257329,0.16155,0.882379,1.400036,1.051217,0.285479,2.172637,-0.151606,0.06247,0.493493,-0.410991,-0.299664,1.848747,-0.028966,2.009143,-0.683178,-0.310306,-0.330223,0.737582,0.625268,-0.134078,-0.148519,0.256603,-0.632446,-0.227373,2.039464,0.138994,-0.571829,-0.516507,-0.467078,1.171804,0.090341,0.338931,0.171991,-0.636995,0.00012,-0.398925,1.239937,-0.042033,0.31043,-0.32404,0.730788,1.354208,-0.731071,-0.436917,-0.839248,0.481395,0.40564,0.299629,-1.521727,-0.485887,0.7043,-0.602014,0.444679,-0.291257,1.038651,0.044506,0.774161,1.472451,0.300589,-0.533234,0.066968,-0.225429,-0.606902,-0.135585,0.688472,-0.379063,0.431359,-0.935797,-0.12864,0.50768,0.156276,-0.452265,-0.060481,-1.017332,-0.251608,-0.606511,0.298023,-0.363654,0.400417,1.359295,0.092066,2.104418,0.940541,2.620524,0.743084,-0.327973,-0.45189,1.386251,-0.928968,0.953897,-0.47172,-0.043125,-0.137943,-0.186618,1.34952,0.1575,0.076111,-0.835562,0.212684,-0.687387,-0.054159,0.83237,0.91069,-0.104176,4.126885,-0.889861,1.610199,-0.027655,-0.400543,0.197538,-0.478754,-0.313978,-0.952311,-0.195584,1.538373,-0.507825,1.114818,-0.238158,-0.327172,1.217208,-0.689875,-0.077722,0.044162,0.606762,0.582877,-0.009282,-0.462487,-0.018725,0.444606,-0.415309,-0.094133,-0.032335,1.71537,0.771612,0.130169,2.589419,1.341647,-0.466806,-0.705484,0.879869,0.874342,-0.674099,0.514992,-0.319864,1.981715,0.444956,-0.800778,-0.238736,0.240961,-0.382973,0.156164,-0.311606,1.098845,0.12953,0.350906,0.259004,-0.357118,-0.446183,-0.158349,0.501745,0.531214,-0.280633,-0.766872,-0.249732,-0.436292,0.498904,0.164502,-0.573981,-0.239258,-0.127244,0.863454
TCGA.A3.3308.01A,0.771878,0.094478,0.014078,0.541483,0.018166,-0.292894,0.082644,0.118407,1.362056,-0.322014,-0.487665,0.505421,-0.525869,1.166261,0.592511,-0.640354,0.706493,-0.48753,0.348115,0.212422,-0.869677,-0.466375,-0.44919,-0.247485,-0.493692,-0.916823,1.203159,0.801483,0.043194,-0.984497,0.00574,0.139062,-0.229562,-0.165398,0.181076,0.063024,-0.626331,-0.138106,0.337858,-0.257442,0.939442,-0.089097,-0.450851,-0.185497,0.72073,0.805629,0.238638,0.09042,-0.388218,-0.473593,1.632335,0.502738,0.115533,-0.665856,-0.716121,0.117929,-0.173353,-0.529698,0.931703,0.186376,-0.602401,-1.230567,-0.469234,-1.593641,0.495135,0.524971,0.667709,0.868829,0.873358,0.879967,-0.156159,0.709632,-0.948503,0.010716,0.704045,1.076069,1.144757,0.797339,0.333308,-0.476702,-0.400696,-1.330905,-0.42608,-0.254458,3.347117,0.953605,-0.786914,0.45772,-0.536816,-0.675766,-0.191996,0.163956,-0.836103,0.708851,0.90946,0.11935,-0.131589,1.372901,0.521487,0.246532,-0.801374,-0.235923,2.353078,0.113171,-0.042093,0.266291,1.156219,0.554003,-0.263064,2.919036,-0.565633,0.033085,-0.445487,-0.252798,0.011778,-0.145863,-0.158921,-0.156352,-0.875405,-0.492842,-0.645057,0.244858,-0.670997,-0.690899,-0.114316,0.050893,-0.275263,0.360904,0.80368,-0.00754,-0.395705,-0.25537,0.768,-0.233505,-0.132238,-0.002357,1.231338,-0.991145,-0.232079,-0.662978,-0.117898,0.527605,0.943348,0.309092,0.116033,1.664529,1.4969,0.314081,0.318072,0.038522,-1.274493,-0.472929,-0.775742,2.415649,0.055384,0.036116,-0.160214,0.491292,-0.693984,0.441465,-0.224216,1.046666,-1.039649,-0.669765,-0.338241,0.660192,0.378812,0.044552,0.771016,1.280506,-0.697666,-0.380587,-0.596078,-0.546329,1.569159,-0.145626,0.921543,-0.397498,0.281405,0.291342,1.879062,1.028731,-0.295695,-1.011888,0.918165,0.71998,0.42104,-0.190976,1.530373,-0.276092,1.472271,1.909278,-0.691843,-0.672609,-0.703159,0.246029,0.138625,0.214367,-0.537542,0.927588,-0.203198,0.419352,-0.542078,3.369483,0.588857,-0.962622,-0.528077,-0.149976,0.219274,-0.538354,1.207625,-0.715831,-0.200672,0.87275,-0.034749,-0.129098,0.490964,0.035838,0.302877,-0.359681,-0.234257,0.187584,2.092561,-0.397518,-0.274175,-0.19421,-0.540945,-0.882445,-0.356884,0.00341,-0.512849,1.047733,-0.369621,-0.250327,-1.131223,-0.846407,-0.631259,0.885053,-0.457886,0.490099,-0.932578,-0.245427,-0.20514,-0.093572,0.339735,-0.757144,-0.246091,0.26918,0.609101,-0.664924,1.275668,-1.039428,-0.673639,-0.034121,0.288104,-0.158649,0.83371,0.265353,-0.591447,-0.290106,0.233389,0.293294,0.014569,0.214679,-1.315109,0.384105,0.562019,-0.589922,0.343233,-0.406908,-0.389813,-0.063362,-0.637642,-0.109996,1.152734,0.550663,-0.395026,-0.417673,0.133955,0.26724,1.361048,1.072707,1.360496,0.220685,0.793859,0.892935,1.090915,-0.472033,0.514588,-1.624404,-1.014704,-0.62199,1.990189,-0.430945,-0.45388,2.118536,0.590774,0.468722,-0.733072,2.295085
TCGA.B8.4619.01A,-0.909707,-1.204975,0.870281,0.953777,-1.180709,1.420822,0.537561,0.193906,-1.126175,-0.380714,-1.335423,-0.877906,0.015784,-0.110088,-1.016119,-0.86278,0.802415,-0.960919,-1.183864,-1.026906,-0.171229,-1.095059,-0.697316,-0.247971,-0.797435,-0.855679,-0.94393,0.688306,-1.561664,-0.378229,-0.699762,-0.191933,-0.482585,-0.059205,-0.188391,-0.403538,-1.236557,-1.190193,-1.691874,-0.124282,-0.874646,-0.417903,-0.445772,-1.317578,-0.914864,-0.738317,-0.217737,0.330033,-0.66516,-0.641638,-0.507608,-1.211571,-0.800846,-1.149044,-0.6648,-0.565781,1.541464,-0.394177,-0.036943,0.331467,-0.541852,1.116283,-0.658753,-0.851401,-0.233335,-1.67203,-0.540769,0.308396,-1.163325,0.314861,5.203064,-1.940098,-0.964328,-0.366776,-0.031262,-0.331361,-0.632999,-1.098626,0.127783,-1.71878,-1.138141,-0.919926,-0.389639,-0.831197,-0.924721,0.290344,-0.352697,-0.616439,2.595205,-0.953758,0.035602,-0.297756,1.127106,2.464226,-0.327108,-0.222921,-0.717785,-1.129554,-0.805472,-0.732513,0.055688,1.366811,-1.664276,-0.578602,-0.908156,-0.306438,-0.773506,1.275619,-0.542738,-0.883393,-1.234172,-0.858198,3.214762,-1.200281,0.325561,-1.793699,-0.594816,-0.733682,-1.024268,-0.031908,-0.692772,-0.523208,-1.52219,-1.476698,0.433523,-0.682912,2.212854,0.060043,-0.916616,-0.454492,0.364946,-0.52311,-0.519878,-0.903587,-0.696428,-0.152695,-0.231315,-0.288815,-0.265237,-1.245737,0.642835,-0.166276,-0.146395,-1.293158,-0.421697,-0.478402,-0.108884,-0.339245,-0.585014,-0.799701,-0.807682,-0.884758,0.753637,-0.112404,-1.797076,-0.168105,0.252859,-0.503241,-0.791771,-0.768688,-0.473277,-1.214163,-1.210106,-1.403809,1.582733,-0.46004,-1.30588,1.683648,-1.352347,1.633837,-0.766198,0.090689,-0.167046,-1.403203,-1.561135,-0.57023,-1.314163,-2.296778,8.960591,-1.100917,-1.219888,-0.920105,-0.282247,-0.925143,-0.978133,0.718328,-0.791379,-0.900913,-0.40066,-0.072607,-1.620158,-0.987177,-0.16107,-0.939908,-1.541878,-1.392426,-1.143307,-1.977821,-0.060524,-0.852842,1.183754,-0.871446,0.175475,-0.791841,-0.949418,0.975918,-1.094175,0.237757,-0.874884,-1.057402,-0.104743,-1.184919,-1.03885,-0.4781,-1.575353,-1.273215,-1.545688,-0.513007,0.150128,-1.121834,-0.660426,-0.545827,-0.311756,-1.270015,0.002127,-1.40652,-1.107639,-1.611642,-0.6849,-0.974196,-0.592861,-0.683969,-0.800008,-0.340924,0.615657,-1.574023,-0.93432,-0.728945,1.763313,-0.658993,-1.805707,-0.873971,-0.820197,-1.253574,-0.214809,-0.834052,-0.344327,2.654091,1.933089,0.508181,-0.713357,-0.305314,0.231498,-0.006207,-0.439858,-1.533248,2.121282,2.419994,-0.746359,-0.312759,-0.785267,-0.435113,-0.057866,0.17269,-1.260366,0.589894,-0.789417,-1.264321,-0.780686,3.071693,0.075887,0.18709,-0.674898,-0.349486,-0.224176,-1.511664,-0.336444,-1.690096,1.318562,-0.988116,-0.442284,-1.876147,-0.633465,1.875233,-0.93788,-0.111949,0.091754,-1.125514,-0.86369,1.652741,0.880237,0.849835,0.47025,-1.650133,2.645543,1.343618,-0.036881,-0.415095,-1.261592,-0.962524
TCGA.AS.3777.01A,-1.233314,-1.249565,-0.55513,-1.023211,-1.352348,-0.549887,-0.137721,-1.031683,-1.107991,-0.838122,-1.129073,-0.589742,-0.054266,-0.435,1.028969,-1.797922,-1.599134,0.412103,-1.523641,-0.965789,0.345837,-1.05385,-0.499511,-0.719111,-1.280412,7.651982,-0.958161,-0.699525,-1.218698,0.574819,-1.424342,-1.239599,-0.571315,-0.387161,-0.745491,-0.87057,-0.805908,-0.196158,0.775025,-0.24567,-1.386639,-0.689269,-0.316875,-0.780659,-0.047899,-1.153426,-0.161881,0.147301,-0.876034,-1.708996,-0.035358,-0.960856,-1.112099,0.077332,0.080209,-0.663491,1.135055,-0.13624,-0.974481,-1.840172,1.421298,-0.929688,3.382192,-1.347639,-0.817408,-1.881307,-2.128839,-0.95982,-1.489583,-0.692523,-0.002102,-1.907631,-0.910222,-0.382065,-1.337406,-0.294351,-1.133718,0.921592,-0.319081,-1.386651,-1.301447,1.175714,-0.409006,-0.880247,-0.933637,-0.853644,-1.168032,-0.729748,-0.052386,0.059872,-0.014936,0.386483,0.510994,0.484499,-0.67005,-1.381692,-0.509436,-1.151021,-0.954866,-1.452048,-1.77543,-0.810218,-1.459149,-0.719217,-1.019992,-1.67995,-0.950645,-1.674624,-1.251211,-0.794731,-0.329272,-1.55293,-0.567383,-2.089751,-1.158281,-0.07732,-0.908521,-1.371704,2.946346,-0.505426,-0.683281,-0.505498,-1.711269,-1.597703,-0.669885,-0.480259,-0.918144,-1.258114,-2.052587,9.221949,-1.146151,-0.654436,-1.253298,-1.061909,-1.273436,-0.151708,-0.623518,0.753522,0.935217,-1.018119,-1.48765,1.003426,-1.598286,-1.307931,-0.594188,-0.580475,-1.49379,-1.169335,-1.01008,-0.766408,-1.680835,-0.602626,-0.756606,-1.380391,-1.44373,-0.163533,1.696839,-0.488836,-0.680332,0.269676,-0.604226,-1.184088,-1.271214,-0.757256,2.003272,-1.295384,-1.311044,-1.259577,0.577605,-1.127234,-0.936647,2.65225,-0.523947,-0.919324,-1.824837,-0.507207,-0.829827,-1.297127,-0.169465,-1.524775,-1.479427,-1.308006,3.482189,-1.016199,-1.374592,-2.181756,-0.698793,-0.990168,-0.422685,-0.617489,-0.962695,-1.265826,-1.051813,-1.015608,-0.741439,-1.859365,0.928441,-1.866536,-1.188797,-1.359812,1.222091,-0.86743,1.352413,-0.794395,-0.76846,-0.922177,-1.109561,-1.440838,-1.299922,-1.103466,-1.141265,-1.038306,-1.80232,-2.014706,-1.694697,-1.307355,-1.711685,-0.932821,-2.17337,-0.936862,-1.030552,0.302391,-1.169724,-1.253278,1.923224,-1.254207,-0.176232,-0.965435,0.563917,-1.09448,-1.758953,-1.917157,-1.622305,-0.785184,2.461878,-1.139778,0.284317,0.104151,-1.155025,-0.658993,-1.818392,0.961425,-0.821439,-2.128468,-0.793113,-0.636263,-0.233438,1.146101,-1.187478,8.51778,-1.253959,-1.021667,-1.239413,-1.790271,-0.106711,-1.586017,-1.75864,-0.141727,-0.950154,-0.441806,-0.915854,-0.904568,-0.588496,-0.36482,-1.514293,-1.088745,-0.587372,1.286922,-1.320724,-1.538348,-0.312184,-0.148388,-0.737631,-1.518149,-0.777523,-0.597036,10.166202,-1.733065,-1.698551,-1.402751,-0.468272,-2.014465,-0.340122,-1.569746,-1.070125,-1.082346,-0.848581,-1.295296,-0.678128,-1.806642,1.727778,1.255898,-0.975148,-1.660491,-1.014275,-0.346684,1.901611,-0.971578,-2.176562,-1.296311
